Model,DPO2024B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.002,
Sample Interval,1.6e-07,
Filter Frequency,2e+08,
Record Length,125000,
Gating,41.799200% to 58.00%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.1,
Label,,
TIME,CH1,CH1 Peak Detect
-1.23408e-03,0.126,0.122
-1.23392e-03,0.126,0.13
-1.23376e-03,0.122,0.122
-1.23360e-03,0.126,0.134
-1.23344e-03,0.13,0.122
-1.23328e-03,0.126,0.134
-1.23312e-03,0.126,0.122
-1.23296e-03,0.122,0.13
-1.23280e-03,0.122,0.122
-1.23264e-03,0.126,0.13
-1.23248e-03,0.126,0.122
-1.23232e-03,0.126,0.134
-1.23216e-03,0.122,0.122
-1.23200e-03,0.122,0.13
-1.23184e-03,0.126,0.122
-1.23168e-03,0.13,0.13
-1.23152e-03,0.13,0.122
-1.23136e-03,0.13,0.134
-1.23120e-03,0.13,0.126
-1.23104e-03,0.126,0.134
-1.23088e-03,0.13,0.126
-1.23072e-03,0.126,0.134
-1.23056e-03,0.126,0.122
-1.23040e-03,0.126,0.134
-1.23024e-03,0.126,0.122
-1.23008e-03,0.126,0.134
-1.22992e-03,0.122,0.122
-1.22976e-03,0.126,0.13
-1.22960e-03,0.126,0.122
-1.22944e-03,0.126,0.134
-1.22928e-03,0.126,0.122
-1.22912e-03,0.13,0.134
-1.22896e-03,0.13,0.122
-1.22880e-03,0.126,0.134
-1.22864e-03,0.126,0.126
-1.22848e-03,0.126,0.134
-1.22832e-03,0.122,0.122
-1.22816e-03,0.122,0.134
-1.22800e-03,0.122,0.118
-1.22784e-03,0.122,0.13
-1.22768e-03,0.122,0.118
-1.22752e-03,0.126,0.126
-1.22736e-03,0.13,0.122
-1.22720e-03,0.126,0.13
-1.22704e-03,0.13,0.122
-1.22688e-03,0.13,0.134
-1.22672e-03,0.134,0.126
-1.22656e-03,0.134,0.134
-1.22640e-03,0.13,0.13
-1.22624e-03,0.126,0.138
-1.22608e-03,0.13,0.126
-1.22592e-03,0.126,0.138
-1.22576e-03,0.13,0.126
-1.22560e-03,0.13,0.134
-1.22544e-03,0.13,0.126
-1.22528e-03,0.13,0.134
-1.22512e-03,0.134,0.126
-1.22496e-03,0.13,0.138
-1.22480e-03,0.13,0.13
-1.22464e-03,0.13,0.138
-1.22448e-03,0.13,0.13
-1.22432e-03,0.126,0.138
-1.22416e-03,0.13,0.126
-1.22400e-03,0.126,0.134
-1.22384e-03,0.126,0.126
-1.22368e-03,0.126,0.134
-1.22352e-03,0.126,0.122
-1.22336e-03,0.126,0.134
-1.22320e-03,0.126,0.122
-1.22304e-03,0.126,0.13
-1.22288e-03,0.126,0.122
-1.22272e-03,0.122,0.13
-1.22256e-03,0.122,0.122
-1.22240e-03,0.122,0.13
-1.22224e-03,0.118,0.118
-1.22208e-03,0.122,0.126
-1.22192e-03,0.122,0.118
-1.22176e-03,0.126,0.126
-1.22160e-03,0.126,0.122
-1.22144e-03,0.13,0.13
-1.22128e-03,0.13,0.122
-1.22112e-03,0.13,0.134
-1.22096e-03,0.13,0.126
-1.22080e-03,0.13,0.134
-1.22064e-03,0.13,0.126
-1.22048e-03,0.126,0.134
-1.22032e-03,0.126,0.126
-1.22016e-03,0.13,0.134
-1.22000e-03,0.13,0.122
-1.21984e-03,0.13,0.134
-1.21968e-03,0.13,0.122
-1.21952e-03,0.13,0.134
-1.21936e-03,0.13,0.126
-1.21920e-03,0.13,0.134
-1.21904e-03,0.134,0.126
-1.21888e-03,0.13,0.138
-1.21872e-03,0.13,0.126
-1.21856e-03,0.126,0.134
-1.21840e-03,0.126,0.122
-1.21824e-03,0.126,0.134
-1.21808e-03,0.126,0.122
-1.21792e-03,0.13,0.13
-1.21776e-03,0.13,0.122
-1.21760e-03,0.13,0.134
-1.21744e-03,0.13,0.122
-1.21728e-03,0.13,0.134
-1.21712e-03,0.134,0.126
-1.21696e-03,0.134,0.138
-1.21680e-03,0.13,0.126
-1.21664e-03,0.13,0.138
-1.21648e-03,0.126,0.126
-1.21632e-03,0.126,0.138
-1.21616e-03,0.13,0.126
-1.21600e-03,0.126,0.134
-1.21584e-03,0.126,0.126
-1.21568e-03,0.13,0.134
-1.21552e-03,0.13,0.126
-1.21536e-03,0.13,0.134
-1.21520e-03,0.13,0.126
-1.21504e-03,0.13,0.134
-1.21488e-03,0.13,0.126
-1.21472e-03,0.13,0.134
-1.21456e-03,0.13,0.126
-1.21440e-03,0.13,0.134
-1.21424e-03,0.13,0.126
-1.21408e-03,0.13,0.134
-1.21392e-03,0.126,0.126
-1.21376e-03,0.126,0.134
-1.21360e-03,0.126,0.122
-1.21344e-03,0.126,0.134
-1.21328e-03,0.126,0.122
-1.21312e-03,0.13,0.134
-1.21296e-03,0.126,0.122
-1.21280e-03,0.126,0.134
-1.21264e-03,0.13,0.122
-1.21248e-03,0.126,0.134
-1.21232e-03,0.126,0.126
-1.21216e-03,0.13,0.134
-1.21200e-03,0.126,0.126
-1.21184e-03,0.126,0.134
-1.21168e-03,0.126,0.122
-1.21152e-03,0.126,0.134
-1.21136e-03,0.126,0.122
-1.21120e-03,0.126,0.134
-1.21104e-03,0.126,0.122
-1.21088e-03,0.126,0.13
-1.21072e-03,0.13,0.122
-1.21056e-03,0.13,0.134
-1.21040e-03,0.13,0.122
-1.21024e-03,0.13,0.134
-1.21008e-03,0.13,0.126
-1.20992e-03,0.13,0.138
-1.20976e-03,0.13,0.126
-1.20960e-03,0.13,0.138
-1.20944e-03,0.13,0.126
-1.20928e-03,0.13,0.138
-1.20912e-03,0.13,0.126
-1.20896e-03,0.13,0.138
-1.20880e-03,0.13,0.126
-1.20864e-03,0.13,0.138
-1.20848e-03,0.13,0.126
-1.20832e-03,0.13,0.134
-1.20816e-03,0.13,0.126
-1.20800e-03,0.126,0.134
-1.20784e-03,0.126,0.126
-1.20768e-03,0.126,0.134
-1.20752e-03,0.126,0.122
-1.20736e-03,0.126,0.134
-1.20720e-03,0.126,0.122
-1.20704e-03,0.126,0.134
-1.20688e-03,0.13,0.122
-1.20672e-03,0.13,0.134
-1.20656e-03,0.13,0.126
-1.20640e-03,0.134,0.134
-1.20624e-03,0.134,0.13
-1.20608e-03,0.134,0.138
-1.20592e-03,0.13,0.13
-1.20576e-03,0.13,0.138
-1.20560e-03,0.134,0.13
-1.20544e-03,0.134,0.138
-1.20528e-03,0.13,0.126
-1.20512e-03,0.134,0.138
-1.20496e-03,0.134,0.13
-1.20480e-03,0.134,0.138
-1.20464e-03,0.138,0.13
-1.20448e-03,0.134,0.138
-1.20432e-03,0.134,0.13
-1.20416e-03,0.134,0.138
-1.20400e-03,0.13,0.13
-1.20384e-03,0.13,0.138
-1.20368e-03,0.13,0.13
-1.20352e-03,0.13,0.138
-1.20336e-03,0.13,0.126
-1.20320e-03,0.13,0.138
-1.20304e-03,0.126,0.126
-1.20288e-03,0.13,0.138
-1.20272e-03,0.126,0.126
-1.20256e-03,0.13,0.134
-1.20240e-03,0.126,0.126
-1.20224e-03,0.126,0.134
-1.20208e-03,0.13,0.126
-1.20192e-03,0.13,0.134
-1.20176e-03,0.126,0.126
-1.20160e-03,0.126,0.134
-1.20144e-03,0.13,0.126
-1.20128e-03,0.126,0.134
-1.20112e-03,0.13,0.126
-1.20096e-03,0.13,0.134
-1.20080e-03,0.13,0.126
-1.20064e-03,0.134,0.134
-1.20048e-03,0.134,0.13
-1.20032e-03,0.134,0.138
-1.20016e-03,0.134,0.13
-1.20000e-03,0.13,0.138
-1.19984e-03,0.13,0.13
-1.19968e-03,0.134,0.138
-1.19952e-03,0.13,0.126
-1.19936e-03,0.126,0.138
-1.19920e-03,0.126,0.126
-1.19904e-03,0.13,0.134
-1.19888e-03,0.126,0.126
-1.19872e-03,0.13,0.134
-1.19856e-03,0.13,0.126
-1.19840e-03,0.13,0.134
-1.19824e-03,0.13,0.126
-1.19808e-03,0.13,0.134
-1.19792e-03,0.13,0.126
-1.19776e-03,0.13,0.134
-1.19760e-03,0.13,0.126
-1.19744e-03,0.126,0.134
-1.19728e-03,0.13,0.126
-1.19712e-03,0.13,0.134
-1.19696e-03,0.134,0.126
-1.19680e-03,0.13,0.134
-1.19664e-03,0.134,0.126
-1.19648e-03,0.134,0.138
-1.19632e-03,0.138,0.13
-1.19616e-03,0.138,0.138
-1.19600e-03,0.134,0.134
-1.19584e-03,0.134,0.142
-1.19568e-03,0.134,0.134
-1.19552e-03,0.134,0.142
-1.19536e-03,0.134,0.13
-1.19520e-03,0.134,0.142
-1.19504e-03,0.134,0.13
-1.19488e-03,0.134,0.138
-1.19472e-03,0.134,0.13
-1.19456e-03,0.134,0.138
-1.19440e-03,0.134,0.13
-1.19424e-03,0.134,0.138
-1.19408e-03,0.134,0.13
-1.19392e-03,0.13,0.138
-1.19376e-03,0.134,0.13
-1.19360e-03,0.13,0.138
-1.19344e-03,0.13,0.126
-1.19328e-03,0.134,0.138
-1.19312e-03,0.13,0.13
-1.19296e-03,0.134,0.138
-1.19280e-03,0.134,0.13
-1.19264e-03,0.134,0.138
-1.19248e-03,0.134,0.13
-1.19232e-03,0.134,0.138
-1.19216e-03,0.134,0.13
-1.19200e-03,0.134,0.138
-1.19184e-03,0.13,0.13
-1.19168e-03,0.134,0.138
-1.19152e-03,0.134,0.126
-1.19136e-03,0.134,0.138
-1.19120e-03,0.134,0.13
-1.19104e-03,0.134,0.138
-1.19088e-03,0.134,0.126
-1.19072e-03,0.134,0.138
-1.19056e-03,0.134,0.13
-1.19040e-03,0.134,0.138
-1.19024e-03,0.13,0.13
-1.19008e-03,0.13,0.138
-1.18992e-03,0.13,0.13
-1.18976e-03,0.13,0.138
-1.18960e-03,0.13,0.13
-1.18944e-03,0.13,0.138
-1.18928e-03,0.13,0.13
-1.18912e-03,0.13,0.138
-1.18896e-03,0.134,0.13
-1.18880e-03,0.134,0.138
-1.18864e-03,0.134,0.13
-1.18848e-03,0.134,0.138
-1.18832e-03,0.134,0.13
-1.18816e-03,0.134,0.138
-1.18800e-03,0.134,0.13
-1.18784e-03,0.134,0.138
-1.18768e-03,0.134,0.13
-1.18752e-03,0.13,0.138
-1.18736e-03,0.13,0.13
-1.18720e-03,0.126,0.138
-1.18704e-03,0.13,0.126
-1.18688e-03,0.13,0.134
-1.18672e-03,0.13,0.126
-1.18656e-03,0.13,0.134
-1.18640e-03,0.134,0.126
-1.18624e-03,0.134,0.138
-1.18608e-03,0.134,0.13
-1.18592e-03,0.138,0.138
-1.18576e-03,0.134,0.13
-1.18560e-03,0.134,0.138
-1.18544e-03,0.134,0.13
-1.18528e-03,0.134,0.138
-1.18512e-03,0.134,0.13
-1.18496e-03,0.134,0.138
-1.18480e-03,0.13,0.13
-1.18464e-03,0.13,0.138
-1.18448e-03,0.13,0.13
-1.18432e-03,0.134,0.138
-1.18416e-03,0.134,0.13
-1.18400e-03,0.134,0.138
-1.18384e-03,0.138,0.13
-1.18368e-03,0.134,0.138
-1.18352e-03,0.134,0.134
-1.18336e-03,0.13,0.138
-1.18320e-03,0.13,0.13
-1.18304e-03,0.13,0.138
-1.18288e-03,0.13,0.126
-1.18272e-03,0.13,0.134
-1.18256e-03,0.134,0.126
-1.18240e-03,0.134,0.138
-1.18224e-03,0.134,0.13
-1.18208e-03,0.134,0.138
-1.18192e-03,0.134,0.13
-1.18176e-03,0.13,0.138
-1.18160e-03,0.13,0.13
-1.18144e-03,0.13,0.138
-1.18128e-03,0.134,0.13
-1.18112e-03,0.13,0.138
-1.18096e-03,0.13,0.126
-1.18080e-03,0.134,0.138
-1.18064e-03,0.13,0.126
-1.18048e-03,0.134,0.134
-1.18032e-03,0.134,0.126
-1.18016e-03,0.134,0.134
-1.18000e-03,0.138,0.13
-1.17984e-03,0.138,0.138
-1.17968e-03,0.138,0.13
-1.17952e-03,0.138,0.142
-1.17936e-03,0.138,0.134
-1.17920e-03,0.138,0.142
-1.17904e-03,0.134,0.134
-1.17888e-03,0.134,0.142
-1.17872e-03,0.134,0.13
-1.17856e-03,0.134,0.138
-1.17840e-03,0.134,0.13
-1.17824e-03,0.134,0.138
-1.17808e-03,0.138,0.13
-1.17792e-03,0.138,0.142
-1.17776e-03,0.138,0.134
-1.17760e-03,0.138,0.142
-1.17744e-03,0.138,0.134
-1.17728e-03,0.138,0.142
-1.17712e-03,0.138,0.134
-1.17696e-03,0.134,0.142
-1.17680e-03,0.134,0.134
-1.17664e-03,0.134,0.142
-1.17648e-03,0.134,0.13
-1.17632e-03,0.134,0.142
-1.17616e-03,0.134,0.13
-1.17600e-03,0.134,0.138
-1.17584e-03,0.134,0.13
-1.17568e-03,0.13,0.138
-1.17552e-03,0.134,0.13
-1.17536e-03,0.13,0.138
-1.17520e-03,0.134,0.13
-1.17504e-03,0.134,0.138
-1.17488e-03,0.134,0.13
-1.17472e-03,0.13,0.138
-1.17456e-03,0.138,0.13
-1.17440e-03,0.134,0.138
-1.17424e-03,0.138,0.13
-1.17408e-03,0.142,0.142
-1.17392e-03,0.138,0.134
-1.17376e-03,0.138,0.142
-1.17360e-03,0.138,0.134
-1.17344e-03,0.138,0.142
-1.17328e-03,0.138,0.134
-1.17312e-03,0.138,0.142
-1.17296e-03,0.138,0.134
-1.17280e-03,0.138,0.142
-1.17264e-03,0.134,0.134
-1.17248e-03,0.134,0.142
-1.17232e-03,0.134,0.134
-1.17216e-03,0.142,0.142
-1.17200e-03,0.138,0.134
-1.17184e-03,0.134,0.142
-1.17168e-03,0.138,0.134
-1.17152e-03,0.138,0.142
-1.17136e-03,0.138,0.134
-1.17120e-03,0.138,0.142
-1.17104e-03,0.138,0.134
-1.17088e-03,0.134,0.142
-1.17072e-03,0.138,0.134
-1.17056e-03,0.134,0.142
-1.17040e-03,0.134,0.134
-1.17024e-03,0.138,0.142
-1.17008e-03,0.138,0.134
-1.16992e-03,0.134,0.142
-1.16976e-03,0.134,0.134
-1.16960e-03,0.134,0.142
-1.16944e-03,0.134,0.13
-1.16928e-03,0.134,0.142
-1.16912e-03,0.138,0.13
-1.16896e-03,0.134,0.142
-1.16880e-03,0.138,0.134
-1.16864e-03,0.134,0.142
-1.16848e-03,0.134,0.134
-1.16832e-03,0.138,0.142
-1.16816e-03,0.134,0.13
-1.16800e-03,0.138,0.138
-1.16784e-03,0.134,0.134
-1.16768e-03,0.134,0.142
-1.16752e-03,0.138,0.134
-1.16736e-03,0.138,0.142
-1.16720e-03,0.134,0.134
-1.16704e-03,0.138,0.142
-1.16688e-03,0.138,0.134
-1.16672e-03,0.138,0.142
-1.16656e-03,0.138,0.134
-1.16640e-03,0.138,0.142
-1.16624e-03,0.138,0.134
-1.16608e-03,0.138,0.142
-1.16592e-03,0.142,0.138
-1.16576e-03,0.142,0.142
-1.16560e-03,0.142,0.138
-1.16544e-03,0.142,0.142
-1.16528e-03,0.142,0.138
-1.16512e-03,0.142,0.146
-1.16496e-03,0.142,0.138
-1.16480e-03,0.138,0.146
-1.16464e-03,0.142,0.138
-1.16448e-03,0.138,0.146
-1.16432e-03,0.138,0.138
-1.16416e-03,0.138,0.146
-1.16400e-03,0.138,0.138
-1.16384e-03,0.134,0.146
-1.16368e-03,0.134,0.134
-1.16352e-03,0.134,0.142
-1.16336e-03,0.134,0.13
-1.16320e-03,0.134,0.142
-1.16304e-03,0.134,0.13
-1.16288e-03,0.134,0.138
-1.16272e-03,0.134,0.13
-1.16256e-03,0.134,0.138
-1.16240e-03,0.134,0.13
-1.16224e-03,0.134,0.138
-1.16208e-03,0.138,0.134
-1.16192e-03,0.138,0.142
-1.16176e-03,0.138,0.134
-1.16160e-03,0.138,0.142
-1.16144e-03,0.138,0.134
-1.16128e-03,0.138,0.142
-1.16112e-03,0.138,0.134
-1.16096e-03,0.138,0.142
-1.16080e-03,0.138,0.134
-1.16064e-03,0.138,0.142
-1.16048e-03,0.138,0.134
-1.16032e-03,0.138,0.142
-1.16016e-03,0.138,0.134
-1.16000e-03,0.138,0.142
-1.15984e-03,0.134,0.134
-1.15968e-03,0.134,0.142
-1.15952e-03,0.134,0.13
-1.15936e-03,0.138,0.142
-1.15920e-03,0.134,0.13
-1.15904e-03,0.134,0.142
-1.15888e-03,0.134,0.134
-1.15872e-03,0.13,0.142
-1.15856e-03,0.13,0.13
-1.15840e-03,0.134,0.138
-1.15824e-03,0.13,0.13
-1.15808e-03,0.138,0.138
-1.15792e-03,0.138,0.13
-1.15776e-03,0.142,0.138
-1.15760e-03,0.142,0.134
-1.15744e-03,0.142,0.142
-1.15728e-03,0.142,0.138
-1.15712e-03,0.142,0.146
-1.15696e-03,0.138,0.138
-1.15680e-03,0.142,0.15
-1.15664e-03,0.138,0.134
-1.15648e-03,0.138,0.146
-1.15632e-03,0.138,0.134
-1.15616e-03,0.138,0.146
-1.15600e-03,0.138,0.13
-1.15584e-03,0.138,0.142
-1.15568e-03,0.138,0.134
-1.15552e-03,0.138,0.142
-1.15536e-03,0.138,0.134
-1.15520e-03,0.138,0.142
-1.15504e-03,0.138,0.134
-1.15488e-03,0.134,0.142
-1.15472e-03,0.138,0.134
-1.15456e-03,0.134,0.142
-1.15440e-03,0.134,0.134
-1.15424e-03,0.134,0.142
-1.15408e-03,0.134,0.134
-1.15392e-03,0.138,0.142
-1.15376e-03,0.134,0.134
-1.15360e-03,0.138,0.142
-1.15344e-03,0.134,0.134
-1.15328e-03,0.134,0.142
-1.15312e-03,0.138,0.134
-1.15296e-03,0.134,0.142
-1.15280e-03,0.138,0.134
-1.15264e-03,0.138,0.142
-1.15248e-03,0.142,0.134
-1.15232e-03,0.142,0.142
-1.15216e-03,0.142,0.134
-1.15200e-03,0.142,0.146
-1.15184e-03,0.142,0.138
-1.15168e-03,0.138,0.146
-1.15152e-03,0.138,0.138
-1.15136e-03,0.138,0.146
-1.15120e-03,0.138,0.134
-1.15104e-03,0.134,0.142
-1.15088e-03,0.134,0.134
-1.15072e-03,0.138,0.142
-1.15056e-03,0.138,0.134
-1.15040e-03,0.142,0.142
-1.15024e-03,0.146,0.134
-1.15008e-03,0.146,0.146
-1.14992e-03,0.146,0.138
-1.14976e-03,0.146,0.146
-1.14960e-03,0.146,0.142
-1.14944e-03,0.146,0.15
-1.14928e-03,0.146,0.142
-1.14912e-03,0.138,0.15
-1.14896e-03,0.142,0.138
-1.14880e-03,0.138,0.15
-1.14864e-03,0.138,0.134
-1.14848e-03,0.138,0.142
-1.14832e-03,0.138,0.134
-1.14816e-03,0.138,0.142
-1.14800e-03,0.138,0.134
-1.14784e-03,0.134,0.142
-1.14768e-03,0.138,0.134
-1.14752e-03,0.138,0.142
-1.14736e-03,0.138,0.134
-1.14720e-03,0.138,0.142
-1.14704e-03,0.138,0.134
-1.14688e-03,0.134,0.142
-1.14672e-03,0.134,0.134
-1.14656e-03,0.134,0.142
-1.14640e-03,0.138,0.13
-1.14624e-03,0.134,0.142
-1.14608e-03,0.134,0.13
-1.14592e-03,0.138,0.142
-1.14576e-03,0.138,0.134
-1.14560e-03,0.142,0.142
-1.14544e-03,0.142,0.134
-1.14528e-03,0.146,0.146
-1.14512e-03,0.142,0.138
-1.14496e-03,0.146,0.15
-1.14480e-03,0.146,0.142
-1.14464e-03,0.146,0.15
-1.14448e-03,0.146,0.142
-1.14432e-03,0.142,0.15
-1.14416e-03,0.146,0.142
-1.14400e-03,0.142,0.15
-1.14384e-03,0.142,0.142
-1.14368e-03,0.142,0.146
-1.14352e-03,0.138,0.138
-1.14336e-03,0.142,0.146
-1.14320e-03,0.138,0.138
-1.14304e-03,0.138,0.146
-1.14288e-03,0.138,0.138
-1.14272e-03,0.142,0.142
-1.14256e-03,0.142,0.134
-1.14240e-03,0.142,0.146
-1.14224e-03,0.142,0.138
-1.14208e-03,0.142,0.146
-1.14192e-03,0.142,0.138
-1.14176e-03,0.142,0.146
-1.14160e-03,0.142,0.138
-1.14144e-03,0.138,0.146
-1.14128e-03,0.138,0.138
-1.14112e-03,0.138,0.146
-1.14096e-03,0.138,0.134
-1.14080e-03,0.138,0.146
-1.14064e-03,0.138,0.134
-1.14048e-03,0.142,0.142
-1.14032e-03,0.138,0.134
-1.14016e-03,0.142,0.142
-1.14000e-03,0.142,0.138
-1.13984e-03,0.142,0.146
-1.13968e-03,0.146,0.142
-1.13952e-03,0.142,0.146
-1.13936e-03,0.142,0.138
-1.13920e-03,0.142,0.15
-1.13904e-03,0.142,0.138
-1.13888e-03,0.138,0.146
-1.13872e-03,0.142,0.138
-1.13856e-03,0.138,0.146
-1.13840e-03,0.138,0.138
-1.13824e-03,0.138,0.146
-1.13808e-03,0.138,0.134
-1.13792e-03,0.142,0.142
-1.13776e-03,0.138,0.134
-1.13760e-03,0.138,0.142
-1.13744e-03,0.138,0.138
-1.13728e-03,0.138,0.142
-1.13712e-03,0.138,0.134
-1.13696e-03,0.138,0.142
-1.13680e-03,0.138,0.134
-1.13664e-03,0.138,0.142
-1.13648e-03,0.142,0.134
-1.13632e-03,0.138,0.142
-1.13616e-03,0.146,0.138
-1.13600e-03,0.138,0.142
-1.13584e-03,0.138,0.138
-1.13568e-03,0.142,0.146
-1.13552e-03,0.142,0.138
-1.13536e-03,0.142,0.146
-1.13520e-03,0.142,0.138
-1.13504e-03,0.142,0.146
-1.13488e-03,0.142,0.138
-1.13472e-03,0.142,0.146
-1.13456e-03,0.146,0.142
-1.13440e-03,0.146,0.146
-1.13424e-03,0.142,0.138
-1.13408e-03,0.142,0.146
-1.13392e-03,0.146,0.142
-1.13376e-03,0.142,0.15
-1.13360e-03,0.142,0.142
-1.13344e-03,0.142,0.15
-1.13328e-03,0.138,0.138
-1.13312e-03,0.142,0.146
-1.13296e-03,0.138,0.138
-1.13280e-03,0.138,0.146
-1.13264e-03,0.142,0.138
-1.13248e-03,0.142,0.146
-1.13232e-03,0.142,0.138
-1.13216e-03,0.146,0.146
-1.13200e-03,0.142,0.138
-1.13184e-03,0.138,0.146
-1.13168e-03,0.142,0.138
-1.13152e-03,0.142,0.146
-1.13136e-03,0.138,0.138
-1.13120e-03,0.142,0.146
-1.13104e-03,0.138,0.138
-1.13088e-03,0.138,0.142
-1.13072e-03,0.138,0.134
-1.13056e-03,0.138,0.146
-1.13040e-03,0.142,0.134
-1.13024e-03,0.138,0.142
-1.13008e-03,0.142,0.134
-1.12992e-03,0.146,0.146
-1.12976e-03,0.146,0.138
-1.12960e-03,0.146,0.146
-1.12944e-03,0.146,0.142
-1.12928e-03,0.146,0.15
-1.12912e-03,0.146,0.146
-1.12896e-03,0.146,0.15
-1.12880e-03,0.142,0.142
-1.12864e-03,0.142,0.15
-1.12848e-03,0.142,0.142
-1.12832e-03,0.142,0.15
-1.12816e-03,0.146,0.138
-1.12800e-03,0.146,0.15
-1.12784e-03,0.142,0.142
-1.12768e-03,0.146,0.146
-1.12752e-03,0.142,0.142
-1.12736e-03,0.146,0.15
-1.12720e-03,0.146,0.142
-1.12704e-03,0.142,0.15
-1.12688e-03,0.142,0.142
-1.12672e-03,0.142,0.146
-1.12656e-03,0.142,0.138
-1.12640e-03,0.146,0.146
-1.12624e-03,0.142,0.138
-1.12608e-03,0.142,0.146
-1.12592e-03,0.142,0.138
-1.12576e-03,0.142,0.146
-1.12560e-03,0.138,0.138
-1.12544e-03,0.138,0.146
-1.12528e-03,0.138,0.138
-1.12512e-03,0.138,0.146
-1.12496e-03,0.138,0.134
-1.12480e-03,0.138,0.142
-1.12464e-03,0.134,0.134
-1.12448e-03,0.138,0.142
-1.12432e-03,0.142,0.134
-1.12416e-03,0.142,0.146
-1.12400e-03,0.142,0.138
-1.12384e-03,0.142,0.146
-1.12368e-03,0.142,0.138
-1.12352e-03,0.138,0.146
-1.12336e-03,0.138,0.138
-1.12320e-03,0.138,0.146
-1.12304e-03,0.138,0.134
-1.12288e-03,0.138,0.146
-1.12272e-03,0.138,0.134
-1.12256e-03,0.142,0.142
-1.12240e-03,0.142,0.134
-1.12224e-03,0.142,0.142
-1.12208e-03,0.142,0.138
-1.12192e-03,0.146,0.146
-1.12176e-03,0.142,0.138
-1.12160e-03,0.142,0.146
-1.12144e-03,0.142,0.138
-1.12128e-03,0.142,0.146
-1.12112e-03,0.142,0.142
-1.12096e-03,0.138,0.146
-1.12080e-03,0.138,0.138
-1.12064e-03,0.138,0.146
-1.12048e-03,0.142,0.138
-1.12032e-03,0.142,0.146
-1.12016e-03,0.142,0.138
-1.12000e-03,0.142,0.146
-1.11984e-03,0.142,0.138
-1.11968e-03,0.142,0.146
-1.11952e-03,0.142,0.138
-1.11936e-03,0.142,0.146
-1.11920e-03,0.138,0.138
-1.11904e-03,0.138,0.146
-1.11888e-03,0.142,0.138
-1.11872e-03,0.142,0.146
-1.11856e-03,0.142,0.138
-1.11840e-03,0.142,0.146
-1.11824e-03,0.138,0.138
-1.11808e-03,0.142,0.146
-1.11792e-03,0.142,0.138
-1.11776e-03,0.146,0.146
-1.11760e-03,0.146,0.138
-1.11744e-03,0.142,0.146
-1.11728e-03,0.142,0.138
-1.11712e-03,0.142,0.146
-1.11696e-03,0.142,0.138
-1.11680e-03,0.142,0.146
-1.11664e-03,0.142,0.138
-1.11648e-03,0.142,0.146
-1.11632e-03,0.146,0.138
-1.11616e-03,0.146,0.15
-1.11600e-03,0.142,0.138
-1.11584e-03,0.142,0.146
-1.11568e-03,0.142,0.142
-1.11552e-03,0.142,0.15
-1.11536e-03,0.142,0.142
-1.11520e-03,0.142,0.15
-1.11504e-03,0.142,0.142
-1.11488e-03,0.142,0.146
-1.11472e-03,0.142,0.142
-1.11456e-03,0.146,0.146
-1.11440e-03,0.142,0.142
-1.11424e-03,0.142,0.15
-1.11408e-03,0.142,0.138
-1.11392e-03,0.142,0.15
-1.11376e-03,0.146,0.138
-1.11360e-03,0.142,0.146
-1.11344e-03,0.142,0.138
-1.11328e-03,0.142,0.146
-1.11312e-03,0.146,0.138
-1.11296e-03,0.146,0.146
-1.11280e-03,0.146,0.142
-1.11264e-03,0.142,0.15
-1.11248e-03,0.138,0.138
-1.11232e-03,0.142,0.15
-1.11216e-03,0.138,0.138
-1.11200e-03,0.138,0.146
-1.11184e-03,0.138,0.138
-1.11168e-03,0.138,0.142
-1.11152e-03,0.134,0.134
-1.11136e-03,0.138,0.142
-1.11120e-03,0.138,0.134
-1.11104e-03,0.142,0.146
-1.11088e-03,0.142,0.138
-1.11072e-03,0.146,0.146
-1.11056e-03,0.146,0.142
-1.11040e-03,0.146,0.15
-1.11024e-03,0.146,0.142
-1.11008e-03,0.142,0.15
-1.10992e-03,0.146,0.142
-1.10976e-03,0.142,0.15
-1.10960e-03,0.146,0.142
-1.10944e-03,0.142,0.146
-1.10928e-03,0.146,0.138
-1.10912e-03,0.146,0.15
-1.10896e-03,0.146,0.142
-1.10880e-03,0.146,0.15
-1.10864e-03,0.146,0.142
-1.10848e-03,0.142,0.15
-1.10832e-03,0.142,0.142
-1.10816e-03,0.142,0.15
-1.10800e-03,0.142,0.138
-1.10784e-03,0.142,0.15
-1.10768e-03,0.142,0.138
-1.10752e-03,0.142,0.146
-1.10736e-03,0.138,0.138
-1.10720e-03,0.138,0.146
-1.10704e-03,0.142,0.138
-1.10688e-03,0.138,0.146
-1.10672e-03,0.142,0.138
-1.10656e-03,0.138,0.142
-1.10640e-03,0.138,0.138
-1.10624e-03,0.138,0.146
-1.10608e-03,0.138,0.138
-1.10592e-03,0.138,0.146
-1.10576e-03,0.142,0.134
-1.10560e-03,0.142,0.142
-1.10544e-03,0.138,0.138
-1.10528e-03,0.142,0.142
-1.10512e-03,0.146,0.138
-1.10496e-03,0.146,0.146
-1.10480e-03,0.146,0.142
-1.10464e-03,0.146,0.15
-1.10448e-03,0.146,0.142
-1.10432e-03,0.146,0.15
