Model,DPO2024B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.002,
Sample Interval,1.6e-07,
Filter Frequency,2e+08,
Record Length,125000,
Gating,41.799200% to 58.00%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.1,
Label,,
TIME,CH1,CH1 Peak Detect
-2.43872e-03,0.07,0.074
-2.43856e-03,0.074,0.066
-2.43840e-03,0.074,0.074
-2.43824e-03,0.07,0.07
-2.43808e-03,0.074,0.078
-2.43792e-03,0.074,0.07
-2.43776e-03,0.07,0.078
-2.43760e-03,0.07,0.07
-2.43744e-03,0.074,0.078
-2.43728e-03,0.074,0.066
-2.43712e-03,0.074,0.078
-2.43696e-03,0.07,0.066
-2.43680e-03,0.074,0.074
-2.43664e-03,0.074,0.07
-2.43648e-03,0.07,0.078
-2.43632e-03,0.07,0.066
-2.43616e-03,0.074,0.074
-2.43600e-03,0.074,0.066
-2.43584e-03,0.074,0.078
-2.43568e-03,0.07,0.066
-2.43552e-03,0.07,0.078
-2.43536e-03,0.07,0.07
-2.43520e-03,0.07,0.078
-2.43504e-03,0.07,0.066
-2.43488e-03,0.07,0.074
-2.43472e-03,0.07,0.066
-2.43456e-03,0.074,0.074
-2.43440e-03,0.07,0.066
-2.43424e-03,0.066,0.074
-2.43408e-03,0.07,0.066
-2.43392e-03,0.07,0.074
-2.43376e-03,0.074,0.066
-2.43360e-03,0.074,0.074
-2.43344e-03,0.07,0.066
-2.43328e-03,0.074,0.074
-2.43312e-03,0.074,0.07
-2.43296e-03,0.074,0.078
-2.43280e-03,0.074,0.07
-2.43264e-03,0.066,0.078
-2.43248e-03,0.07,0.066
-2.43232e-03,0.07,0.078
-2.43216e-03,0.07,0.066
-2.43200e-03,0.07,0.074
-2.43184e-03,0.074,0.066
-2.43168e-03,0.074,0.074
-2.43152e-03,0.07,0.066
-2.43136e-03,0.07,0.074
-2.43120e-03,0.074,0.066
-2.43104e-03,0.07,0.078
-2.43088e-03,0.07,0.066
-2.43072e-03,0.07,0.074
-2.43056e-03,0.07,0.066
-2.43040e-03,0.07,0.074
-2.43024e-03,0.07,0.066
-2.43008e-03,0.074,0.078
-2.42992e-03,0.07,0.07
-2.42976e-03,0.074,0.074
-2.42960e-03,0.07,0.07
-2.42944e-03,0.074,0.078
-2.42928e-03,0.074,0.07
-2.42912e-03,0.074,0.078
-2.42896e-03,0.074,0.07
-2.42880e-03,0.074,0.078
-2.42864e-03,0.074,0.07
-2.42848e-03,0.074,0.078
-2.42832e-03,0.074,0.07
-2.42816e-03,0.074,0.078
-2.42800e-03,0.074,0.07
-2.42784e-03,0.07,0.078
-2.42768e-03,0.074,0.07
-2.42752e-03,0.07,0.078
-2.42736e-03,0.07,0.07
-2.42720e-03,0.07,0.078
-2.42704e-03,0.074,0.07
-2.42688e-03,0.074,0.078
-2.42672e-03,0.074,0.07
-2.42656e-03,0.074,0.078
-2.42640e-03,0.074,0.07
-2.42624e-03,0.074,0.082
-2.42608e-03,0.07,0.07
-2.42592e-03,0.07,0.078
-2.42576e-03,0.07,0.066
-2.42560e-03,0.066,0.078
-2.42544e-03,0.07,0.066
-2.42528e-03,0.074,0.074
-2.42512e-03,0.07,0.066
-2.42496e-03,0.074,0.074
-2.42480e-03,0.074,0.07
-2.42464e-03,0.074,0.078
-2.42448e-03,0.074,0.07
-2.42432e-03,0.074,0.078
-2.42416e-03,0.074,0.07
-2.42400e-03,0.074,0.078
-2.42384e-03,0.074,0.07
-2.42368e-03,0.074,0.078
-2.42352e-03,0.074,0.07
-2.42336e-03,0.074,0.078
-2.42320e-03,0.074,0.07
-2.42304e-03,0.074,0.078
-2.42288e-03,0.074,0.07
-2.42272e-03,0.074,0.078
-2.42256e-03,0.074,0.07
-2.42240e-03,0.074,0.078
-2.42224e-03,0.078,0.07
-2.42208e-03,0.078,0.078
-2.42192e-03,0.07,0.074
-2.42176e-03,0.07,0.082
-2.42160e-03,0.074,0.07
-2.42144e-03,0.07,0.082
-2.42128e-03,0.074,0.07
-2.42112e-03,0.07,0.078
-2.42096e-03,0.07,0.066
-2.42080e-03,0.074,0.074
-2.42064e-03,0.074,0.066
-2.42048e-03,0.074,0.074
-2.42032e-03,0.074,0.07
-2.42016e-03,0.074,0.078
-2.42000e-03,0.074,0.07
-2.41984e-03,0.074,0.082
-2.41968e-03,0.074,0.07
-2.41952e-03,0.07,0.078
-2.41936e-03,0.07,0.07
-2.41920e-03,0.07,0.078
-2.41904e-03,0.07,0.066
-2.41888e-03,0.07,0.074
-2.41872e-03,0.07,0.066
-2.41856e-03,0.07,0.074
-2.41840e-03,0.074,0.066
-2.41824e-03,0.074,0.074
-2.41808e-03,0.074,0.066
-2.41792e-03,0.078,0.078
-2.41776e-03,0.074,0.07
-2.41760e-03,0.078,0.082
-2.41744e-03,0.074,0.07
-2.41728e-03,0.074,0.082
-2.41712e-03,0.07,0.07
-2.41696e-03,0.074,0.082
-2.41680e-03,0.074,0.07
-2.41664e-03,0.074,0.082
-2.41648e-03,0.074,0.07
-2.41632e-03,0.07,0.078
-2.41616e-03,0.074,0.07
-2.41600e-03,0.07,0.078
-2.41584e-03,0.07,0.066
-2.41568e-03,0.074,0.078
-2.41552e-03,0.07,0.066
-2.41536e-03,0.07,0.078
-2.41520e-03,0.07,0.066
-2.41504e-03,0.07,0.074
-2.41488e-03,0.074,0.066
-2.41472e-03,0.07,0.074
-2.41456e-03,0.07,0.066
-2.41440e-03,0.074,0.078
-2.41424e-03,0.074,0.066
-2.41408e-03,0.07,0.074
-2.41392e-03,0.07,0.07
-2.41376e-03,0.07,0.074
-2.41360e-03,0.07,0.066
-2.41344e-03,0.074,0.078
-2.41328e-03,0.074,0.07
-2.41312e-03,0.074,0.078
-2.41296e-03,0.074,0.07
-2.41280e-03,0.074,0.078
-2.41264e-03,0.074,0.07
-2.41248e-03,0.078,0.082
-2.41232e-03,0.074,0.074
-2.41216e-03,0.074,0.082
-2.41200e-03,0.07,0.07
-2.41184e-03,0.07,0.082
-2.41168e-03,0.07,0.07
-2.41152e-03,0.07,0.078
-2.41136e-03,0.07,0.066
-2.41120e-03,0.074,0.078
-2.41104e-03,0.074,0.07
-2.41088e-03,0.074,0.078
-2.41072e-03,0.07,0.07
-2.41056e-03,0.074,0.078
-2.41040e-03,0.074,0.07
-2.41024e-03,0.074,0.078
-2.41008e-03,0.074,0.07
-2.40992e-03,0.074,0.082
-2.40976e-03,0.074,0.07
-2.40960e-03,0.074,0.078
-2.40944e-03,0.074,0.07
-2.40928e-03,0.074,0.078
-2.40912e-03,0.074,0.07
-2.40896e-03,0.074,0.078
-2.40880e-03,0.074,0.07
-2.40864e-03,0.074,0.078
-2.40848e-03,0.078,0.07
-2.40832e-03,0.074,0.078
-2.40816e-03,0.078,0.074
-2.40800e-03,0.078,0.082
-2.40784e-03,0.074,0.074
-2.40768e-03,0.074,0.082
-2.40752e-03,0.074,0.07
-2.40736e-03,0.074,0.082
-2.40720e-03,0.074,0.07
-2.40704e-03,0.074,0.078
-2.40688e-03,0.074,0.07
-2.40672e-03,0.074,0.078
-2.40656e-03,0.074,0.07
-2.40640e-03,0.074,0.078
-2.40624e-03,0.07,0.07
-2.40608e-03,0.074,0.078
-2.40592e-03,0.074,0.07
-2.40576e-03,0.074,0.078
-2.40560e-03,0.074,0.07
-2.40544e-03,0.074,0.078
-2.40528e-03,0.074,0.07
-2.40512e-03,0.074,0.082
-2.40496e-03,0.074,0.07
-2.40480e-03,0.074,0.078
-2.40464e-03,0.074,0.07
-2.40448e-03,0.074,0.078
-2.40432e-03,0.074,0.07
-2.40416e-03,0.074,0.078
-2.40400e-03,0.074,0.07
-2.40384e-03,0.074,0.078
-2.40368e-03,0.074,0.07
-2.40352e-03,0.074,0.078
-2.40336e-03,0.074,0.07
-2.40320e-03,0.074,0.078
-2.40304e-03,0.074,0.07
-2.40288e-03,0.074,0.078
-2.40272e-03,0.074,0.07
-2.40256e-03,0.074,0.078
-2.40240e-03,0.078,0.07
-2.40224e-03,0.07,0.082
-2.40208e-03,0.074,0.07
-2.40192e-03,0.074,0.082
-2.40176e-03,0.074,0.07
-2.40160e-03,0.074,0.078
-2.40144e-03,0.074,0.07
-2.40128e-03,0.074,0.078
-2.40112e-03,0.074,0.07
-2.40096e-03,0.078,0.078
-2.40080e-03,0.074,0.07
-2.40064e-03,0.074,0.078
-2.40048e-03,0.074,0.07
-2.40032e-03,0.074,0.078
-2.40016e-03,0.074,0.07
-2.40000e-03,0.078,0.078
-2.39984e-03,0.074,0.07
-2.39968e-03,0.074,0.082
-2.39952e-03,0.074,0.07
-2.39936e-03,0.074,0.082
-2.39920e-03,0.07,0.07
-2.39904e-03,0.074,0.078
-2.39888e-03,0.07,0.07
-2.39872e-03,0.07,0.078
-2.39856e-03,0.074,0.066
-2.39840e-03,0.074,0.078
-2.39824e-03,0.074,0.07
-2.39808e-03,0.074,0.078
-2.39792e-03,0.074,0.07
-2.39776e-03,0.074,0.078
-2.39760e-03,0.074,0.07
-2.39744e-03,0.074,0.078
-2.39728e-03,0.074,0.07
-2.39712e-03,0.074,0.082
-2.39696e-03,0.074,0.07
-2.39680e-03,0.074,0.078
-2.39664e-03,0.074,0.07
-2.39648e-03,0.078,0.078
-2.39632e-03,0.074,0.07
-2.39616e-03,0.074,0.078
-2.39600e-03,0.074,0.074
-2.39584e-03,0.074,0.082
-2.39568e-03,0.078,0.074
-2.39552e-03,0.074,0.082
-2.39536e-03,0.074,0.07
-2.39520e-03,0.074,0.082
-2.39504e-03,0.074,0.07
-2.39488e-03,0.074,0.078
-2.39472e-03,0.074,0.07
-2.39456e-03,0.074,0.078
-2.39440e-03,0.074,0.07
-2.39424e-03,0.074,0.078
-2.39408e-03,0.074,0.07
-2.39392e-03,0.07,0.078
-2.39376e-03,0.074,0.07
-2.39360e-03,0.074,0.078
-2.39344e-03,0.074,0.07
-2.39328e-03,0.074,0.078
-2.39312e-03,0.074,0.07
-2.39296e-03,0.074,0.078
-2.39280e-03,0.074,0.07
-2.39264e-03,0.074,0.078
-2.39248e-03,0.074,0.07
-2.39232e-03,0.074,0.082
-2.39216e-03,0.074,0.07
-2.39200e-03,0.074,0.078
-2.39184e-03,0.074,0.07
-2.39168e-03,0.078,0.078
-2.39152e-03,0.074,0.074
-2.39136e-03,0.078,0.082
-2.39120e-03,0.074,0.07
-2.39104e-03,0.078,0.082
-2.39088e-03,0.074,0.07
-2.39072e-03,0.074,0.078
-2.39056e-03,0.074,0.07
-2.39040e-03,0.074,0.078
-2.39024e-03,0.074,0.07
-2.39008e-03,0.074,0.082
-2.38992e-03,0.078,0.074
-2.38976e-03,0.078,0.082
-2.38960e-03,0.078,0.074
-2.38944e-03,0.078,0.082
-2.38928e-03,0.074,0.074
-2.38912e-03,0.078,0.082
-2.38896e-03,0.078,0.074
-2.38880e-03,0.074,0.082
-2.38864e-03,0.074,0.07
-2.38848e-03,0.078,0.082
-2.38832e-03,0.074,0.07
-2.38816e-03,0.074,0.082
-2.38800e-03,0.074,0.07
-2.38784e-03,0.074,0.078
-2.38768e-03,0.074,0.07
-2.38752e-03,0.074,0.078
-2.38736e-03,0.078,0.07
-2.38720e-03,0.078,0.082
-2.38704e-03,0.074,0.074
-2.38688e-03,0.078,0.082
-2.38672e-03,0.078,0.074
-2.38656e-03,0.078,0.082
-2.38640e-03,0.078,0.074
-2.38624e-03,0.078,0.082
-2.38608e-03,0.078,0.074
-2.38592e-03,0.074,0.082
-2.38576e-03,0.078,0.074
-2.38560e-03,0.078,0.082
-2.38544e-03,0.074,0.074
-2.38528e-03,0.078,0.082
-2.38512e-03,0.074,0.074
-2.38496e-03,0.078,0.082
-2.38480e-03,0.074,0.07
-2.38464e-03,0.074,0.082
-2.38448e-03,0.078,0.074
-2.38432e-03,0.074,0.082
-2.38416e-03,0.074,0.07
-2.38400e-03,0.074,0.078
-2.38384e-03,0.074,0.07
-2.38368e-03,0.074,0.078
-2.38352e-03,0.074,0.07
-2.38336e-03,0.074,0.082
-2.38320e-03,0.074,0.07
-2.38304e-03,0.074,0.078
-2.38288e-03,0.074,0.07
-2.38272e-03,0.074,0.082
-2.38256e-03,0.074,0.07
-2.38240e-03,0.074,0.082
-2.38224e-03,0.078,0.07
-2.38208e-03,0.074,0.082
-2.38192e-03,0.074,0.07
-2.38176e-03,0.078,0.078
-2.38160e-03,0.074,0.07
-2.38144e-03,0.074,0.082
-2.38128e-03,0.074,0.074
-2.38112e-03,0.074,0.078
-2.38096e-03,0.078,0.07
-2.38080e-03,0.074,0.082
-2.38064e-03,0.074,0.074
-2.38048e-03,0.074,0.082
-2.38032e-03,0.078,0.07
-2.38016e-03,0.074,0.082
-2.38000e-03,0.074,0.074
-2.37984e-03,0.074,0.082
-2.37968e-03,0.074,0.07
-2.37952e-03,0.074,0.078
-2.37936e-03,0.078,0.074
-2.37920e-03,0.078,0.078
-2.37904e-03,0.074,0.07
-2.37888e-03,0.074,0.078
-2.37872e-03,0.074,0.07
-2.37856e-03,0.074,0.078
-2.37840e-03,0.074,0.074
-2.37824e-03,0.078,0.082
-2.37808e-03,0.078,0.074
-2.37792e-03,0.078,0.082
-2.37776e-03,0.078,0.074
-2.37760e-03,0.074,0.082
-2.37744e-03,0.074,0.074
-2.37728e-03,0.074,0.082
-2.37712e-03,0.074,0.07
-2.37696e-03,0.074,0.078
-2.37680e-03,0.074,0.07
-2.37664e-03,0.074,0.078
-2.37648e-03,0.078,0.07
-2.37632e-03,0.074,0.078
-2.37616e-03,0.074,0.07
-2.37600e-03,0.074,0.078
-2.37584e-03,0.074,0.07
-2.37568e-03,0.074,0.078
-2.37552e-03,0.074,0.07
-2.37536e-03,0.074,0.078
-2.37520e-03,0.074,0.07
-2.37504e-03,0.074,0.078
-2.37488e-03,0.078,0.07
-2.37472e-03,0.078,0.082
-2.37456e-03,0.074,0.074
-2.37440e-03,0.078,0.082
-2.37424e-03,0.074,0.074
-2.37408e-03,0.078,0.082
-2.37392e-03,0.074,0.074
-2.37376e-03,0.074,0.082
-2.37360e-03,0.078,0.074
-2.37344e-03,0.074,0.082
-2.37328e-03,0.074,0.074
-2.37312e-03,0.074,0.082
-2.37296e-03,0.078,0.074
-2.37280e-03,0.074,0.082
-2.37264e-03,0.078,0.074
-2.37248e-03,0.078,0.082
-2.37232e-03,0.074,0.074
-2.37216e-03,0.074,0.082
-2.37200e-03,0.074,0.074
-2.37184e-03,0.074,0.082
-2.37168e-03,0.074,0.07
-2.37152e-03,0.074,0.078
-2.37136e-03,0.074,0.07
-2.37120e-03,0.074,0.078
-2.37104e-03,0.074,0.07
-2.37088e-03,0.074,0.078
-2.37072e-03,0.074,0.07
-2.37056e-03,0.074,0.078
-2.37040e-03,0.074,0.07
-2.37024e-03,0.078,0.078
-2.37008e-03,0.074,0.07
-2.36992e-03,0.078,0.082
-2.36976e-03,0.074,0.074
-2.36960e-03,0.074,0.082
-2.36944e-03,0.078,0.074
-2.36928e-03,0.074,0.082
-2.36912e-03,0.074,0.074
-2.36896e-03,0.074,0.082
-2.36880e-03,0.074,0.07
-2.36864e-03,0.07,0.078
-2.36848e-03,0.074,0.07
-2.36832e-03,0.074,0.078
-2.36816e-03,0.074,0.07
-2.36800e-03,0.074,0.078
-2.36784e-03,0.078,0.07
-2.36768e-03,0.074,0.078
-2.36752e-03,0.074,0.074
-2.36736e-03,0.078,0.082
-2.36720e-03,0.078,0.07
-2.36704e-03,0.074,0.082
-2.36688e-03,0.078,0.07
-2.36672e-03,0.074,0.082
-2.36656e-03,0.074,0.07
-2.36640e-03,0.074,0.082
-2.36624e-03,0.074,0.07
-2.36608e-03,0.078,0.078
-2.36592e-03,0.074,0.07
-2.36576e-03,0.078,0.082
-2.36560e-03,0.074,0.07
-2.36544e-03,0.078,0.082
-2.36528e-03,0.074,0.074
-2.36512e-03,0.074,0.082
-2.36496e-03,0.078,0.07
-2.36480e-03,0.078,0.082
-2.36464e-03,0.074,0.07
-2.36448e-03,0.078,0.082
-2.36432e-03,0.078,0.074
-2.36416e-03,0.078,0.082
-2.36400e-03,0.078,0.074
-2.36384e-03,0.078,0.082
-2.36368e-03,0.074,0.074
-2.36352e-03,0.074,0.082
-2.36336e-03,0.074,0.07
-2.36320e-03,0.074,0.082
-2.36304e-03,0.078,0.074
-2.36288e-03,0.074,0.082
-2.36272e-03,0.074,0.07
-2.36256e-03,0.074,0.082
-2.36240e-03,0.074,0.07
-2.36224e-03,0.074,0.078
-2.36208e-03,0.078,0.07
-2.36192e-03,0.074,0.082
-2.36176e-03,0.078,0.07
-2.36160e-03,0.074,0.082
-2.36144e-03,0.074,0.074
-2.36128e-03,0.078,0.082
-2.36112e-03,0.074,0.074
-2.36096e-03,0.078,0.082
-2.36080e-03,0.074,0.07
-2.36064e-03,0.078,0.082
-2.36048e-03,0.074,0.07
-2.36032e-03,0.078,0.082
-2.36016e-03,0.074,0.074
-2.36000e-03,0.078,0.082
-2.35984e-03,0.074,0.074
-2.35968e-03,0.078,0.082
-2.35952e-03,0.078,0.07
-2.35936e-03,0.078,0.082
-2.35920e-03,0.074,0.07
-2.35904e-03,0.074,0.082
-2.35888e-03,0.074,0.074
-2.35872e-03,0.074,0.082
-2.35856e-03,0.074,0.07
-2.35840e-03,0.074,0.082
-2.35824e-03,0.074,0.07
-2.35808e-03,0.078,0.078
-2.35792e-03,0.074,0.07
-2.35776e-03,0.078,0.078
-2.35760e-03,0.078,0.074
-2.35744e-03,0.074,0.082
-2.35728e-03,0.07,0.074
-2.35712e-03,0.074,0.082
-2.35696e-03,0.074,0.07
-2.35680e-03,0.074,0.082
-2.35664e-03,0.074,0.07
-2.35648e-03,0.074,0.078
-2.35632e-03,0.074,0.07
-2.35616e-03,0.074,0.082
-2.35600e-03,0.074,0.07
-2.35584e-03,0.074,0.082
-2.35568e-03,0.074,0.074
-2.35552e-03,0.074,0.082
-2.35536e-03,0.078,0.07
-2.35520e-03,0.074,0.082
-2.35504e-03,0.074,0.07
-2.35488e-03,0.074,0.078
-2.35472e-03,0.078,0.07
-2.35456e-03,0.078,0.082
-2.35440e-03,0.074,0.074
-2.35424e-03,0.078,0.082
-2.35408e-03,0.078,0.074
-2.35392e-03,0.078,0.082
-2.35376e-03,0.074,0.074
-2.35360e-03,0.074,0.082
-2.35344e-03,0.074,0.074
-2.35328e-03,0.074,0.082
-2.35312e-03,0.074,0.07
-2.35296e-03,0.074,0.078
-2.35280e-03,0.078,0.07
-2.35264e-03,0.074,0.078
-2.35248e-03,0.078,0.074
-2.35232e-03,0.078,0.082
-2.35216e-03,0.074,0.074
-2.35200e-03,0.074,0.082
-2.35184e-03,0.078,0.074
-2.35168e-03,0.074,0.082
-2.35152e-03,0.074,0.074
-2.35136e-03,0.074,0.082
-2.35120e-03,0.078,0.074
-2.35104e-03,0.078,0.082
-2.35088e-03,0.074,0.07
-2.35072e-03,0.074,0.082
-2.35056e-03,0.074,0.07
-2.35040e-03,0.074,0.082
-2.35024e-03,0.074,0.07
-2.35008e-03,0.074,0.082
-2.34992e-03,0.078,0.074
-2.34976e-03,0.078,0.082
-2.34960e-03,0.078,0.074
-2.34944e-03,0.078,0.082
-2.34928e-03,0.074,0.074
-2.34912e-03,0.074,0.082
-2.34896e-03,0.07,0.07
-2.34880e-03,0.074,0.082
-2.34864e-03,0.078,0.07
-2.34848e-03,0.074,0.082
-2.34832e-03,0.074,0.07
-2.34816e-03,0.074,0.082
-2.34800e-03,0.074,0.07
-2.34784e-03,0.074,0.082
-2.34768e-03,0.074,0.07
-2.34752e-03,0.078,0.078
-2.34736e-03,0.078,0.07
-2.34720e-03,0.078,0.082
-2.34704e-03,0.078,0.074
-2.34688e-03,0.078,0.082
-2.34672e-03,0.074,0.074
-2.34656e-03,0.078,0.082
-2.34640e-03,0.078,0.074
-2.34624e-03,0.078,0.082
-2.34608e-03,0.078,0.074
-2.34592e-03,0.078,0.082
-2.34576e-03,0.078,0.074
-2.34560e-03,0.074,0.082
-2.34544e-03,0.078,0.07
-2.34528e-03,0.074,0.082
-2.34512e-03,0.074,0.074
-2.34496e-03,0.078,0.082
-2.34480e-03,0.078,0.074
-2.34464e-03,0.078,0.082
-2.34448e-03,0.074,0.074
-2.34432e-03,0.074,0.082
-2.34416e-03,0.074,0.074
-2.34400e-03,0.074,0.082
-2.34384e-03,0.074,0.07
-2.34368e-03,0.07,0.082
-2.34352e-03,0.074,0.07
-2.34336e-03,0.074,0.078
-2.34320e-03,0.07,0.07
-2.34304e-03,0.074,0.078
-2.34288e-03,0.074,0.07
-2.34272e-03,0.074,0.078
-2.34256e-03,0.074,0.07
-2.34240e-03,0.074,0.078
-2.34224e-03,0.074,0.07
-2.34208e-03,0.074,0.082
-2.34192e-03,0.074,0.07
-2.34176e-03,0.074,0.078
-2.34160e-03,0.074,0.07
-2.34144e-03,0.074,0.078
-2.34128e-03,0.074,0.07
-2.34112e-03,0.074,0.078
-2.34096e-03,0.074,0.07
-2.34080e-03,0.074,0.078
-2.34064e-03,0.078,0.07
-2.34048e-03,0.074,0.082
-2.34032e-03,0.074,0.074
-2.34016e-03,0.074,0.082
-2.34000e-03,0.074,0.07
-2.33984e-03,0.074,0.082
-2.33968e-03,0.074,0.07
-2.33952e-03,0.074,0.078
-2.33936e-03,0.074,0.07
-2.33920e-03,0.074,0.078
-2.33904e-03,0.07,0.07
-2.33888e-03,0.07,0.078
-2.33872e-03,0.07,0.07
-2.33856e-03,0.07,0.078
-2.33840e-03,0.07,0.07
-2.33824e-03,0.074,0.078
-2.33808e-03,0.074,0.07
-2.33792e-03,0.074,0.078
-2.33776e-03,0.074,0.07
-2.33760e-03,0.074,0.078
-2.33744e-03,0.074,0.07
-2.33728e-03,0.074,0.078
-2.33712e-03,0.078,0.07
-2.33696e-03,0.074,0.078
-2.33680e-03,0.074,0.07
-2.33664e-03,0.074,0.078
-2.33648e-03,0.074,0.07
-2.33632e-03,0.078,0.082
-2.33616e-03,0.078,0.074
-2.33600e-03,0.074,0.082
-2.33584e-03,0.078,0.074
-2.33568e-03,0.078,0.082
-2.33552e-03,0.078,0.074
-2.33536e-03,0.078,0.082
-2.33520e-03,0.074,0.074
-2.33504e-03,0.078,0.082
-2.33488e-03,0.074,0.074
-2.33472e-03,0.07,0.082
-2.33456e-03,0.07,0.07
-2.33440e-03,0.074,0.082
-2.33424e-03,0.074,0.07
-2.33408e-03,0.074,0.078
-2.33392e-03,0.07,0.07
-2.33376e-03,0.07,0.078
-2.33360e-03,0.07,0.07
-2.33344e-03,0.074,0.078
-2.33328e-03,0.074,0.07
-2.33312e-03,0.074,0.078
-2.33296e-03,0.074,0.07
-2.33280e-03,0.074,0.078
-2.33264e-03,0.074,0.07
-2.33248e-03,0.078,0.078
-2.33232e-03,0.078,0.07
-2.33216e-03,0.074,0.082
-2.33200e-03,0.078,0.07
-2.33184e-03,0.074,0.082
-2.33168e-03,0.074,0.07
-2.33152e-03,0.074,0.082
-2.33136e-03,0.074,0.07
-2.33120e-03,0.074,0.078
-2.33104e-03,0.074,0.07
-2.33088e-03,0.074,0.078
-2.33072e-03,0.074,0.07
-2.33056e-03,0.078,0.078
-2.33040e-03,0.074,0.07
-2.33024e-03,0.074,0.078
-2.33008e-03,0.078,0.07
-2.32992e-03,0.074,0.082
-2.32976e-03,0.074,0.07
-2.32960e-03,0.074,0.082
-2.32944e-03,0.074,0.07
-2.32928e-03,0.074,0.078
-2.32912e-03,0.078,0.07
-2.32896e-03,0.074,0.078
-2.32880e-03,0.074,0.074
-2.32864e-03,0.078,0.082
-2.32848e-03,0.074,0.074
-2.32832e-03,0.074,0.082
-2.32816e-03,0.074,0.07
-2.32800e-03,0.074,0.082
-2.32784e-03,0.074,0.07
-2.32768e-03,0.074,0.078
-2.32752e-03,0.074,0.074
-2.32736e-03,0.074,0.082
-2.32720e-03,0.078,0.074
-2.32704e-03,0.074,0.082
-2.32688e-03,0.07,0.074
-2.32672e-03,0.074,0.082
-2.32656e-03,0.074,0.07
-2.32640e-03,0.074,0.078
-2.32624e-03,0.078,0.07
-2.32608e-03,0.078,0.078
-2.32592e-03,0.07,0.074
-2.32576e-03,0.074,0.082
-2.32560e-03,0.074,0.07
-2.32544e-03,0.078,0.082
-2.32528e-03,0.074,0.074
-2.32512e-03,0.078,0.082
-2.32496e-03,0.074,0.074
-2.32480e-03,0.074,0.082
-2.32464e-03,0.074,0.074
-2.32448e-03,0.074,0.082
-2.32432e-03,0.078,0.074
-2.32416e-03,0.078,0.082
-2.32400e-03,0.078,0.074
-2.32384e-03,0.074,0.082
-2.32368e-03,0.078,0.074
-2.32352e-03,0.078,0.082
-2.32336e-03,0.078,0.074
-2.32320e-03,0.078,0.082
-2.32304e-03,0.074,0.074
-2.32288e-03,0.074,0.082
-2.32272e-03,0.074,0.074
-2.32256e-03,0.078,0.082
-2.32240e-03,0.074,0.074
-2.32224e-03,0.074,0.082
-2.32208e-03,0.074,0.07
-2.32192e-03,0.074,0.082
-2.32176e-03,0.074,0.07
-2.32160e-03,0.074,0.078
-2.32144e-03,0.07,0.07
-2.32128e-03,0.074,0.082
-2.32112e-03,0.074,0.07
-2.32096e-03,0.074,0.082
-2.32080e-03,0.078,0.07
-2.32064e-03,0.074,0.082
-2.32048e-03,0.074,0.07
-2.32032e-03,0.074,0.078
-2.32016e-03,0.074,0.07
-2.32000e-03,0.078,0.078
-2.31984e-03,0.078,0.07
-2.31968e-03,0.074,0.082
-2.31952e-03,0.078,0.074
-2.31936e-03,0.078,0.082
-2.31920e-03,0.078,0.074
-2.31904e-03,0.074,0.082
-2.31888e-03,0.074,0.074
-2.31872e-03,0.074,0.082
-2.31856e-03,0.07,0.07
-2.31840e-03,0.074,0.082
-2.31824e-03,0.074,0.07
-2.31808e-03,0.074,0.078
-2.31792e-03,0.07,0.07
-2.31776e-03,0.074,0.078
-2.31760e-03,0.074,0.07
-2.31744e-03,0.074,0.078
-2.31728e-03,0.074,0.07
-2.31712e-03,0.074,0.078
-2.31696e-03,0.074,0.07
-2.31680e-03,0.07,0.078
-2.31664e-03,0.074,0.07
-2.31648e-03,0.074,0.082
-2.31632e-03,0.074,0.07
-2.31616e-03,0.074,0.078
-2.31600e-03,0.074,0.07
-2.31584e-03,0.074,0.078
-2.31568e-03,0.074,0.07
-2.31552e-03,0.074,0.082
-2.31536e-03,0.074,0.07
-2.31520e-03,0.074,0.078
-2.31504e-03,0.074,0.07
-2.31488e-03,0.074,0.078
-2.31472e-03,0.07,0.07
-2.31456e-03,0.074,0.078
-2.31440e-03,0.074,0.07
-2.31424e-03,0.078,0.078
-2.31408e-03,0.074,0.07
-2.31392e-03,0.078,0.078
-2.31376e-03,0.074,0.07
-2.31360e-03,0.078,0.078
-2.31344e-03,0.078,0.07
-2.31328e-03,0.078,0.082
-2.31312e-03,0.078,0.074
-2.31296e-03,0.074,0.082
-2.31280e-03,0.074,0.074
-2.31264e-03,0.074,0.082
-2.31248e-03,0.074,0.074
-2.31232e-03,0.074,0.082
-2.31216e-03,0.074,0.07
-2.31200e-03,0.07,0.082
-2.31184e-03,0.074,0.07
-2.31168e-03,0.074,0.078
-2.31152e-03,0.074,0.07
-2.31136e-03,0.078,0.078
-2.31120e-03,0.074,0.074
-2.31104e-03,0.074,0.082
-2.31088e-03,0.078,0.074
-2.31072e-03,0.078,0.082
-2.31056e-03,0.074,0.07
-2.31040e-03,0.074,0.082
-2.31024e-03,0.078,0.074
-2.31008e-03,0.078,0.082
-2.30992e-03,0.074,0.07
-2.30976e-03,0.074,0.078
-2.30960e-03,0.07,0.07
-2.30944e-03,0.074,0.078
-2.30928e-03,0.074,0.07
-2.30912e-03,0.07,0.078
-2.30896e-03,0.074,0.07
