Model,DPO2024B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.002,
Sample Interval,1.6e-07,
Filter Frequency,2e+08,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.1,
Label,,
TIME,CH1,CH1 Peak Detect
-1.19550e-02,0.446,0.446
-1.19549e-02,0.45,0.454
-1.19547e-02,0.45,0.446
-1.19546e-02,0.446,0.454
-1.19544e-02,0.446,0.446
-1.19542e-02,0.45,0.454
-1.19541e-02,0.458,0.446
-1.19539e-02,0.454,0.454
-1.19538e-02,0.458,0.446
-1.19536e-02,0.458,0.458
-1.19534e-02,0.458,0.454
-1.19533e-02,0.458,0.462
-1.19531e-02,0.454,0.454
-1.19530e-02,0.454,0.458
-1.19528e-02,0.458,0.45
-1.19526e-02,0.458,0.458
-1.19525e-02,0.454,0.454
-1.19523e-02,0.454,0.462
-1.19522e-02,0.454,0.454
-1.19520e-02,0.45,0.462
-1.19518e-02,0.45,0.45
-1.19517e-02,0.446,0.458
-1.19515e-02,0.446,0.446
-1.19514e-02,0.442,0.454
-1.19512e-02,0.446,0.442
-1.19510e-02,0.446,0.45
-1.19509e-02,0.45,0.442
-1.19507e-02,0.458,0.45
-1.19506e-02,0.458,0.446
-1.19504e-02,0.458,0.458
-1.19502e-02,0.458,0.454
-1.19501e-02,0.458,0.462
-1.19499e-02,0.458,0.454
-1.19498e-02,0.454,0.462
-1.19496e-02,0.454,0.454
-1.19494e-02,0.45,0.462
-1.19493e-02,0.45,0.45
-1.19491e-02,0.446,0.458
-1.19490e-02,0.446,0.442
-1.19488e-02,0.446,0.454
-1.19486e-02,0.446,0.442
-1.19485e-02,0.45,0.45
-1.19483e-02,0.45,0.442
-1.19482e-02,0.45,0.45
-1.19480e-02,0.45,0.442
-1.19478e-02,0.45,0.454
-1.19477e-02,0.446,0.446
-1.19475e-02,0.442,0.454
-1.19474e-02,0.442,0.442
-1.19472e-02,0.442,0.45
-1.19470e-02,0.446,0.438
-1.19469e-02,0.442,0.446
-1.19467e-02,0.446,0.438
-1.19466e-02,0.442,0.446
-1.19464e-02,0.438,0.438
-1.19462e-02,0.438,0.446
-1.19461e-02,0.446,0.438
-1.19459e-02,0.446,0.446
-1.19458e-02,0.45,0.438
-1.19456e-02,0.454,0.45
-1.19454e-02,0.454,0.446
-1.19453e-02,0.458,0.454
-1.19451e-02,0.458,0.45
-1.19450e-02,0.454,0.462
-1.19448e-02,0.454,0.454
-1.19446e-02,0.446,0.462
-1.19445e-02,0.45,0.446
-1.19443e-02,0.446,0.458
-1.19442e-02,0.446,0.442
-1.19440e-02,0.446,0.454
-1.19438e-02,0.442,0.438
-1.19437e-02,0.442,0.45
-1.19435e-02,0.442,0.438
-1.19434e-02,0.446,0.45
-1.19432e-02,0.446,0.438
-1.19430e-02,0.446,0.45
-1.19429e-02,0.446,0.442
-1.19427e-02,0.446,0.45
-1.19426e-02,0.446,0.442
-1.19424e-02,0.446,0.45
-1.19422e-02,0.442,0.442
-1.19421e-02,0.446,0.45
-1.19419e-02,0.442,0.438
-1.19418e-02,0.442,0.45
-1.19416e-02,0.442,0.438
-1.19414e-02,0.442,0.446
-1.19413e-02,0.446,0.438
-1.19411e-02,0.446,0.446
-1.19410e-02,0.446,0.438
-1.19408e-02,0.45,0.45
-1.19406e-02,0.45,0.442
-1.19405e-02,0.45,0.454
-1.19403e-02,0.45,0.446
-1.19402e-02,0.454,0.458
-1.19400e-02,0.454,0.45
-1.19398e-02,0.454,0.458
-1.19397e-02,0.45,0.45
-1.19395e-02,0.45,0.458
-1.19394e-02,0.45,0.446
-1.19392e-02,0.45,0.458
-1.19390e-02,0.45,0.446
-1.19389e-02,0.45,0.454
-1.19387e-02,0.446,0.446
-1.19386e-02,0.446,0.454
-1.19384e-02,0.446,0.442
-1.19382e-02,0.442,0.454
-1.19381e-02,0.438,0.442
-1.19379e-02,0.442,0.45
-1.19378e-02,0.442,0.438
-1.19376e-02,0.446,0.446
-1.19374e-02,0.45,0.438
-1.19373e-02,0.45,0.45
-1.19371e-02,0.446,0.442
-1.19370e-02,0.446,0.45
-1.19368e-02,0.45,0.442
-1.19366e-02,0.454,0.454
-1.19365e-02,0.458,0.446
-1.19363e-02,0.458,0.458
-1.19362e-02,0.462,0.45
-1.19360e-02,0.462,0.462
-1.19358e-02,0.462,0.458
-1.19357e-02,0.462,0.466
-1.19355e-02,0.458,0.458
-1.19354e-02,0.462,0.466
-1.19352e-02,0.462,0.458
-1.19350e-02,0.462,0.466
-1.19349e-02,0.458,0.458
-1.19347e-02,0.454,0.466
-1.19346e-02,0.45,0.454
-1.19344e-02,0.45,0.462
-1.19342e-02,0.446,0.442
-1.19341e-02,0.442,0.454
-1.19339e-02,0.442,0.438
-1.19338e-02,0.446,0.45
-1.19336e-02,0.45,0.438
-1.19334e-02,0.45,0.45
-1.19333e-02,0.446,0.442
-1.19331e-02,0.446,0.454
-1.19330e-02,0.442,0.442
-1.19328e-02,0.438,0.45
-1.19326e-02,0.434,0.434
-1.19325e-02,0.434,0.45
-1.19323e-02,0.434,0.43
-1.19322e-02,0.434,0.442
-1.19320e-02,0.438,0.43
-1.19318e-02,0.434,0.438
-1.19317e-02,0.438,0.43
-1.19315e-02,0.442,0.442
-1.19314e-02,0.45,0.434
-1.19312e-02,0.458,0.45
-1.19310e-02,0.462,0.446
-1.19309e-02,0.462,0.458
-1.19307e-02,0.462,0.454
-1.19306e-02,0.462,0.466
-1.19304e-02,0.454,0.458
-1.19302e-02,0.446,0.466
-1.19301e-02,0.442,0.446
-1.19299e-02,0.442,0.462
-1.19298e-02,0.442,0.438
-1.19296e-02,0.442,0.454
-1.19294e-02,0.442,0.438
-1.19293e-02,0.446,0.446
-1.19291e-02,0.446,0.438
-1.19290e-02,0.446,0.45
-1.19288e-02,0.45,0.442
-1.19286e-02,0.45,0.45
-1.19285e-02,0.45,0.446
-1.19283e-02,0.45,0.454
-1.19282e-02,0.454,0.45
-1.19280e-02,0.458,0.458
-1.19278e-02,0.454,0.45
-1.19277e-02,0.454,0.458
-1.19275e-02,0.458,0.45
-1.19274e-02,0.458,0.458
-1.19272e-02,0.462,0.45
-1.19270e-02,0.462,0.462
-1.19269e-02,0.462,0.458
-1.19267e-02,0.462,0.466
-1.19266e-02,0.454,0.458
-1.19264e-02,0.45,0.466
-1.19262e-02,0.45,0.45
-1.19261e-02,0.446,0.462
-1.19259e-02,0.446,0.446
-1.19258e-02,0.446,0.454
-1.19256e-02,0.446,0.446
-1.19254e-02,0.446,0.454
-1.19253e-02,0.446,0.446
-1.19251e-02,0.446,0.45
-1.19250e-02,0.446,0.446
-1.19248e-02,0.446,0.45
-1.19246e-02,0.454,0.446
-1.19245e-02,0.45,0.454
-1.19243e-02,0.446,0.446
-1.19242e-02,0.446,0.458
-1.19240e-02,0.446,0.442
-1.19238e-02,0.446,0.454
-1.19237e-02,0.446,0.442
-1.19235e-02,0.45,0.45
-1.19234e-02,0.45,0.446
-1.19232e-02,0.454,0.454
-1.19230e-02,0.454,0.45
-1.19229e-02,0.454,0.458
-1.19227e-02,0.458,0.45
-1.19226e-02,0.454,0.458
-1.19224e-02,0.458,0.45
-1.19222e-02,0.454,0.458
-1.19221e-02,0.454,0.454
-1.19219e-02,0.454,0.462
-1.19218e-02,0.454,0.45
-1.19216e-02,0.454,0.458
-1.19214e-02,0.454,0.45
-1.19213e-02,0.454,0.462
-1.19211e-02,0.454,0.45
-1.19210e-02,0.454,0.458
-1.19208e-02,0.454,0.45
-1.19206e-02,0.45,0.458
-1.19205e-02,0.45,0.45
-1.19203e-02,0.454,0.458
-1.19202e-02,0.458,0.45
-1.19200e-02,0.458,0.458
-1.19198e-02,0.458,0.45
-1.19197e-02,0.462,0.462
-1.19195e-02,0.462,0.454
-1.19194e-02,0.462,0.466
-1.19192e-02,0.458,0.458
-1.19190e-02,0.458,0.466
-1.19189e-02,0.458,0.454
-1.19187e-02,0.458,0.462
-1.19186e-02,0.458,0.454
-1.19184e-02,0.454,0.462
-1.19182e-02,0.458,0.454
-1.19181e-02,0.458,0.462
-1.19179e-02,0.458,0.454
-1.19178e-02,0.454,0.462
-1.19176e-02,0.454,0.45
-1.19174e-02,0.45,0.462
-1.19173e-02,0.45,0.45
-1.19171e-02,0.45,0.458
-1.19170e-02,0.45,0.446
-1.19168e-02,0.45,0.454
-1.19166e-02,0.45,0.446
-1.19165e-02,0.454,0.454
-1.19163e-02,0.458,0.446
-1.19162e-02,0.462,0.458
-1.19160e-02,0.462,0.45
-1.19158e-02,0.458,0.466
-1.19157e-02,0.454,0.458
-1.19155e-02,0.454,0.466
-1.19154e-02,0.45,0.45
-1.19152e-02,0.45,0.462
-1.19150e-02,0.442,0.446
-1.19149e-02,0.446,0.458
-1.19147e-02,0.442,0.442
-1.19146e-02,0.45,0.45
-1.19144e-02,0.45,0.442
-1.19142e-02,0.45,0.45
-1.19141e-02,0.454,0.446
-1.19139e-02,0.458,0.454
-1.19138e-02,0.458,0.45
-1.19136e-02,0.462,0.462
-1.19134e-02,0.458,0.454
-1.19133e-02,0.462,0.466
-1.19131e-02,0.458,0.458
-1.19130e-02,0.458,0.466
-1.19128e-02,0.45,0.45
-1.19126e-02,0.45,0.462
-1.19125e-02,0.454,0.45
-1.19123e-02,0.454,0.454
-1.19122e-02,0.458,0.45
-1.19120e-02,0.458,0.458
-1.19118e-02,0.458,0.45
-1.19117e-02,0.458,0.462
-1.19115e-02,0.458,0.454
-1.19114e-02,0.458,0.462
-1.19112e-02,0.462,0.454
-1.19110e-02,0.462,0.462
-1.19109e-02,0.462,0.458
-1.19107e-02,0.462,0.466
-1.19106e-02,0.454,0.458
-1.19104e-02,0.454,0.466
-1.19102e-02,0.45,0.45
-1.19101e-02,0.45,0.462
-1.19099e-02,0.446,0.446
-1.19098e-02,0.446,0.458
-1.19096e-02,0.454,0.446
-1.19094e-02,0.454,0.454
-1.19093e-02,0.458,0.446
-1.19091e-02,0.454,0.462
-1.19090e-02,0.454,0.454
-1.19088e-02,0.454,0.458
-1.19086e-02,0.454,0.45
-1.19085e-02,0.454,0.458
-1.19083e-02,0.45,0.45
-1.19082e-02,0.45,0.458
-1.19080e-02,0.446,0.446
-1.19078e-02,0.446,0.454
-1.19077e-02,0.45,0.442
-1.19075e-02,0.454,0.45
-1.19074e-02,0.454,0.442
-1.19072e-02,0.458,0.454
-1.19070e-02,0.466,0.45
-1.19069e-02,0.462,0.462
-1.19067e-02,0.458,0.458
-1.19066e-02,0.458,0.466
-1.19064e-02,0.454,0.454
-1.19062e-02,0.454,0.466
-1.19061e-02,0.45,0.45
-1.19059e-02,0.45,0.462
-1.19058e-02,0.454,0.45
-1.19056e-02,0.45,0.458
-1.19054e-02,0.45,0.45
-1.19053e-02,0.454,0.458
-1.19051e-02,0.454,0.45
-1.19050e-02,0.458,0.458
-1.19048e-02,0.462,0.45
-1.19046e-02,0.466,0.462
-1.19045e-02,0.47,0.458
-1.19043e-02,0.47,0.47
-1.19042e-02,0.474,0.466
-1.19040e-02,0.47,0.474
-1.19038e-02,0.47,0.47
-1.19037e-02,0.466,0.478
-1.19035e-02,0.462,0.462
-1.19034e-02,0.462,0.474
-1.19032e-02,0.458,0.458
-1.19030e-02,0.458,0.47
-1.19029e-02,0.454,0.454
-1.19027e-02,0.454,0.466
-1.19026e-02,0.458,0.45
-1.19024e-02,0.458,0.462
-1.19022e-02,0.458,0.454
-1.19021e-02,0.458,0.458
-1.19019e-02,0.458,0.454
-1.19018e-02,0.458,0.462
-1.19016e-02,0.458,0.454
-1.19014e-02,0.454,0.462
-1.19013e-02,0.454,0.454
-1.19011e-02,0.454,0.462
-1.19010e-02,0.458,0.45
-1.19008e-02,0.458,0.458
-1.19006e-02,0.458,0.45
-1.19005e-02,0.458,0.462
-1.19003e-02,0.458,0.454
-1.19002e-02,0.458,0.462
-1.19000e-02,0.458,0.454
-1.18998e-02,0.458,0.466
-1.18997e-02,0.458,0.454
-1.18995e-02,0.458,0.462
-1.18994e-02,0.454,0.454
-1.18992e-02,0.458,0.462
-1.18990e-02,0.458,0.454
-1.18989e-02,0.462,0.462
-1.18987e-02,0.458,0.454
-1.18986e-02,0.458,0.462
-1.18984e-02,0.458,0.454
-1.18982e-02,0.458,0.462
-1.18981e-02,0.458,0.454
-1.18979e-02,0.454,0.462
-1.18978e-02,0.45,0.454
-1.18976e-02,0.45,0.462
-1.18974e-02,0.446,0.446
-1.18973e-02,0.45,0.458
-1.18971e-02,0.45,0.446
-1.18970e-02,0.45,0.45
-1.18968e-02,0.458,0.446
-1.18966e-02,0.458,0.454
-1.18965e-02,0.458,0.45
-1.18963e-02,0.462,0.462
-1.18962e-02,0.462,0.458
-1.18960e-02,0.462,0.466
-1.18958e-02,0.462,0.458
-1.18957e-02,0.462,0.466
-1.18955e-02,0.462,0.458
-1.18954e-02,0.466,0.466
-1.18952e-02,0.466,0.458
-1.18950e-02,0.466,0.47
-1.18949e-02,0.466,0.462
-1.18947e-02,0.466,0.47
-1.18946e-02,0.47,0.462
-1.18944e-02,0.47,0.47
-1.18942e-02,0.47,0.462
-1.18941e-02,0.466,0.47
-1.18939e-02,0.466,0.462
-1.18938e-02,0.462,0.47
-1.18936e-02,0.466,0.462
-1.18934e-02,0.462,0.47
-1.18933e-02,0.466,0.458
-1.18931e-02,0.47,0.466
-1.18930e-02,0.474,0.458
-1.18928e-02,0.474,0.47
-1.18926e-02,0.474,0.466
-1.18925e-02,0.474,0.478
-1.18923e-02,0.474,0.47
-1.18922e-02,0.47,0.478
-1.18920e-02,0.466,0.466
-1.18918e-02,0.47,0.478
-1.18917e-02,0.466,0.466
-1.18915e-02,0.466,0.474
-1.18914e-02,0.462,0.462
-1.18912e-02,0.462,0.47
-1.18910e-02,0.462,0.462
-1.18909e-02,0.466,0.47
-1.18907e-02,0.466,0.462
-1.18906e-02,0.462,0.47
-1.18904e-02,0.462,0.462
-1.18902e-02,0.458,0.47
-1.18901e-02,0.458,0.458
-1.18899e-02,0.458,0.466
-1.18898e-02,0.454,0.454
-1.18896e-02,0.454,0.466
-1.18894e-02,0.454,0.45
-1.18893e-02,0.454,0.458
-1.18891e-02,0.458,0.45
-1.18890e-02,0.462,0.458
-1.18888e-02,0.462,0.454
-1.18886e-02,0.462,0.462
-1.18885e-02,0.466,0.458
-1.18883e-02,0.47,0.466
-1.18882e-02,0.47,0.458
-1.18880e-02,0.474,0.47
-1.18878e-02,0.474,0.466
-1.18877e-02,0.474,0.474
-1.18875e-02,0.47,0.47
-1.18874e-02,0.47,0.474
-1.18872e-02,0.47,0.47
-1.18870e-02,0.47,0.474
-1.18869e-02,0.47,0.466
-1.18867e-02,0.466,0.474
-1.18866e-02,0.47,0.462
-1.18864e-02,0.466,0.474
-1.18862e-02,0.462,0.462
-1.18861e-02,0.462,0.474
-1.18859e-02,0.458,0.458
-1.18858e-02,0.458,0.47
-1.18856e-02,0.458,0.454
-1.18854e-02,0.454,0.462
-1.18853e-02,0.458,0.454
-1.18851e-02,0.454,0.462
-1.18850e-02,0.45,0.45
-1.18848e-02,0.454,0.458
-1.18846e-02,0.45,0.45
-1.18845e-02,0.454,0.458
-1.18843e-02,0.458,0.45
-1.18842e-02,0.458,0.458
-1.18840e-02,0.462,0.454
-1.18838e-02,0.462,0.462
-1.18837e-02,0.466,0.458
-1.18835e-02,0.462,0.466
-1.18834e-02,0.466,0.458
-1.18832e-02,0.466,0.466
-1.18830e-02,0.466,0.462
-1.18829e-02,0.47,0.47
-1.18827e-02,0.47,0.462
-1.18826e-02,0.47,0.47
-1.18824e-02,0.474,0.466
-1.18822e-02,0.474,0.474
-1.18821e-02,0.474,0.47
-1.18819e-02,0.478,0.478
-1.18818e-02,0.474,0.474
-1.18816e-02,0.474,0.482
-1.18814e-02,0.474,0.47
-1.18813e-02,0.47,0.478
-1.18811e-02,0.466,0.466
-1.18810e-02,0.466,0.474
-1.18808e-02,0.462,0.462
-1.18806e-02,0.466,0.47
-1.18805e-02,0.462,0.462
-1.18803e-02,0.462,0.47
-1.18802e-02,0.462,0.462
-1.18800e-02,0.462,0.466
-1.18798e-02,0.47,0.458
-1.18797e-02,0.47,0.466
-1.18795e-02,0.474,0.462
-1.18794e-02,0.474,0.474
-1.18792e-02,0.478,0.47
-1.18790e-02,0.474,0.478
-1.18789e-02,0.474,0.474
-1.18787e-02,0.47,0.482
-1.18786e-02,0.466,0.466
-1.18784e-02,0.458,0.478
-1.18782e-02,0.462,0.458
-1.18781e-02,0.462,0.47
-1.18779e-02,0.462,0.458
-1.18778e-02,0.462,0.466
-1.18776e-02,0.462,0.458
-1.18774e-02,0.462,0.466
-1.18773e-02,0.462,0.458
-1.18771e-02,0.466,0.466
-1.18770e-02,0.47,0.462
-1.18768e-02,0.47,0.466
-1.18766e-02,0.47,0.462
-1.18765e-02,0.466,0.47
-1.18763e-02,0.466,0.462
-1.18762e-02,0.462,0.474
-1.18760e-02,0.458,0.462
-1.18758e-02,0.458,0.47
-1.18757e-02,0.458,0.454
-1.18755e-02,0.458,0.466
-1.18754e-02,0.458,0.454
-1.18752e-02,0.458,0.462
-1.18750e-02,0.462,0.45
-1.18749e-02,0.47,0.462
-1.18747e-02,0.47,0.458
-1.18746e-02,0.474,0.47
-1.18744e-02,0.478,0.466
-1.18742e-02,0.478,0.478
-1.18741e-02,0.478,0.474
-1.18739e-02,0.474,0.482
-1.18738e-02,0.478,0.474
-1.18736e-02,0.474,0.482
-1.18734e-02,0.47,0.47
-1.18733e-02,0.47,0.482
-1.18731e-02,0.47,0.47
-1.18730e-02,0.466,0.478
-1.18728e-02,0.47,0.466
-1.18726e-02,0.474,0.474
-1.18725e-02,0.47,0.466
-1.18723e-02,0.474,0.474
-1.18722e-02,0.47,0.466
-1.18720e-02,0.474,0.474
-1.18718e-02,0.47,0.47
-1.18717e-02,0.474,0.474
-1.18715e-02,0.47,0.47
-1.18714e-02,0.47,0.478
-1.18712e-02,0.474,0.466
-1.18710e-02,0.478,0.474
-1.18709e-02,0.478,0.47
-1.18707e-02,0.474,0.478
-1.18706e-02,0.478,0.474
-1.18704e-02,0.474,0.482
-1.18702e-02,0.47,0.47
-1.18701e-02,0.47,0.478
-1.18699e-02,0.47,0.466
-1.18698e-02,0.466,0.478
-1.18696e-02,0.466,0.462
-1.18694e-02,0.466,0.47
-1.18693e-02,0.466,0.462
-1.18691e-02,0.47,0.47
-1.18690e-02,0.474,0.462
-1.18688e-02,0.478,0.474
-1.18686e-02,0.478,0.466
-1.18685e-02,0.482,0.482
-1.18683e-02,0.478,0.478
-1.18682e-02,0.478,0.486
-1.18680e-02,0.478,0.478
-1.18678e-02,0.474,0.486
-1.18677e-02,0.47,0.47
-1.18675e-02,0.47,0.482
-1.18674e-02,0.474,0.47
-1.18672e-02,0.47,0.478
-1.18670e-02,0.47,0.466
-1.18669e-02,0.47,0.474
-1.18667e-02,0.474,0.466
-1.18666e-02,0.474,0.474
-1.18664e-02,0.474,0.47
-1.18662e-02,0.474,0.478
-1.18661e-02,0.478,0.47
-1.18659e-02,0.478,0.478
-1.18658e-02,0.474,0.474
-1.18656e-02,0.478,0.478
-1.18654e-02,0.474,0.47
-1.18653e-02,0.474,0.478
-1.18651e-02,0.47,0.47
-1.18650e-02,0.47,0.478
-1.18648e-02,0.474,0.47
-1.18646e-02,0.47,0.478
-1.18645e-02,0.474,0.47
-1.18643e-02,0.47,0.478
-1.18642e-02,0.47,0.466
-1.18640e-02,0.478,0.474
-1.18638e-02,0.474,0.47
-1.18637e-02,0.474,0.478
-1.18635e-02,0.474,0.47
-1.18634e-02,0.474,0.478
-1.18632e-02,0.474,0.47
-1.18630e-02,0.474,0.478
-1.18629e-02,0.474,0.47
-1.18627e-02,0.478,0.478
-1.18626e-02,0.474,0.47
-1.18624e-02,0.474,0.478
-1.18622e-02,0.47,0.47
-1.18621e-02,0.466,0.478
-1.18619e-02,0.47,0.466
-1.18618e-02,0.47,0.474
-1.18616e-02,0.474,0.466
-1.18614e-02,0.478,0.474
-1.18613e-02,0.478,0.47
-1.18611e-02,0.474,0.478
-1.18610e-02,0.47,0.47
-1.18608e-02,0.466,0.478
-1.18606e-02,0.466,0.466
-1.18605e-02,0.47,0.474
-1.18603e-02,0.474,0.462
-1.18602e-02,0.478,0.47
-1.18600e-02,0.482,0.466
-1.18598e-02,0.486,0.478
-1.18597e-02,0.49,0.474
-1.18595e-02,0.49,0.49
-1.18594e-02,0.49,0.482
-1.18592e-02,0.49,0.494
-1.18590e-02,0.49,0.486
-1.18589e-02,0.486,0.494
-1.18587e-02,0.482,0.486
-1.18586e-02,0.478,0.494
-1.18584e-02,0.474,0.478
-1.18582e-02,0.47,0.49
-1.18581e-02,0.47,0.47
-1.18579e-02,0.47,0.482
-1.18578e-02,0.47,0.466
-1.18576e-02,0.47,0.474
-1.18574e-02,0.47,0.466
-1.18573e-02,0.466,0.474
-1.18571e-02,0.466,0.466
-1.18570e-02,0.47,0.474
-1.18568e-02,0.474,0.466
-1.18566e-02,0.474,0.474
-1.18565e-02,0.478,0.466
-1.18563e-02,0.478,0.478
-1.18562e-02,0.478,0.474
-1.18560e-02,0.482,0.478
-1.18558e-02,0.482,0.474
-1.18557e-02,0.482,0.482
-1.18555e-02,0.478,0.478
-1.18554e-02,0.478,0.486
-1.18552e-02,0.478,0.478
-1.18550e-02,0.478,0.482
-1.18549e-02,0.482,0.474
-1.18547e-02,0.482,0.482
-1.18546e-02,0.482,0.474
-1.18544e-02,0.478,0.486
-1.18542e-02,0.478,0.474
-1.18541e-02,0.474,0.482
-1.18539e-02,0.474,0.474
-1.18538e-02,0.474,0.482
-1.18536e-02,0.47,0.47
-1.18534e-02,0.466,0.478
-1.18533e-02,0.466,0.466
-1.18531e-02,0.466,0.474
-1.18530e-02,0.47,0.462
-1.18528e-02,0.474,0.47
-1.18526e-02,0.474,0.466
-1.18525e-02,0.478,0.478
-1.18523e-02,0.478,0.47
-1.18522e-02,0.478,0.482
-1.18520e-02,0.474,0.474
-1.18518e-02,0.474,0.478
-1.18517e-02,0.47,0.474
-1.18515e-02,0.466,0.478
-1.18514e-02,0.466,0.466
-1.18512e-02,0.466,0.478
-1.18510e-02,0.466,0.466
-1.18509e-02,0.47,0.47
-1.18507e-02,0.47,0.466
-1.18506e-02,0.474,0.474
-1.18504e-02,0.474,0.466
-1.18502e-02,0.474,0.478
-1.18501e-02,0.474,0.47
-1.18499e-02,0.474,0.478
-1.18498e-02,0.478,0.47
-1.18496e-02,0.474,0.478
-1.18494e-02,0.474,0.47
-1.18493e-02,0.47,0.478
-1.18491e-02,0.474,0.47
-1.18490e-02,0.474,0.478
-1.18488e-02,0.47,0.47
-1.18486e-02,0.474,0.478
-1.18485e-02,0.47,0.47
-1.18483e-02,0.474,0.478
-1.18482e-02,0.474,0.466
-1.18480e-02,0.474,0.474
-1.18478e-02,0.474,0.47
-1.18477e-02,0.474,0.478
-1.18475e-02,0.474,0.47
-1.18474e-02,0.47,0.478
-1.18472e-02,0.47,0.466
-1.18470e-02,0.474,0.478
-1.18469e-02,0.47,0.47
-1.18467e-02,0.47,0.478
-1.18466e-02,0.462,0.466
-1.18464e-02,0.462,0.474
-1.18462e-02,0.466,0.462
-1.18461e-02,0.47,0.47
-1.18459e-02,0.474,0.462
-1.18458e-02,0.474,0.47
-1.18456e-02,0.474,0.466
-1.18454e-02,0.474,0.474
-1.18453e-02,0.474,0.47
-1.18451e-02,0.47,0.478
-1.18450e-02,0.474,0.47
-1.18448e-02,0.474,0.474
-1.18446e-02,0.478,0.47
-1.18445e-02,0.478,0.478
-1.18443e-02,0.482,0.474
-1.18442e-02,0.482,0.482
-1.18440e-02,0.486,0.478
-1.18438e-02,0.482,0.486
-1.18437e-02,0.486,0.478
-1.18435e-02,0.486,0.486
-1.18434e-02,0.49,0.482
-1.18432e-02,0.49,0.49
-1.18430e-02,0.49,0.482
-1.18429e-02,0.486,0.49
-1.18427e-02,0.482,0.482
-1.18426e-02,0.482,0.49
-1.18424e-02,0.482,0.482
-1.18422e-02,0.482,0.49
-1.18421e-02,0.482,0.478
-1.18419e-02,0.482,0.486
-1.18418e-02,0.482,0.478
-1.18416e-02,0.478,0.486
-1.18414e-02,0.474,0.478
-1.18413e-02,0.474,0.486
-1.18411e-02,0.474,0.47
-1.18410e-02,0.474,0.482
-1.18408e-02,0.474,0.47
-1.18406e-02,0.474,0.478
-1.18405e-02,0.478,0.466
-1.18403e-02,0.478,0.474
-1.18402e-02,0.482,0.47
-1.18400e-02,0.478,0.482
-1.18398e-02,0.478,0.478
-1.18397e-02,0.486,0.482
-1.18395e-02,0.486,0.478
-1.18394e-02,0.486,0.486
-1.18392e-02,0.486,0.482
-1.18390e-02,0.49,0.49
-1.18389e-02,0.486,0.482
-1.18387e-02,0.486,0.49
-1.18386e-02,0.482,0.482
-1.18384e-02,0.486,0.49
-1.18382e-02,0.482,0.482
-1.18381e-02,0.478,0.49
-1.18379e-02,0.474,0.474
-1.18378e-02,0.474,0.486
-1.18376e-02,0.478,0.474
-1.18374e-02,0.478,0.482
-1.18373e-02,0.478,0.474
-1.18371e-02,0.482,0.482
-1.18370e-02,0.478,0.474
-1.18368e-02,0.478,0.482
-1.18366e-02,0.482,0.478
-1.18365e-02,0.482,0.482
-1.18363e-02,0.478,0.478
-1.18362e-02,0.478,0.486
-1.18360e-02,0.478,0.474
-1.18358e-02,0.47,0.482
-1.18357e-02,0.474,0.47
-1.18355e-02,0.47,0.478
-1.18354e-02,0.47,0.466
-1.18352e-02,0.474,0.474
-1.18350e-02,0.478,0.47
-1.18349e-02,0.478,0.478
-1.18347e-02,0.478,0.47
-1.18346e-02,0.478,0.482
-1.18344e-02,0.478,0.474
-1.18342e-02,0.478,0.482
-1.18341e-02,0.482,0.478
-1.18339e-02,0.482,0.482
-1.18338e-02,0.482,0.478
-1.18336e-02,0.478,0.486
-1.18334e-02,0.478,0.478
-1.18333e-02,0.482,0.486
-1.18331e-02,0.486,0.478
-1.18330e-02,0.486,0.486
-1.18328e-02,0.49,0.482
-1.18326e-02,0.49,0.49
-1.18325e-02,0.486,0.482
-1.18323e-02,0.486,0.49
-1.18322e-02,0.486,0.482
-1.18320e-02,0.482,0.49
-1.18318e-02,0.478,0.478
-1.18317e-02,0.482,0.49
-1.18315e-02,0.482,0.474
-1.18314e-02,0.482,0.482
-1.18312e-02,0.486,0.478
-1.18310e-02,0.482,0.486
-1.18309e-02,0.482,0.478
-1.18307e-02,0.482,0.486
-1.18306e-02,0.482,0.478
-1.18304e-02,0.486,0.486
-1.18302e-02,0.482,0.478
-1.18301e-02,0.478,0.486
-1.18299e-02,0.482,0.478
-1.18298e-02,0.478,0.486
-1.18296e-02,0.478,0.474
-1.18294e-02,0.478,0.482
-1.18293e-02,0.478,0.474
-1.18291e-02,0.474,0.482
-1.18290e-02,0.474,0.474
-1.18288e-02,0.478,0.482
-1.18286e-02,0.478,0.47
-1.18285e-02,0.478,0.478
-1.18283e-02,0.482,0.474
-1.18282e-02,0.486,0.482
-1.18280e-02,0.486,0.478
-1.18278e-02,0.49,0.486
-1.18277e-02,0.486,0.482
-1.18275e-02,0.486,0.49
-1.18274e-02,0.482,0.482
-1.18272e-02,0.482,0.49
-1.18270e-02,0.482,0.478
-1.18269e-02,0.482,0.486
-1.18267e-02,0.486,0.478
-1.18266e-02,0.486,0.486
-1.18264e-02,0.482,0.478
-1.18262e-02,0.486,0.49
-1.18261e-02,0.486,0.482
-1.18259e-02,0.486,0.486
-1.18258e-02,0.482,0.482
-1.18256e-02,0.486,0.49
-1.18254e-02,0.482,0.482
-1.18253e-02,0.478,0.49
-1.18251e-02,0.478,0.478
