0.19,66.8
0.030,1.85
0.029,1.73
0.028,1.62
0.027,1.51
0.026,1.37
0.025,1.27
0.024,1.17
0.023,1.08
0.022,0.99
0.021,0.899
0.020,0.815
0.019,0.738
0.018,0.663
0.017,0.593
0.016,0.528
0.015,0.451
0.014,0.392
0.013,0.336
0.012,0.287
0.011,0.240
0.010,0.198
0.009,0.160
0.008,0.128
0.007,0.097
0.006,0.0705
0.005,0.0448
0.004,0.0289
0.003,0.0156
0.002,0.00692
0.001,0.00222
0.000,0.00156
