Parameter,Image1,Image2,Image3
0.0,734,349,14
0.001,380,196,39
0.002,380,192,66
0.0025,354,176,72
0.003,380,197,78
0.004,380,164,72
0.005,734,386,201
0.006,380,191,112
0.007000000000000001,380,185,116
0.0075,354,181,117
0.008,380,177,113
0.009,380,181,124
0.01,734,353,236
0.0125,354,180,128
0.015,354,167,125
0.0175,354,176,134
0.02,354,160,129
0.0225,354,162,132
0.025,354,172,138
0.0275,354,170,137
0.03,354,156,126
0.0325,354,165,147
0.035,354,178,159
0.0375,354,188,172
0.04,354,163,139
