Parameter,Image1,Image2,Image3
-1.88e7,868,394,91
-1.875e7,868,435,93
-1.87e7,868,405,73
-1.8650000000000004e7,868,419,85
-1.86e7,868,435,114
-1.855e7,868,429,142
-1.85e7,868,391,117
-1.845e7,868,422,115
-1.8400000000000004e7,868,387,87
-1.835e7,868,437,93
-1.83e7,868,407,75
-1.825e7,868,401,69
-1.82e7,868,406,66
-1.8150000000000004e7,868,438,50
-1.81e7,868,403,27
-1.805e7,868,403,18
-1.8e7,868,396,8
-1.795e7,868,418,9
-1.7900000000000004e7,868,398,7
-1.785e7,868,440,12
-1.78e7,868,419,18
-1.775e7,868,427,17
-1.77e7,868,407,18
-1.7650000000000004e7,868,408,7
-1.76e7,868,407,9
-1.755e7,868,420,7
-1.75e7,868,412,2
-1.745e7,868,406,4
-1.7400000000000004e7,868,425,4
-1.735e7,868,451,9
-1.73e7,868,425,5
-1.725e7,868,407,7
-1.72e7,868,399,7
-1.7150000000000004e7,868,428,4
-1.71e7,868,401,2
-1.705e7,868,415,4
-1.7e7,868,445,4
-1.695e7,868,399,6
-1.6900000000000004e7,868,401,5
-1.685e7,868,429,2
-1.68e7,868,423,7
