Parameter,Image1,Image2,Image3
-1.88e7,372,173,24
-1.875e7,372,167,23
-1.87e7,372,202,17
-1.8650000000000004e7,372,183,20
-1.86e7,372,173,15
-1.855e7,372,171,34
-1.85e7,372,182,38
-1.845e7,372,176,25
-1.8400000000000004e7,372,189,19
-1.835e7,372,174,14
-1.83e7,372,171,23
-1.825e7,372,175,10
-1.82e7,372,175,7
-1.8150000000000004e7,372,181,12
-1.81e7,372,175,8
-1.805e7,372,175,8
-1.8e7,372,186,3
-1.795e7,372,174,5
-1.7900000000000004e7,372,188,7
-1.785e7,372,173,3
-1.78e7,372,193,1
-1.775e7,372,173,2
-1.77e7,372,187,2
-1.7650000000000004e7,372,164,1
-1.76e7,372,176,1
-1.755e7,372,184,2
-1.75e7,372,189,1
-1.745e7,372,194,4
-1.7400000000000004e7,372,178,2
-1.735e7,372,182,1
-1.73e7,372,188,1
-1.725e7,372,190,1
-1.72e7,372,183,1
-1.7150000000000004e7,372,198,3
-1.71e7,372,178,0
-1.705e7,372,167,0
-1.7e7,372,174,1
-1.695e7,372,182,1
-1.6900000000000004e7,372,194,1
-1.685e7,372,181,0
-1.68e7,372,182,0
