Parameter,Image1,Image2,Image3
0.0,490,249,230
1.0e-6,490,246,164
2.0e-6,490,259,105
3.0e-6,490,242,62
4.0e-6,490,230,31
4.9999999999999996e-6,490,239,22
6.0e-6,490,227,17
7.0e-6,490,248,14
