Parameter,Image1,Image2,Image3
1.0,425,215,6
2.0,425,211,4
3.0,425,209,3
4.0,425,200,3
5.0,425,222,5
6.0,425,219,3
7.0,425,210,6
8.0,425,217,19
9.0,425,227,22
10.0,425,217,20
11.0,425,223,67
12.0,425,212,144
13.0,425,213,133
14.0,425,211,53
15.0,425,217,15
16.0,425,222,26
17.0,425,202,14
18.0,425,229,11
19.0,425,216,8
20.0,425,242,4
21.0,425,220,7
22.0,425,209,3
23.0,425,224,6
24.0,425,215,1
25.0,425,233,1
26.0,425,210,5
27.0,425,229,8
28.0,425,234,12
29.0,425,228,21
30.0,425,215,10
31.0,425,205,25
32.0,425,210,70
33.0,425,225,108
34.0,425,225,50
35.0,425,212,20
36.0,425,212,8
37.0,425,212,10
38.0,425,231,10
39.0,425,219,2
40.0,425,213,4
41.0,425,231,3
42.0,425,214,2
43.0,425,216,5
44.0,425,206,5
45.0,425,226,3
46.0,425,234,5
47.0,425,231,1
48.0,425,197,2
49.0,425,216,3
50.0,425,216,9
51.0,425,215,4
52.0,425,208,14
53.0,425,215,22
54.0,425,229,24
55.0,425,210,13
56.0,425,222,14
57.0,425,222,5
58.0,425,214,3
59.0,425,211,4
60.0,425,228,1
61.0,425,215,2
62.0,425,230,4
63.0,425,238,8
64.0,425,198,5
65.0,425,208,7
66.0,425,210,7
67.0,425,228,26
68.0,425,230,97
69.0,425,214,143
70.0,425,217,157
71.0,425,214,100
72.0,425,213,34
73.0,425,226,16
74.0,425,221,10
75.0,425,211,8
76.0,425,231,10
77.0,425,224,4
78.0,425,217,3
79.0,425,223,3
80.0,425,220,3
81.0,425,214,3
82.0,425,221,2
83.0,425,223,2
84.0,425,241,2
85.0,425,224,4
86.0,425,221,6
87.0,425,228,7
88.0,425,218,15
89.0,425,219,21
90.0,425,215,57
91.0,425,210,77
92.0,425,222,69
93.0,425,217,52
94.0,425,213,22
95.0,425,212,4
96.0,425,224,3
97.0,425,227,4
98.0,425,234,3
99.0,425,217,4
100.0,425,236,3
101.0,425,210,2
102.0,425,209,1
103.0,425,223,5
104.0,425,211,0
105.0,425,208,3
106.0,425,222,3
107.0,425,217,3
108.0,425,213,1
109.0,425,224,4
110.0,425,220,4
111.0,425,223,4
112.0,425,209,11
113.0,425,204,13
114.0,425,219,10
115.0,425,210,8
116.0,425,222,7
117.0,425,218,3
118.0,425,209,3
119.0,425,212,6
120.0,425,204,4
121.0,425,220,23
122.0,425,201,65
123.0,425,229,129
124.0,425,222,122
125.0,425,220,115
126.0,425,222,69
127.0,425,220,35
128.0,425,225,11
129.0,425,212,6
130.0,425,222,6
131.0,425,232,4
132.0,425,213,1
133.0,425,240,6
134.0,425,195,2
135.0,425,207,5
136.0,425,222,8
137.0,425,211,7
138.0,425,222,11
139.0,425,220,17
140.0,425,238,20
141.0,425,235,41
142.0,425,214,30
143.0,425,201,22
144.0,425,203,3
145.0,425,221,15
146.0,425,223,15
147.0,425,216,8
148.0,425,225,6
149.0,425,210,2
150.0,425,214,1
151.0,425,219,4
152.0,425,213,5
153.0,425,219,3
154.0,425,242,5
155.0,425,226,2
156.0,425,220,3
157.0,425,214,12
158.0,425,233,33
159.0,425,218,29
160.0,425,217,31
161.0,425,213,25
162.0,425,225,9
163.0,425,226,3
164.0,425,227,3
165.0,425,217,3
166.0,425,191,4
167.0,425,217,2
168.0,425,236,2
169.0,425,217,3
170.0,425,227,4
171.0,425,224,4
172.0,425,213,4
173.0,425,212,1
174.0,425,221,2
175.0,425,225,5
176.0,425,232,11
177.0,425,216,7
178.0,425,230,10
179.0,425,210,8
180.0,425,214,5
181.0,425,215,4
182.0,425,225,3
183.0,425,226,3
184.0,425,208,2
185.0,425,227,5
186.0,425,208,5
187.0,425,198,1
188.0,425,219,199
