Parameter,Image1,Image2,Image3
1.0,512,272,5
2.0,512,279,6
3.0,512,294,5
4.0,512,289,4
5.0,512,270,3
6.0,512,266,11
7.0,512,284,11
8.0,512,274,11
9.0,512,276,11
10.0,512,279,38
11.0,512,296,112
12.0,512,278,147
13.0,512,265,160
14.0,512,296,111
15.0,512,277,43
16.0,512,257,12
17.0,512,260,13
18.0,512,276,9
19.0,512,272,10
20.0,512,283,5
21.0,512,264,4
22.0,512,275,4
23.0,512,276,2
24.0,512,298,3
25.0,512,268,4
26.0,512,284,10
27.0,512,252,7
28.0,512,262,4
29.0,512,269,8
30.0,512,285,11
31.0,512,267,27
32.0,512,269,51
33.0,512,278,69
34.0,512,279,39
35.0,512,262,20
36.0,512,272,6
37.0,512,286,5
38.0,512,293,8
39.0,512,279,6
40.0,512,267,3
41.0,512,278,3
42.0,512,275,6
43.0,512,257,4
44.0,512,283,6
45.0,512,283,3
46.0,512,290,3
47.0,512,271,4
48.0,512,279,9
49.0,512,266,6
50.0,512,270,7
51.0,512,294,7
52.0,512,281,5
53.0,512,282,7
54.0,512,283,9
55.0,512,296,6
56.0,512,292,5
57.0,512,282,5
58.0,512,282,8
59.0,512,264,5
60.0,512,279,7
61.0,512,282,3
62.0,512,259,2
63.0,512,262,7
64.0,512,300,4
65.0,512,261,7
66.0,512,291,7
67.0,512,272,40
68.0,512,268,91
69.0,512,275,160
70.0,512,264,190
71.0,512,292,156
72.0,512,277,82
73.0,512,282,24
74.0,512,283,11
75.0,512,280,3
76.0,512,269,8
77.0,512,272,5
78.0,512,287,6
79.0,512,266,3
80.0,512,301,0
81.0,512,281,7
82.0,512,294,5
83.0,512,277,4
84.0,512,255,3
85.0,512,262,6
86.0,512,280,7
87.0,512,260,5
88.0,512,277,6
89.0,512,275,13
90.0,512,282,29
91.0,512,272,29
92.0,512,281,30
93.0,512,269,23
94.0,512,265,9
95.0,512,285,4
96.0,512,251,5
97.0,512,289,6
98.0,512,290,7
99.0,512,287,6
100.0,512,284,2
101.0,512,264,1
102.0,512,254,5
103.0,512,277,5
104.0,512,295,2
105.0,512,276,8
106.0,512,285,9
107.0,512,272,2
108.0,512,275,7
109.0,512,264,5
110.0,512,284,8
111.0,512,277,6
112.0,512,300,7
113.0,512,285,6
114.0,512,277,2
115.0,512,283,8
116.0,512,278,5
117.0,512,278,2
118.0,512,296,6
119.0,512,288,10
120.0,512,285,39
121.0,512,284,99
122.0,512,261,156
123.0,512,293,225
124.0,512,262,198
125.0,512,266,145
126.0,512,288,67
127.0,512,281,37
128.0,512,272,10
129.0,512,286,8
130.0,512,266,8
131.0,512,274,1
132.0,512,296,9
133.0,512,269,3
134.0,512,264,13
135.0,512,281,33
136.0,512,273,43
137.0,512,279,72
138.0,512,277,75
139.0,512,275,75
140.0,512,276,77
141.0,512,289,91
142.0,512,265,85
143.0,512,287,112
144.0,512,253,117
145.0,512,260,87
146.0,512,274,68
147.0,512,292,37
148.0,512,271,9
149.0,512,285,4
150.0,512,266,5
151.0,512,264,1
152.0,512,284,3
153.0,512,264,6
154.0,512,263,4
155.0,512,275,4
156.0,512,274,15
157.0,512,274,19
158.0,512,263,24
159.0,512,245,16
160.0,512,269,15
161.0,512,267,7
162.0,512,271,5
163.0,512,267,4
164.0,512,282,6
165.0,512,273,3
166.0,512,292,4
167.0,512,289,5
168.0,512,296,5
169.0,512,279,4
170.0,512,274,8
171.0,512,267,8
172.0,512,275,2
173.0,512,271,5
174.0,512,299,8
175.0,512,265,8
176.0,512,264,13
177.0,512,297,5
178.0,512,279,6
179.0,512,273,9
180.0,512,292,5
181.0,512,267,2
182.0,512,272,3
183.0,512,270,2
184.0,512,289,7
185.0,512,289,7
186.0,512,280,2
187.0,512,285,5
188.0,512,283,6
189.0,512,276,5
190.0,512,286,4
191.0,512,276,7
192.0,512,267,2
193.0,512,272,9
194.0,512,282,13
195.0,512,267,3
196.0,512,254,7
197.0,512,296,6
198.0,512,297,3
199.0,512,294,5
200.0,512,275,4
201.0,512,269,4
202.0,512,264,4
203.0,512,284,7
204.0,512,292,2
205.0,512,277,9
206.0,512,265,7
207.0,512,266,3
208.0,512,270,6
209.0,512,261,2
210.0,512,281,4
211.0,512,279,7
212.0,512,258,8
213.0,512,263,7
214.0,512,291,6
215.0,512,297,4
216.0,512,279,4
217.0,512,278,4
218.0,512,275,8
219.0,512,288,4
220.0,512,266,6
221.0,512,283,5
222.0,512,266,7
223.0,512,280,2
224.0,512,289,12
225.0,512,283,3
226.0,512,292,7
227.0,512,278,3
228.0,512,286,11
229.0,512,273,7
230.0,512,257,6
231.0,512,281,5
232.0,512,264,4
233.0,512,289,8
234.0,512,265,4
235.0,512,279,5
236.0,512,276,3
237.0,512,271,4
