Parameter,Image1,Image2,Image3
-188.0,306,142,132
-187.0,306,150,3
-186.0,306,131,3
-185.0,306,153,1
-184.0,306,154,3
-183.0,306,148,2
-182.0,306,157,2
-181.0,306,149,2
-180.0,306,152,2
-179.0,306,153,2
-178.0,306,141,2
-177.0,306,123,5
-176.0,306,136,5
-175.0,306,155,6
-174.0,306,141,2
-173.0,306,135,6
-172.0,306,121,1
-171.0,306,128,0
-170.0,306,140,1
-169.0,306,131,2
-168.0,306,135,1
-167.0,306,145,1
-166.0,306,155,0
-165.0,306,147,6
-164.0,306,131,2
-163.0,306,147,4
-162.0,306,149,3
-161.0,306,130,5
-160.0,306,145,12
-159.0,306,141,20
-158.0,306,141,17
-157.0,306,148,14
-156.0,306,147,6
-155.0,306,142,3
-154.0,306,153,2
-153.0,306,138,4
-152.0,306,132,5
-151.0,306,151,2
-150.0,306,139,4
-149.0,306,144,3
-148.0,306,147,4
-147.0,306,138,11
-146.0,306,136,19
-145.0,306,148,13
-144.0,306,148,12
-143.0,306,115,11
-142.0,306,139,23
-141.0,306,138,13
-140.0,306,138,17
-139.0,306,142,5
-138.0,306,138,10
-137.0,306,154,10
-136.0,306,143,2
-135.0,306,154,3
-134.0,306,139,1
-133.0,306,147,2
-132.0,306,134,1
-131.0,306,132,5
-130.0,306,129,4
-129.0,306,135,15
-128.0,306,145,34
-127.0,306,150,74
-126.0,306,140,93
-125.0,306,145,85
-124.0,306,139,59
-123.0,306,143,38
-122.0,306,142,14
-121.0,306,147,2
-120.0,306,132,3
-119.0,306,144,1
-118.0,306,152,3
-117.0,306,134,1
-116.0,306,137,1
-115.0,306,148,0
-114.0,306,142,2
-113.0,306,147,2
-112.0,306,158,2
-111.0,306,157,5
-110.0,306,136,8
-109.0,306,142,6
-108.0,306,150,1
-107.0,306,142,1
-106.0,306,148,8
-105.0,306,146,2
-104.0,306,124,4
-103.0,306,139,2
-102.0,306,117,1
-101.0,306,138,2
-100.0,306,153,3
-99.0,306,144,2
-98.0,306,142,0
-97.0,306,142,3
-96.0,306,150,2
-95.0,306,141,3
-94.0,306,161,5
-93.0,306,139,2
-92.0,306,151,8
-91.0,306,139,19
-90.0,306,140,37
-89.0,306,145,31
-88.0,306,135,15
-87.0,306,141,7
-86.0,306,137,4
-85.0,306,128,2
-84.0,306,155,3
-83.0,306,153,1
-82.0,306,148,3
-81.0,306,137,4
-80.0,306,153,1
-79.0,306,145,2
-78.0,306,134,7
-77.0,306,130,5
-76.0,306,148,6
-75.0,306,140,19
-74.0,306,147,41
-73.0,306,142,100
-72.0,306,136,89
-71.0,306,152,89
-70.0,306,131,41
-69.0,306,140,10
-68.0,306,141,6
-67.0,306,148,3
-66.0,306,154,2
-65.0,306,148,1
-64.0,306,141,2
-63.0,306,130,3
-62.0,306,134,4
-61.0,306,135,4
-60.0,306,138,0
-59.0,306,150,0
-58.0,306,133,3
-57.0,306,137,4
-56.0,306,132,2
-55.0,306,162,5
-54.0,306,140,1
-53.0,306,146,1
-52.0,306,141,2
-51.0,306,134,6
-50.0,306,137,2
-49.0,306,159,6
-48.0,306,145,4
-47.0,306,131,2
-46.0,306,140,3
-45.0,306,137,1
-44.0,306,137,4
-43.0,306,139,3
-42.0,306,148,1
-41.0,306,151,1
-40.0,306,145,0
-39.0,306,140,3
-38.0,306,158,1
-37.0,306,143,2
-36.0,306,132,3
-35.0,306,142,3
-34.0,306,139,0
-33.0,306,140,11
-32.0,306,144,13
-31.0,306,148,23
-30.0,306,145,9
-29.0,306,155,7
-28.0,306,133,7
-27.0,306,133,5
-26.0,306,136,5
-25.0,306,142,2
-24.0,306,150,2
-23.0,306,144,2
-22.0,306,152,4
-21.0,306,145,3
-20.0,306,148,9
-19.0,306,142,10
-18.0,306,147,9
-17.0,306,146,25
-16.0,306,143,59
-15.0,306,138,101
-14.0,306,140,79
-13.0,306,133,31
-12.0,306,159,20
-11.0,306,139,6
-10.0,306,148,4
-9.0,306,160,7
-8.0,306,134,3
-7.0,306,133,2
-6.0,306,137,4
-5.0,306,138,3
-4.0,306,136,1
-3.0,306,142,3
-2.0,306,150,2
-1.0,306,140,0
1.0,306,144,0
2.0,306,153,1
3.0,306,123,2
4.0,306,163,3
5.0,306,146,2
6.0,306,139,0
7.0,306,157,1
8.0,306,145,7
9.0,306,162,13
10.0,306,126,7
11.0,306,129,21
12.0,306,143,72
13.0,306,131,96
14.0,306,149,74
15.0,306,140,21
16.0,306,146,11
17.0,306,145,13
18.0,306,140,2
19.0,306,136,7
20.0,306,143,5
21.0,306,138,4
22.0,306,145,1
23.0,306,146,4
24.0,306,143,5
25.0,306,139,3
26.0,306,136,1
27.0,306,115,2
28.0,306,151,2
29.0,306,148,0
30.0,306,146,5
31.0,306,147,6
32.0,306,140,10
33.0,306,130,5
34.0,306,145,5
35.0,306,136,5
36.0,306,156,2
37.0,306,144,2
38.0,306,155,2
39.0,306,125,5
40.0,306,132,4
41.0,306,147,2
42.0,306,123,2
43.0,306,141,2
44.0,306,132,1
45.0,306,135,2
46.0,306,152,2
47.0,306,132,1
48.0,306,133,2
49.0,306,154,2
50.0,306,144,5
51.0,306,141,1
52.0,306,142,2
53.0,306,132,3
54.0,306,143,1
55.0,306,131,4
56.0,306,142,2
57.0,306,131,1
58.0,306,130,0
59.0,306,154,0
60.0,306,138,0
61.0,306,138,2
62.0,306,139,2
63.0,306,145,1
64.0,306,148,4
65.0,306,145,3
66.0,306,139,4
67.0,306,146,13
68.0,306,151,52
69.0,306,153,91
70.0,306,160,110
71.0,306,154,103
72.0,306,146,48
73.0,306,146,26
74.0,306,149,7
75.0,306,142,3
76.0,306,142,0
77.0,306,146,3
78.0,306,150,1
79.0,306,148,0
80.0,306,137,0
81.0,306,149,0
82.0,306,147,2
83.0,306,151,2
84.0,306,128,1
85.0,306,152,3
86.0,306,149,0
87.0,306,142,9
88.0,306,145,4
89.0,306,135,7
90.0,306,143,5
91.0,306,129,8
92.0,306,133,5
93.0,306,143,0
94.0,306,165,2
95.0,306,145,2
96.0,306,130,2
97.0,306,140,1
98.0,306,137,2
99.0,306,156,1
100.0,306,152,1
101.0,306,143,0
102.0,306,150,0
103.0,306,143,1
104.0,306,138,1
105.0,306,126,3
106.0,306,158,0
107.0,306,136,3
108.0,306,154,3
109.0,306,147,3
110.0,306,147,1
111.0,306,149,6
112.0,306,136,2
113.0,306,135,7
114.0,306,140,4
115.0,306,166,2
116.0,306,136,3
117.0,306,144,2
118.0,306,149,1
119.0,306,149,4
120.0,306,133,6
121.0,306,140,20
122.0,306,153,51
123.0,306,130,62
124.0,306,151,92
125.0,306,149,88
126.0,306,159,60
127.0,306,133,16
128.0,306,138,6
129.0,306,142,3
130.0,306,140,3
131.0,306,137,4
132.0,306,149,5
133.0,306,140,2
134.0,306,143,0
135.0,306,150,3
136.0,306,143,3
137.0,306,134,6
138.0,306,128,11
139.0,306,148,6
140.0,306,146,11
141.0,306,146,12
142.0,306,142,10
143.0,306,139,10
144.0,306,143,14
145.0,306,142,10
146.0,306,151,22
147.0,306,135,10
148.0,306,143,1
149.0,306,134,1
150.0,306,155,3
151.0,306,125,1
152.0,306,133,1
153.0,306,154,0
154.0,306,144,4
155.0,306,136,5
156.0,306,142,4
157.0,306,137,4
158.0,306,142,6
159.0,306,135,10
160.0,306,139,11
161.0,306,139,4
162.0,306,156,0
163.0,306,146,1
164.0,306,142,2
165.0,306,153,4
166.0,306,147,1
167.0,306,136,0
168.0,306,129,3
169.0,306,142,3
170.0,306,146,1
171.0,306,134,0
172.0,306,146,1
173.0,306,145,6
174.0,306,142,4
175.0,306,154,5
176.0,306,151,8
177.0,306,138,4
178.0,306,147,8
179.0,306,144,4
180.0,306,150,0
181.0,306,133,2
182.0,306,135,1
183.0,306,138,1
184.0,306,141,1
