Parameter,Image1,Image2,Image3
1.0,440,227,5
2.0,440,243,8
3.0,440,233,2
4.0,440,249,7
5.0,440,233,5
6.0,440,241,13
7.0,440,254,12
8.0,440,239,6
9.0,440,244,6
10.0,440,240,32
11.0,440,252,83
12.0,440,229,113
13.0,440,240,152
14.0,440,223,99
15.0,440,251,43
16.0,440,213,20
17.0,440,243,7
18.0,440,221,11
19.0,440,238,9
20.0,440,235,13
21.0,440,226,9
22.0,440,235,3
23.0,440,236,5
24.0,440,249,8
25.0,440,224,10
26.0,440,254,7
27.0,440,239,8
28.0,440,229,6
29.0,440,262,8
30.0,440,233,6
31.0,440,246,17
32.0,440,232,12
33.0,440,242,11
34.0,440,255,16
35.0,440,229,5
36.0,440,241,7
37.0,440,249,6
38.0,440,255,7
39.0,440,240,9
40.0,440,234,5
41.0,440,235,4
42.0,440,228,5
43.0,440,251,9
44.0,440,228,4
45.0,440,246,6
46.0,440,231,6
47.0,440,240,6
48.0,440,244,6
49.0,440,224,3
50.0,440,232,3
51.0,440,233,6
52.0,440,258,9
53.0,440,239,6
54.0,440,234,6
55.0,440,251,5
56.0,440,238,8
57.0,440,232,7
58.0,440,239,9
59.0,440,242,3
60.0,440,242,7
61.0,440,240,7
62.0,440,242,3
63.0,440,236,4
64.0,440,238,9
65.0,440,229,7
66.0,440,248,10
67.0,440,240,41
68.0,440,242,89
69.0,440,248,144
70.0,440,236,151
71.0,440,251,131
72.0,440,229,78
73.0,440,225,25
74.0,440,231,11
75.0,440,227,11
76.0,440,221,8
77.0,440,234,2
78.0,440,238,6
79.0,440,241,5
80.0,440,230,4
81.0,440,237,6
82.0,440,246,6
83.0,440,252,5
84.0,440,241,7
85.0,440,229,5
86.0,440,238,4
87.0,440,246,8
88.0,440,238,7
89.0,440,239,5
90.0,440,241,14
91.0,440,253,10
92.0,440,233,10
93.0,440,227,10
94.0,440,239,5
95.0,440,220,6
96.0,440,255,3
97.0,440,242,2
98.0,440,253,5
99.0,440,254,4
100.0,440,240,10
101.0,440,245,2
102.0,440,227,3
103.0,440,233,5
104.0,440,239,7
105.0,440,253,11
106.0,440,235,6
107.0,440,231,4
108.0,440,238,6
109.0,440,249,8
110.0,440,240,7
111.0,440,241,10
112.0,440,233,8
113.0,440,227,3
114.0,440,212,3
115.0,440,238,7
116.0,440,238,2
117.0,440,229,8
118.0,440,234,3
119.0,440,239,16
120.0,440,228,7
121.0,440,249,14
122.0,440,240,56
123.0,440,239,119
124.0,440,257,189
125.0,440,257,223
126.0,440,247,188
127.0,440,236,113
128.0,440,216,51
129.0,440,245,29
130.0,440,248,2
131.0,440,252,4
132.0,440,246,14
133.0,440,227,7
134.0,440,264,12
135.0,440,237,9
136.0,440,240,33
137.0,440,225,43
138.0,440,250,74
139.0,440,236,114
140.0,440,244,115
141.0,440,231,105
142.0,440,225,104
143.0,440,232,93
144.0,440,244,100
145.0,440,233,104
146.0,440,227,74
147.0,440,235,58
148.0,440,239,29
149.0,440,231,14
150.0,440,223,6
151.0,440,246,9
152.0,440,233,6
153.0,440,235,5
154.0,440,244,7
155.0,440,232,12
156.0,440,244,8
157.0,440,229,9
158.0,440,241,17
159.0,440,237,15
160.0,440,254,24
161.0,440,223,11
162.0,440,236,11
163.0,440,236,10
164.0,440,250,6
165.0,440,239,5
166.0,440,231,8
167.0,440,235,3
168.0,440,249,5
169.0,440,249,2
170.0,440,245,8
171.0,440,222,6
172.0,440,220,5
173.0,440,225,4
174.0,440,247,6
175.0,440,241,11
176.0,440,251,13
177.0,440,251,7
178.0,440,233,14
179.0,440,238,9
180.0,440,244,7
181.0,440,241,8
182.0,440,252,5
183.0,440,243,6
184.0,440,238,9
185.0,440,233,8
186.0,440,244,6
187.0,440,214,6
188.0,440,228,9
189.0,440,230,5
190.0,440,248,7
191.0,440,243,7
192.0,440,234,11
193.0,440,232,3
194.0,440,233,10
195.0,440,253,15
196.0,440,237,10
197.0,440,242,6
198.0,440,246,1
199.0,440,236,8
200.0,440,233,8
201.0,440,229,8
202.0,440,253,5
203.0,440,245,5
204.0,440,237,5
205.0,440,244,4
206.0,440,237,7
207.0,440,251,8
208.0,440,244,9
209.0,440,235,9
210.0,440,237,3
211.0,440,254,9
212.0,440,238,6
213.0,440,235,6
214.0,440,233,6
215.0,440,233,6
216.0,440,248,7
217.0,440,204,4
218.0,440,220,6
219.0,440,238,5
220.0,440,247,8
221.0,440,250,5
222.0,440,228,5
223.0,440,245,7
224.0,440,241,8
225.0,440,223,7
226.0,440,236,6
227.0,440,259,6
228.0,440,240,8
229.0,440,237,9
230.0,440,237,5
231.0,440,237,8
232.0,440,248,6
233.0,440,225,6
234.0,440,256,4
235.0,440,243,4
236.0,440,239,8
237.0,440,238,3
238.0,440,240,224
