Parameter,Image1,Image2,Image3
-1.0,3956,2106,242
0.0,3956,2027,210
1.0,3956,2044,243
2.0,3956,2054,238
3.0,3956,2056,219
4.0,3956,2009,229
5.0,3956,2035,250
6.0,3956,2002,231
7.0,3956,2049,238
8.0,3956,2062,225
9.0,3956,2113,237
10.0,3956,2082,246
11.0,3956,2042,272
12.0,3956,2073,279
13.0,3956,2061,272
14.0,3956,2042,215
15.0,3956,2004,222
16.0,3956,2053,229
17.0,3956,2045,256
18.0,3956,2069,267
19.0,3956,2072,286
20.0,3956,2047,276
21.0,3956,2021,218
22.0,3956,2034,238
23.0,3956,1989,224
24.0,3956,2109,257
25.0,3956,2023,266
26.0,3956,2035,270
27.0,3956,2045,306
28.0,3956,2099,221
29.0,3956,2075,237
30.0,3956,2058,233
31.0,3956,2109,287
32.0,3956,2034,267
33.0,3956,2088,286
34.0,3956,2021,315
