Parameter,Image1,Image2,Image3
-188.0,393,196,177
-187.0,393,191,3
-186.0,393,183,3
-185.0,393,201,7
-184.0,393,203,0
-183.0,393,206,2
-182.0,393,196,3
-181.0,393,176,1
-180.0,393,186,4
-179.0,393,187,3
-178.0,393,174,3
-177.0,393,197,6
-176.0,393,215,10
-175.0,393,186,6
-174.0,393,205,5
-173.0,393,200,3
-172.0,393,207,3
-171.0,393,189,5
-170.0,393,208,4
-169.0,393,206,3
-168.0,393,203,2
-167.0,393,200,1
-166.0,393,206,3
-165.0,393,192,1
-164.0,393,197,4
-163.0,393,199,2
-162.0,393,189,4
-161.0,393,205,4
-160.0,393,214,19
-159.0,393,210,20
-158.0,393,198,27
-157.0,393,176,13
-156.0,393,201,14
-155.0,393,195,3
-154.0,393,192,1
-153.0,393,197,4
-152.0,393,184,6
-151.0,393,188,4
-150.0,393,177,1
-149.0,393,197,3
-148.0,393,204,5
-147.0,393,192,14
-146.0,393,189,23
-145.0,393,208,19
-144.0,393,214,15
-143.0,393,187,12
-142.0,393,167,15
-141.0,393,194,25
-140.0,393,216,10
-139.0,393,207,9
-138.0,393,206,8
-137.0,393,200,7
-136.0,393,203,10
-135.0,393,183,2
-134.0,393,205,6
-133.0,393,182,2
-132.0,393,190,1
-131.0,393,199,2
-130.0,393,204,1
-129.0,393,205,11
-128.0,393,204,23
-127.0,393,212,52
-126.0,393,205,112
-125.0,393,197,137
-124.0,393,213,132
-123.0,393,207,76
-122.0,393,214,34
-121.0,393,192,12
-120.0,393,196,2
-119.0,393,184,1
-118.0,393,199,0
-117.0,393,204,3
-116.0,393,197,0
-115.0,393,201,3
-114.0,393,193,1
-113.0,393,211,6
-112.0,393,212,2
-111.0,393,196,10
-110.0,393,201,6
-109.0,393,206,1
-108.0,393,175,0
-107.0,393,199,3
-106.0,393,199,1
-105.0,393,195,2
-104.0,393,186,1
-103.0,393,206,3
-102.0,393,182,4
-101.0,393,187,2
-100.0,393,212,2
-99.0,393,193,3
-98.0,393,219,1
-97.0,393,194,4
-96.0,393,193,2
-95.0,393,189,2
-94.0,393,198,3
-93.0,393,188,3
-92.0,393,196,11
-91.0,393,188,22
-90.0,393,210,29
-89.0,393,191,19
-88.0,393,198,12
-87.0,393,219,4
-86.0,393,195,2
-85.0,393,193,0
-84.0,393,212,1
-83.0,393,196,2
-82.0,393,209,3
-81.0,393,182,2
-80.0,393,212,1
-79.0,393,182,3
-78.0,393,207,7
-77.0,393,209,5
-76.0,393,188,4
-75.0,393,198,7
-74.0,393,190,42
-73.0,393,200,92
-72.0,393,218,144
-71.0,393,209,164
-70.0,393,206,97
-69.0,393,199,45
-68.0,393,213,8
-67.0,393,195,4
-66.0,393,204,3
-65.0,393,203,3
-64.0,393,205,1
-63.0,393,206,3
-62.0,393,206,1
-61.0,393,185,1
-60.0,393,195,5
-59.0,393,182,4
-58.0,393,192,2
-57.0,393,205,5
-56.0,393,201,2
-55.0,393,189,3
-54.0,393,203,1
-53.0,393,210,6
-52.0,393,199,3
-51.0,393,197,2
-50.0,393,193,2
-49.0,393,220,1
-48.0,393,192,3
-47.0,393,206,1
-46.0,393,214,4
-45.0,393,215,4
-44.0,393,201,1
-43.0,393,212,1
-42.0,393,204,1
-41.0,393,205,3
-40.0,393,201,1
-39.0,393,194,1
-38.0,393,196,4
-37.0,393,192,4
-36.0,393,199,3
-35.0,393,199,5
-34.0,393,179,7
-33.0,393,209,19
-32.0,393,194,18
-31.0,393,198,13
-30.0,393,195,4
-29.0,393,213,7
-28.0,393,199,4
-27.0,393,212,5
-26.0,393,207,8
-25.0,393,187,3
-24.0,393,179,1
-23.0,393,199,1
-22.0,393,207,1
-21.0,393,180,5
-20.0,393,190,6
-19.0,393,205,9
-18.0,393,213,9
-17.0,393,189,14
-16.0,393,173,44
-15.0,393,206,141
-14.0,393,190,154
-13.0,393,193,98
-12.0,393,201,39
-11.0,393,198,13
-10.0,393,199,14
-9.0,393,194,6
-8.0,393,197,2
-7.0,393,196,1
-6.0,393,205,2
-5.0,393,208,1
-4.0,393,187,2
-3.0,393,199,1
-2.0,393,184,0
-1.0,393,218,0
1.0,393,205,2
2.0,393,197,1
3.0,393,201,4
4.0,393,175,0
5.0,393,198,0
6.0,393,217,2
7.0,393,197,6
8.0,393,186,8
9.0,393,183,16
10.0,393,191,24
11.0,393,215,67
12.0,393,203,139
13.0,393,192,149
14.0,393,201,89
15.0,393,203,28
16.0,393,192,10
17.0,393,197,7
18.0,393,203,11
19.0,393,191,8
20.0,393,199,1
21.0,393,205,5
22.0,393,191,0
23.0,393,200,2
24.0,393,186,2
25.0,393,203,1
26.0,393,192,1
27.0,393,182,1
28.0,393,193,1
29.0,393,219,2
30.0,393,187,8
31.0,393,199,5
32.0,393,186,13
33.0,393,199,15
34.0,393,213,12
35.0,393,191,4
36.0,393,195,1
37.0,393,204,4
38.0,393,192,1
39.0,393,221,1
40.0,393,190,4
41.0,393,222,3
42.0,393,193,2
43.0,393,208,2
44.0,393,203,2
45.0,393,186,2
46.0,393,220,1
47.0,393,195,2
48.0,393,209,5
49.0,393,199,5
50.0,393,192,3
51.0,393,194,2
52.0,393,207,5
53.0,393,182,6
54.0,393,193,3
55.0,393,197,1
56.0,393,180,6
57.0,393,190,1
58.0,393,187,0
59.0,393,200,2
60.0,393,213,1
61.0,393,196,1
62.0,393,194,0
63.0,393,191,2
64.0,393,195,3
65.0,393,207,6
66.0,393,201,3
67.0,393,196,31
68.0,393,210,78
69.0,393,196,121
70.0,393,179,132
71.0,393,191,107
72.0,393,209,64
73.0,393,185,16
74.0,393,205,7
75.0,393,186,9
76.0,393,189,5
77.0,393,196,5
78.0,393,187,2
79.0,393,189,3
80.0,393,192,2
81.0,393,210,0
82.0,393,219,2
83.0,393,195,1
84.0,393,211,1
85.0,393,212,1
86.0,393,204,7
87.0,393,200,3
88.0,393,195,1
89.0,393,210,2
90.0,393,187,10
91.0,393,196,10
92.0,393,186,6
93.0,393,211,7
94.0,393,204,2
95.0,393,194,2
96.0,393,197,6
97.0,393,195,4
98.0,393,193,0
99.0,393,201,1
100.0,393,191,7
101.0,393,209,3
102.0,393,206,1
103.0,393,199,6
104.0,393,222,5
105.0,393,190,3
106.0,393,196,3
107.0,393,183,5
108.0,393,206,3
109.0,393,201,1
110.0,393,206,1
111.0,393,184,2
112.0,393,204,0
113.0,393,202,3
114.0,393,201,4
115.0,393,185,3
116.0,393,197,1
117.0,393,197,1
118.0,393,181,4
119.0,393,190,5
120.0,393,202,11
121.0,393,184,36
122.0,393,186,89
123.0,393,191,123
124.0,393,193,130
125.0,393,191,99
126.0,393,207,50
127.0,393,192,10
128.0,393,192,3
129.0,393,190,1
130.0,393,189,4
131.0,393,171,6
132.0,393,188,1
133.0,393,206,1
134.0,393,208,2
135.0,393,197,5
136.0,393,189,4
137.0,393,211,5
138.0,393,214,2
139.0,393,205,10
140.0,393,197,9
141.0,393,199,24
142.0,393,192,12
143.0,393,212,13
144.0,393,197,11
145.0,393,198,20
146.0,393,211,30
147.0,393,195,5
148.0,393,190,0
149.0,393,189,1
150.0,393,207,4
151.0,393,197,3
152.0,393,194,2
153.0,393,205,0
154.0,393,204,2
155.0,393,201,1
156.0,393,208,4
157.0,393,205,6
158.0,393,208,8
159.0,393,204,7
160.0,393,204,13
161.0,393,219,7
162.0,393,191,4
163.0,393,194,1
164.0,393,195,3
165.0,393,208,2
166.0,393,191,0
167.0,393,199,2
168.0,393,188,2
169.0,393,215,1
170.0,393,197,3
171.0,393,194,2
172.0,393,179,0
173.0,393,204,5
174.0,393,187,4
175.0,393,202,9
176.0,393,200,7
177.0,393,197,4
178.0,393,206,7
179.0,393,197,5
180.0,393,214,5
181.0,393,198,3
182.0,393,193,1
183.0,393,211,2
184.0,393,201,1
185.0,393,197,2
186.0,393,198,2
187.0,393,199,2
188.0,393,205,190
