Parameter,Image1,Image2,Image3
1.0,260,143,2
2.0,260,152,5
3.0,260,127,3
4.0,260,143,3
5.0,260,124,2
6.0,260,147,1
7.0,260,138,3
8.0,260,134,13
9.0,260,147,46
10.0,260,145,81
11.0,260,135,90
12.0,260,136,81
13.0,260,144,57
14.0,260,143,15
15.0,260,129,7
16.0,260,142,6
17.0,260,133,4
18.0,260,141,2
19.0,260,128,0
20.0,260,139,2
21.0,260,141,3
22.0,260,142,1
23.0,260,144,6
24.0,260,147,8
25.0,260,138,3
26.0,260,147,5
27.0,260,144,3
28.0,260,141,15
29.0,260,139,35
30.0,260,150,56
31.0,260,132,62
32.0,260,154,68
33.0,260,147,30
34.0,260,137,18
35.0,260,155,8
36.0,260,136,2
37.0,260,153,6
38.0,260,140,2
39.0,260,144,2
40.0,260,130,3
41.0,260,158,4
42.0,260,145,2
43.0,260,126,2
44.0,260,140,3
45.0,260,143,3
46.0,260,139,4
47.0,260,136,8
48.0,260,133,9
49.0,260,156,16
50.0,260,124,17
51.0,260,164,28
52.0,260,152,17
53.0,260,138,8
54.0,260,141,3
55.0,260,136,6
56.0,260,145,0
57.0,260,127,2
58.0,260,135,0
59.0,260,129,4
60.0,260,137,7
61.0,260,147,6
62.0,260,146,7
63.0,260,140,10
64.0,260,142,22
65.0,260,140,61
66.0,260,150,88
67.0,260,135,81
68.0,260,146,63
69.0,260,126,29
70.0,260,129,5
71.0,260,137,10
72.0,260,134,10
73.0,260,148,9
74.0,260,134,2
75.0,260,147,3
76.0,260,149,1
77.0,260,150,1
78.0,260,140,5
79.0,260,134,3
80.0,260,134,9
81.0,260,131,12
82.0,260,139,8
83.0,260,153,20
84.0,260,137,41
85.0,260,134,62
86.0,260,138,51
87.0,260,144,38
88.0,260,139,23
89.0,260,145,8
90.0,260,145,11
91.0,260,146,8
92.0,260,131,2
93.0,260,155,5
94.0,260,132,1
95.0,260,127,2
96.0,260,146,2
97.0,260,147,0
98.0,260,152,4
99.0,260,137,1
100.0,260,139,6
101.0,260,148,2
102.0,260,143,5
103.0,260,139,15
104.0,260,131,12
105.0,260,153,13
106.0,260,140,9
107.0,260,135,5
108.0,260,144,11
109.0,260,141,4
110.0,260,135,2
