Parameter,Image1,Image2,Image3
1.0,264,143,2
2.0,264,141,2
3.0,264,135,0
4.0,264,155,2
5.0,264,144,2
6.0,264,127,1
7.0,264,142,4
8.0,264,152,3
9.0,264,137,20
10.0,264,142,52
11.0,264,139,81
12.0,264,137,96
13.0,264,147,76
14.0,264,136,35
15.0,264,141,10
16.0,264,158,5
17.0,264,146,2
18.0,264,163,5
19.0,264,149,2
20.0,264,132,2
21.0,264,141,0
22.0,264,146,1
23.0,264,153,1
24.0,264,142,0
25.0,264,150,0
26.0,264,148,1
27.0,264,142,3
28.0,264,138,1
29.0,264,135,0
30.0,264,141,3
31.0,264,140,4
32.0,264,143,10
33.0,264,155,10
34.0,264,163,6
35.0,264,139,6
36.0,264,150,1
37.0,264,143,1
38.0,264,139,0
39.0,264,144,1
40.0,264,136,3
41.0,264,140,1
42.0,264,157,0
43.0,264,146,2
44.0,264,155,1
45.0,264,153,1
46.0,264,147,2
47.0,264,155,0
48.0,264,138,3
49.0,264,146,3
50.0,264,140,1
51.0,264,162,1
52.0,264,158,3
53.0,264,155,3
54.0,264,136,2
55.0,264,135,4
56.0,264,143,6
57.0,264,158,3
58.0,264,148,3
59.0,264,136,1
60.0,264,154,0
61.0,264,151,0
62.0,264,144,2
63.0,264,137,0
64.0,264,145,5
65.0,264,138,13
66.0,264,145,8
67.0,264,144,9
68.0,264,144,20
69.0,264,147,55
70.0,264,165,85
71.0,264,150,80
72.0,264,157,48
73.0,264,154,21
74.0,264,148,7
75.0,264,140,5
76.0,264,147,15
77.0,264,150,11
78.0,264,129,3
79.0,264,133,1
80.0,264,160,5
81.0,264,145,0
82.0,264,147,1
83.0,264,147,0
84.0,264,153,2
85.0,264,149,1
86.0,264,140,1
87.0,264,140,2
88.0,264,139,3
89.0,264,172,7
90.0,264,139,5
91.0,264,146,13
92.0,264,154,5
93.0,264,154,12
94.0,264,138,3
95.0,264,130,3
96.0,264,145,2
97.0,264,150,3
98.0,264,151,3
99.0,264,159,2
100.0,264,161,2
101.0,264,134,1
102.0,264,146,0
103.0,264,147,3
104.0,264,146,3
105.0,264,147,2
106.0,264,131,3
107.0,264,149,2
108.0,264,150,2
109.0,264,154,2
110.0,264,136,3
111.0,264,149,3
112.0,264,132,2
113.0,264,151,1
114.0,264,153,3
115.0,264,146,4
116.0,264,142,2
