Parameter,Image1,Image2,Image3
1.0,705,389,2
2.0,705,394,5
3.0,705,386,0
4.0,705,392,2
5.0,705,383,2
6.0,705,381,3
7.0,705,377,10
8.0,705,393,18
9.0,705,372,23
10.0,705,368,18
11.0,705,399,70
12.0,705,383,209
13.0,705,382,305
14.0,705,392,217
15.0,705,384,61
16.0,705,384,11
17.0,705,380,17
18.0,705,402,18
19.0,705,362,5
20.0,705,366,5
21.0,705,385,2
22.0,705,416,2
23.0,705,374,4
24.0,705,391,1
25.0,705,384,2
26.0,705,398,4
27.0,705,389,0
28.0,705,369,6
29.0,705,397,6
30.0,705,373,4
31.0,705,375,14
32.0,705,385,20
33.0,705,416,19
34.0,705,407,8
35.0,705,381,7
36.0,705,377,4
37.0,705,363,2
38.0,705,399,6
39.0,705,397,2
40.0,705,397,3
41.0,705,387,0
42.0,705,415,5
43.0,705,399,3
44.0,705,406,4
45.0,705,399,1
46.0,705,385,2
47.0,705,381,1
48.0,705,388,2
49.0,705,346,3
50.0,705,378,7
51.0,705,395,6
52.0,705,396,3
53.0,705,401,6
54.0,705,364,3
55.0,705,384,4
56.0,705,395,1
57.0,705,380,1
58.0,705,391,4
59.0,705,375,2
60.0,705,394,3
61.0,705,397,2
62.0,705,378,4
63.0,705,395,2
64.0,705,356,8
65.0,705,379,4
66.0,705,389,9
67.0,705,384,27
68.0,705,394,111
69.0,705,377,205
70.0,705,403,295
71.0,705,405,261
72.0,705,391,135
73.0,705,395,65
74.0,705,406,16
75.0,705,402,6
76.0,705,399,7
77.0,705,410,3
78.0,705,381,1
79.0,705,387,1
80.0,705,396,5
81.0,705,377,1
82.0,705,412,0
83.0,705,387,3
84.0,705,412,4
85.0,705,367,0
86.0,705,392,2
87.0,705,387,1
88.0,705,400,7
89.0,705,394,6
90.0,705,393,6
91.0,705,379,9
92.0,705,367,7
93.0,705,392,2
94.0,705,378,5
95.0,705,405,3
96.0,705,401,2
97.0,705,367,1
98.0,705,391,2
99.0,705,380,3
100.0,705,394,1
101.0,705,364,2
102.0,705,371,2
103.0,705,380,3
104.0,705,382,2
105.0,705,382,3
106.0,705,379,4
107.0,705,370,5
108.0,705,381,4
109.0,705,377,4
110.0,705,396,10
111.0,705,374,6
112.0,705,375,4
113.0,705,394,4
114.0,705,391,9
115.0,705,388,1
116.0,705,388,7
117.0,705,394,3
118.0,705,384,0
119.0,705,390,6
120.0,705,366,3
121.0,705,400,19
122.0,705,391,67
123.0,705,353,141
124.0,705,384,226
125.0,705,384,281
126.0,705,372,228
127.0,705,394,136
128.0,705,382,62
129.0,705,385,22
130.0,705,398,6
131.0,705,400,6
132.0,705,395,6
133.0,705,392,3
134.0,705,387,5
135.0,705,378,1
136.0,705,384,12
137.0,705,405,32
138.0,705,387,33
139.0,705,378,27
140.0,705,378,22
141.0,705,385,16
142.0,705,364,9
143.0,705,375,11
144.0,705,392,11
145.0,705,369,29
146.0,705,413,39
147.0,705,402,29
148.0,705,409,8
149.0,705,399,4
150.0,705,398,2
151.0,705,402,7
152.0,705,391,2
153.0,705,410,4
154.0,705,395,2
155.0,705,391,5
156.0,705,386,4
157.0,705,383,4
158.0,705,398,15
159.0,705,393,14
160.0,705,385,14
161.0,705,380,13
162.0,705,387,7
163.0,705,367,4
164.0,705,359,2
165.0,705,386,1
166.0,705,402,2
167.0,705,402,2
168.0,705,387,6
169.0,705,368,3
170.0,705,375,2
171.0,705,376,3
172.0,705,394,4
173.0,705,392,4
174.0,705,392,3
175.0,705,409,9
176.0,705,368,4
177.0,705,389,5
178.0,705,418,10
179.0,705,389,9
180.0,705,390,2
181.0,705,387,4
182.0,705,375,4
183.0,705,369,4
184.0,705,396,4
185.0,705,364,2
186.0,705,386,2
187.0,705,393,2
188.0,705,401,379
