PAAOM/AMP,PADPaom/AMP,Power
0,0,0.11014194327356132
0.1,0,1.238980698483734
0.2,0,4.21073575813548
0.3,0,7.9179620721441495
0.4,0,10.952491329806046
0.5,0,11.00439520164543
0.6,0,11.00412286066763
0.7,0,11.001252561338688
0,0.05,0.09842581339890066
0.1,0.05,1.2017420313869829
0.2,0.05,4.079884270527307
0.3,0.05,7.678839060675589
0.4,0.05,10.64674917866208
0.5,0.05,10.996259019193474
0.6,0.05,10.987149353161156
0.7,0.05,10.989084834612786
0,0.1,0.13581936299571695
0.1,0.1,1.143200050822474
0.2,0.1,3.7601163592629305
0.3,0.1,7.041084305019532
0.4,0.1,9.875368466426954
0.5,0.1,10.981571687437325
0.6,0.1,10.989781607935392
0.7,0.1,10.984775162580497
0,0.15,0.31763873193565056
0.1,0.15,1.1907484759031217
0.2,0.15,3.4394840464838863
0.3,0.15,6.246311174515229
0.4,0.15,8.662077741657065
0.5,0.15,10.000026771411543
0.6,0.15,10.278916800387227
0.7,0.15,10.320387746290617
0,0.2,0.7472903753001677
0.1,0.2,1.4395871967742933
0.2,0.2,3.242748610679051
0.3,0.2,5.515600459403384
0.4,0.2,7.444181175185905
0.5,0.2,8.527089630243536
0.6,0.2,8.799832924493687
0.7,0.2,8.834516763741455
0,0.25,1.4781869043233338
0.1,0.25,1.999948537145168
0.2,0.25,3.3617421883789946
0.3,0.25,5.059935901427202
0.4,0.25,6.5577036480805235
0.5,0.25,7.356168356500964
0.6,0.25,7.531019801869792
0.7,0.25,7.5849681377158085
0,0.3,2.504576886163424
0.1,0.3,2.8853421650612243
0.2,0.3,3.8415228533967785
0.3,0.3,5.042555683611701
0.4,0.3,6.090426196304801
0.5,0.3,6.683290684987003
0.6,0.3,6.8196649871611354
0.7,0.3,6.87036186061933
0,0.35,3.7680131368645173
0.1,0.35,4.025871325056627
0.2,0.35,4.676851921051836
0.3,0.35,5.459055507076194
0.4,0.35,6.163045487658023
0.5,0.35,6.558335905520845
0.6,0.35,6.640064871546906
0.7,0.35,6.649574535786977
0,0.4,5.056955258873978
0.1,0.4,5.2482584694399135
0.2,0.4,5.660180969980488
0.3,0.4,6.160193873812848
0.4,0.4,6.603110055578974
0.5,0.4,6.87184574156132
0.6,0.4,6.917200554625745
0.7,0.4,6.943445691728878
0,0.45,6.246039189029028
0.1,0.45,6.375286912053411
0.2,0.45,6.635239058969241
0.3,0.45,6.958736000072382
0.4,0.45,7.204232779327452
0.5,0.45,7.360387708389329
0.6,0.45,7.4190586187441445
0.7,0.45,7.433665056231964
0,0.5,7.166606865696878
0.1,0.5,7.218439218087122
0.2,0.5,7.403445730581621
0.3,0.5,7.601316511269843
0.4,0.5,7.805329623530632
0.5,0.5,7.915755612323958
0.6,0.5,7.920684661811891
0.7,0.5,7.923510465563946
0,0.55,7.760955309497934
0.1,0.55,7.833007078986282
0.2,0.55,7.926697559294917
0.3,0.55,8.080723457376656
0.4,0.55,8.23585879298569
0.5,0.55,8.312284526798786
0.6,0.55,8.320361938479804
0.7,0.55,8.32131677628207
0,0.6,8.15801370612486
0.1,0.6,8.190594320157247
0.2,0.6,8.312607107137522
0.3,0.6,8.40927798254072
0.4,0.6,8.55009075158587
0.5,0.6,8.576813306753833
0.6,0.6,8.607122955379047
0.7,0.6,8.620903587448636
0,0.65,8.406890888034335
0.1,0.65,8.462323093438876
0.2,0.65,8.54807785029072
0.3,0.65,8.639600343880149
0.4,0.65,8.72040026861812
0.5,0.65,8.786710238727135
0.6,0.65,8.799949054030463
0.7,0.65,8.799871634749174
0,0.7,8.563703641788626
0.1,0.7,8.618877782921576
0.2,0.7,8.69212932584047
0.3,0.7,8.79989744132998
0.4,0.7,8.880219946130312
0.5,0.7,8.943884775907247
0.6,0.7,8.957239684779266
0.7,0.7,8.958349366370554
0,0.75,8.71194866207688
0.1,0.75,8.720387367249574
0.2,0.75,8.799820021741272
0.3,0.75,8.880129623635474
0.4,0.75,8.960323572180558
0.5,0.75,9.02979447363085
0.6,0.75,9.037497692077968
0.7,0.75,9.039058980912214
0,0.8,8.789342526570024
0.1,0.8,8.800710344244665
0.2,0.8,8.880245753479667
0.3,0.8,8.961897764372337
0.4,0.8,9.04020736691755
0.5,0.8,9.091781511469739
0.6,0.8,9.113265362027718
0.7,0.8,9.106142788148997
0,0.85,8.818839359280235
0.1,0.85,8.868994150343202
0.2,0.85,8.91852979789139
0.3,0.85,9.025213832853956
0.4,0.85,9.091691188974934
0.5,0.85,9.122400837194483
0.6,0.85,9.133820181080873
0.7,0.85,9.130194378106617
0,0.9,8.87951026969257
0.1,0.9,8.886155470475469
0.2,0.9,8.960839700871208
0.3,0.9,9.04223317144461
0.4,0.9,9.124426641709169
0.5,0.9,9.195110445087366
0.6,0.9,9.198116893836254
0.7,0.9,9.199562053743033
0,0.95,8.885187706710306
0.1,0.95,8.92371692278532
0.2,0.95,8.978310651882724
0.3,0.95,9.062207346017342
0.4,0.95,9.1499491978986
0.5,0.95,9.198903989853353
0.6,0.95,9.199871730866587
0.7,0.95,9.199962053360137
0,1,8.919858838724146
0.1,1,8.959755826636846
0.2,1,9.037071886027322
0.3,1,9.118736324571925
0.4,1,9.197174959242234
0.5,1,9.204645919841585
0.6,1,9.212233009357995
0.7,1,9.203355598488848
