PAAOM/AMP,PADPaom/AMP,Power
0.0,0.0,0.09845161986916383
0.1,0.0,1.2835355384032616
0.2,0.0,4.40020678641748
0.3,0.0,8.314426460247994
0.4,0.0,10.97960097549979
0.5,0.0,10.967588087290032
0.6,0.0,10.9656009929997
0.7,0.0,10.967149378161006
0.0,0.05,0.08655484481690127
0.1,0.05,1.2474452118869832
0.2,0.05,4.259974421070836
0.3,0.05,8.048091179848614
0.4,0.05,10.961962287870637
0.5,0.05,10.965330025596476
0.6,0.05,10.965923573241637
0.7,0.05,10.965071961402927
0.0,0.1,0.12272258908037147
0.1,0.1,1.1921291213386027
0.2,0.1,3.9432906797097065
0.3,0.1,7.386490908212693
0.4,0.1,10.318490972726098
0.5,0.1,10.9642203495642
0.6,0.1,10.96351067303195
0.7,0.1,10.961820352564187
0.0,0.15,0.313587118368466
0.1,0.15,1.2325419953063186
0.2,0.15,3.5988647784740664
0.3,0.15,6.560581064583751
0.4,0.15,9.124594383467722
0.5,0.15,10.469174706241708
0.6,0.15,10.796336623709715
0.7,0.15,10.839717229386132
0.0,0.2,0.7659742423699735
0.1,0.2,1.500013003225863
0.2,0.2,3.404219565619358
0.3,0.2,5.789110118309466
0.4,0.2,7.862813513235703
0.5,0.2,9.012013845601148
0.6,0.2,9.32028451919851
0.7,0.2,9.359987707283384
0.0,0.25,1.5406452612903505
0.1,0.25,2.0995356339999742
0.2,0.25,3.5373292352515437
0.3,0.25,5.359006822608505
0.4,0.25,6.896116703217734
0.5,0.25,7.760594018440358
0.6,0.25,7.9998587799608165
0.7,0.25,8.039446011999624
0.0,0.3,2.634309898454508
0.1,0.3,3.039613103572531
0.2,0.3,4.079535883569247
0.3,0.3,5.359755208964962
0.4,0.3,6.480271462506418
0.5,0.3,7.109897148033889
0.6,0.3,7.265974657554984
0.7,0.3,7.291097279447266
0.0,0.35,3.959226169167896
0.1,0.35,4.240167986796688
0.2,0.35,4.955174472867533
0.3,0.35,5.820968150967502
0.4,0.35,6.561329450936972
0.5,0.35,6.987497261696763
0.6,0.35,7.117587074644306
0.7,0.35,7.125497134006547
0.0,0.4,5.338555230155146
0.1,0.4,5.519935938955035
0.2,0.4,5.9928391918386525
0.3,0.4,6.558181066982122
0.4,0.4,7.0402197896485665
0.5,0.4,7.316581269926455
0.6,0.4,7.38313607276303
0.7,0.4,7.398374767360495
0.0,0.45,6.560503645307966
0.1,0.45,6.692499164784477
0.2,0.45,6.992942417541872
0.3,0.45,7.356271583258371
0.4,0.45,7.677252137933566
0.5,0.45,7.8522199729633995
0.6,0.45,7.909987838702101
0.7,0.45,7.916116901065401
0.0,0.5,7.504181117880023
0.1,0.5,7.599677801226609
0.2,0.5,7.802826443263132
0.3,0.5,8.070117008151717
0.4,0.5,8.283316812382047
0.5,0.5,8.399884443077458
0.6,0.5,8.415355396122116
0.7,0.5,8.425329580195323
0.0,0.55,8.117665357481476
0.1,0.55,8.192400770123863
0.2,0.55,8.348607072700165
0.3,0.55,8.554348812034076
0.4,0.55,8.716090593294904
0.5,0.55,8.803768405855617
0.6,0.55,8.826181287789035
0.7,0.55,8.833755474141872
0.0,0.6,8.551768169355842
0.1,0.6,8.587355232223075
0.2,0.6,8.725174457323671
0.3,0.6,8.888374869318742
0.4,0.6,9.040065431574002
0.5,0.6,9.117833099620158
0.6,0.6,9.127304058278206
0.7,0.6,9.13646533978952
0.0,0.65,8.802207114864313
0.1,0.65,8.869716730301716
0.2,0.65,8.96538163204073
0.3,0.65,9.13212986008823
0.4,0.65,9.274426498312723
0.5,0.65,9.335497407971951
0.6,0.65,9.35365222943412
0.7,0.65,9.344413528533781
0.0,0.7,8.969188080027166
0.1,0.7,9.037291240687706
0.2,0.7,9.139755659205504
0.3,0.7,9.282361974580693
0.4,0.7,9.40175540911116
0.5,0.7,9.46938115122747
0.6,0.7,9.485781135556353
0.7,0.7,9.492619838671358
0.0,0.75,9.10979439758075
0.1,0.75,9.14436210638408
0.2,0.75,9.266465215640629
0.3,0.75,9.391303806216966
0.4,0.75,9.519148845415595
0.5,0.75,9.585097169850947
0.6,0.75,9.593871355063593
0.7,0.75,9.59491651536148
0.0,0.8,9.199213666973979
0.1,0.8,9.221845903510651
0.2,0.8,9.343536110012458
0.3,0.8,9.467806959154768
0.4,0.8,9.589935874931726
0.5,0.8,9.643871307194365
0.6,0.8,9.675006761366287
0.7,0.8,9.650877752097117
0.0,0.85,9.24885232932822
0.1,0.85,9.280516815045983
0.2,0.85,9.36558770190129
0.3,0.85,9.519084329347049
0.4,0.85,9.60503263473027
0.5,0.85,9.679935788931166
0.6,0.85,9.680890627502157
0.7,0.85,9.680916433929557
0.0,0.9,9.280465202198224
0.1,0.9,9.31361355779389
0.2,0.9,9.407626371246572
0.3,0.9,9.520864972806878
0.4,0.9,9.653006782310525
0.5,0.9,9.70347126181841
0.6,0.9,9.723535836356222
0.7,0.9,9.729355239926187
0.0,0.95,9.31361355779396
0.1,0.95,9.347742557628758
0.2,0.95,9.440529565755073
0.3,0.95,9.564000415698873
0.4,0.95,9.6768132112541
0.5,0.95,9.74025856604574
0.6,0.95,9.75945876346082
0.7,0.95,9.760142640542115
0.0,1.0,9.360826282981936
0.1,1.0,9.394284448528378
0.2,1.0,9.507019824825084
0.3,1.0,9.607393922780593
0.4,1.0,9.723239067209638
0.5,1.0,9.79832324973823
0.6,1.0,9.832800636339021
0.7,1.0,9.825174837132106
