X,Y,Err
-80.0,0.00980392156862745,0.00980392156862745
-79.0,0.007042253521126761,0.007042253521126761
-78.0,0.040983606557377046,0.02422312596644973
-77.0,0.007936507936507936,0.007936507936507936
-76.0,0.00847457627118644,0.00847457627118644
-75.0,0.007936507936507936,0.007936507936507936
-74.0,0.010416666666666668,0.010416666666666668
-73.0,0.009259259259259259,0.009259259259259259
-72.0,0.02238805970149254,0.016585632336778747
-71.0,0.00909090909090909,0.00909090909090909
-70.0,0.007936507936507936,0.007936507936507936
-69.0,0.0078125,0.0078125
-68.0,0.009259259259259259,0.009259259259259259
-67.0,0.00980392156862745,0.00980392156862745
-66.0,0.011627906976744186,0.011627906976744186
-65.0,0.03125,0.023093290987914263
-64.0,0.029411764705882353,0.021746150012567484
-63.0,0.0078125,0.0078125
-62.0,0.02631578947368421,0.01947402289213039
-61.0,0.010204081632653062,0.010204081632653062
-60.0,0.025,0.018507137117711788
-59.0,0.040322580645161296,0.02383839445810732
-58.0,0.05737704918032787,0.028863634199441
-57.0,0.06481481481481481,0.03250086354896472
-56.0,0.04237288135593221,0.02503106075491253
-55.0,0.08035714285714286,0.03553118648959067
-54.0,0.049999999999999996,0.029450754468697576
-53.0,0.040322580645161296,0.02383839445810732
-52.0,0.024590163934426233,0.018205826501593095
-51.0,0.024193548387096774,0.017914168098811883
-50.0,0.007936507936507936,0.007936507936507936
-49.0,0.00819672131147541,0.00819672131147541
-48.0,0.008064516129032258,0.008064516129032258
-47.0,0.023809523809523808,0.017631705504222727
-46.0,0.008771929824561403,0.008771929824561403
-45.0,0.022058823529411763,0.01634322226840681
-44.0,0.007575757575757577,0.007575757575757576
-43.0,0.007575757575757577,0.007575757575757576
-42.0,0.02631578947368421,0.01947402289213039
-41.0,0.00909090909090909,0.00909090909090909
-40.0,0.008620689655172414,0.008620689655172414
-39.0,0.009259259259259259,0.009259259259259259
-38.0,0.007692307692307693,0.007692307692307693
-37.0,0.009615384615384616,0.009615384615384616
-36.0,0.007936507936507936,0.007936507936507936
-35.0,0.02631578947368421,0.01947402289213039
-34.0,0.021739130434782608,0.016107795079020618
-33.0,0.00892857142857143,0.00892857142857143
-32.0,0.009259259259259259,0.009259259259259259
-31.0,0.00892857142857143,0.00892857142857143
-30.0,0.00892857142857143,0.00892857142857143
-29.0,0.006756756756756756,0.006756756756756757
