X,Y,Err
-48.625,0.004464285714285715,0.004464285714285715
-47.75,0.012396694214876033,0.009209098980962413
-46.875,0.003968253968253968,0.003968253968253968
-46.0,0.004424778761061947,0.004424778761061947
-45.125,0.003703703703703704,0.003703703703703704
-44.25,0.004347826086956522,0.004347826086956522
-43.375,0.004273504273504274,0.004273504273504274
-42.5,0.015,0.011135075167680683
-41.625,0.005050505050505051,0.005050505050505052
-40.75,0.005434782608695653,0.005434782608695652
-39.875,0.005050505050505051,0.005050505050505052
-39.0,0.004761904761904762,0.004761904761904762
-38.125,0.02380952380952381,0.014163087860206012
-37.25,0.014150943396226417,0.010507232715830728
-36.375,0.004132231404958678,0.004132231404958678
-35.5,0.004807692307692307,0.004807692307692307
-34.625,0.02212389380530973,0.01316856299367867
-33.75,0.004587155963302752,0.004587155963302752
-33.0,0.004761904761904762,0.004761904761904762
-32.875,0.0053191489361702135,0.005319148936170213
-32.0,0.007075471698113209,0.005263738114237584
-31.125,0.004761904761904762,0.004761904761904762
-31.0,0.004545454545454546,0.004545454545454546
-30.25,0.015151515151515152,0.01124708316603167
-30.0,0.024038461538461536,0.014298064147424874
-29.375,0.004854368932038835,0.004854368932038835
-29.0,0.004424778761061947,0.004424778761061947
-28.5,0.023364485981308407,0.013900637347274461
-28.0,0.005376344086021505,0.005376344086021505
-27.625,0.013513513513513514,0.010035684609424037
-27.0,0.005376344086021505,0.005376344086021505
-26.75,0.03043478260869565,0.015484738829031732
-26.0,0.004587155963302752,0.004587155963302752
-25.875,0.015306122448979593,0.011361367283947578
-25.0,0.013966480446927375,0.008337936123445237
-24.125,0.026595744680851068,0.015804190467046286
-24.0,0.014563106796116505,0.010812047678645968
-23.25,0.01485148514851485,0.011025275966000045
-23.0,0.004761904761904762,0.004761904761904762
-22.375,0.004901960784313725,0.004901960784313725
-22.0,0.03181818181818182,0.01617934402091608
-21.5,0.004237288135593221,0.004237288135593221
-21.0,0.04787234042553192,0.02148292770030784
-20.625,0.030172413793103446,0.01535291130165846
-20.0,0.005154639175257731,0.005154639175257731
-19.75,0.02212389380530973,0.01316856299367867
-19.0,0.03125,0.01853782909606561
-18.875,0.03271028037383177,0.01662683365786986
-18.0,0.03350515463917526,0.012692843942433585
-17.125,0.016129032258064516,0.011969487718085186
-17.0,0.024752475247524754,0.014718879947840104
-16.25,0.022321428571428572,0.013285174132056607
-16.0,0.004807692307692307,0.004807692307692307
-15.375,0.013761467889908256,0.010219132342387064
-15.0,0.026881720430107524,0.0159724360036059
-14.5,0.014018691588785045,0.010409411233777522
-14.0,0.03125000000000001,0.015894158551548934
-13.625,0.03333333333333334,0.01693916429270603
-13.0,0.0049504950495049506,0.0049504950495049506
-12.75,0.0045045045045045045,0.0045045045045045045
-12.0,0.027173913043478264,0.01614430127369343
-11.875,0.05855855855855856,0.021924913501612346
-11.0,0.03588516746411483,0.012672132123471885
-10.125,0.04368932038834951,0.019642236206688774
-10.0,0.051886792452830184,0.02112007906184457
-9.25,0.05416666666666667,0.020322878103665173
-9.0,0.08928571428571429,0.03072175655314988
-8.375,0.12393162393162394,0.030291091268086923
-8.0,0.21195652173913046,0.04249286473096759
-7.5,0.2524752475247525,0.04315741528258092
-7.0,0.31981981981981983,0.04423931308216355
-6.625,0.30869565217391304,0.04304513476383211
-6.0,0.3915094339622642,0.04739613270488216
-5.75,0.355,0.04782913612669857
-5.0,0.5867346938775511,0.04973393876054014
-4.875,0.4605263157894737,0.04668183078728036
-4.0,0.5182648401826484,0.0337642150221619
-3.125,0.5223214285714286,0.047198031239421075
-3.0,0.49489795918367346,0.050504970539434306
-2.25,0.46190476190476193,0.048651804501824956
-2.0,0.42929292929292934,0.0497417060696773
-1.375,0.4029126213592233,0.04831948988119445
-1.0,0.3282828282828283,0.047163194791931366
-0.5,0.42929292929292934,0.0497417060696773
0.0,0.20744680851063832,0.04170467801837306
0.375,0.23557692307692307,0.041533305180194005
1.0,0.25,0.04771976057707407
1.25,0.22169811320754718,0.04025981917988905
2.0,0.08620689655172414,0.029708213632129617
2.125,0.1468253968253968,0.03140491333385075
3.0,0.05868544600938967,0.015969864827921357
3.875,0.07798165137614678,0.02538717513845519
4.0,0.09895833333333333,0.030185638783081763
4.75,0.02212389380530973,0.01316856299367867
5.0,0.03932584269662921,0.019934646640729047
5.625,0.05855855855855856,0.021924913501612346
6.0,0.03571428571428572,0.018131181520243195
6.5,0.029411764705882356,0.014970556545317776
7.0,0.08585858585858587,0.027840954374566722
7.375,0.03571428571428572,0.018131181520243195
8.0,0.03804347826086957,0.019294929220085084
8.25,0.011811023622047244,0.008775425375679378
9.0,0.0590909090909091,0.022118622292520623
9.125,0.04591836734693878,0.020623990254312333
10.0,0.048837209302325574,0.014547592791880512
10.875,0.0625,0.023356648883134698
11.0,0.06111111111111111,0.02476831190287226
11.75,0.10775862068965518,0.028588767624476315
12.0,0.075,0.025990479997588547
12.625,0.04455445544554455,0.02002351328332345
13.0,0.10294117647058824,0.029833417083931033
13.5,0.06488549618320612,0.021261552809219597
14.0,0.10294117647058824,0.029833417083931033
14.375,0.06818181818181819,0.023706990139075904
15.0,0.22282608695652176,0.04327997666914253
15.25,0.19026548672566373,0.03682149773693194
16.0,0.18137254901960784,0.038023646510510364
