X,Y,Err
-83,0.006997571341833542,0.024553532823177338
-82,0.010576923076922928,0.022850009292896822
-81,0.025404858299595046,0.024838544409549846
-80,0.042692307692307585,0.028627349388070687
-79,0.003947368421052588,0.022256157252050122
-78,0.04180790960451963,0.02835272373060126
-77,0.041958234108811165,0.02841650922099354
-76,-0.0010263929618768985,0.02010335216477757
-75,0.021221931395508986,0.023448495487171775
-74,-0.006935483870967762,0.01951782547581856
-73,0.022927072927072856,0.02160128695154814
-72,0.015200617283950613,0.020356310789250983
-71,-0.008318181818181891,0.01720537687280085
-70,0.041945552280215015,0.023835976737069896
-69,0.011994245639273537,0.020482590271083744
-68,0.001948051948051921,0.01831410158181171
-67,0.0020334928229664984,0.018344569731780613
-66,0.019982394366197198,0.024397191848560814
-65,0.06770294922468822,0.027852160428454203
-64,0.009684995855208545,0.019728929609869425
-63,0.018072289156626398,0.02308653149440173
-62,0.06773989898989907,0.02794714000483936
-61,0.03974358974358971,0.02419609891018468
-60,0.018176972281449877,0.021286583737034955
-59,0.017123094297007313,0.019931029303618376
-58,0.03809754521963826,0.025964036628930376
-57,0.012549096622152422,0.020652586168014082
-56,0.03193095072866059,0.024738323277731174
-55,0.032428292954608584,0.025051875763113383
-54,0.035024875621890605,0.02394599806674556
-53,0.06927308802308807,0.030212764645352316
-52,0.014285714285714235,0.02451927679903025
-51,0.020579710144927543,0.020963301604976683
-50,0.06643414933754488,0.02784860706529148
-49,0.03727770177838574,0.024568340156957292
-48,0.03256919680760728,0.022340819910739763
-47,0.019583333333333286,0.020640071155051957
-46,0.03402777777777766,0.023675498735448282
-45,0.01390099626400998,0.01996521457814208
-44,0.0345604064410574,0.02285434805357911
-43,0.02260101010101012,0.02318775400376046
-42,-0.008414475819539247,0.015784797211146458
-41,0.027559971356963864,0.02399174634239961
-40,0.036868268434134155,0.023451402344012672
-39,0.02766493465595976,0.021943906599618895
-38,0.045310853530031614,0.025633797008822113
-37,0.034724799010513174,0.022900418521759263
-36,0.010230179028133057,0.019912771479034398
-35,0.06321573163678429,0.028882027030132738
-34,0.007896977437207298,0.01915064221530159
-33,0.048569157392686746,0.02462705404756735
-32,0.023897058823529327,0.023784184511570033
-31,0.036004772279282116,0.025354139293624862
-30,0.03589979819250677,0.02419689333460699
-29,0.07500000000000007,0.02726584822502943
-28,0.0008308895405669814,0.017948419593351545
-27,0.06566594325215025,0.03150997042633977
-26,0.21689837008628943,0.047928471073316506
-25,0.38800104566050864,0.05910154943999225
-24,0.6863465866466617,0.05451739198369499
-23,0.7154320987654321,0.05397739004175208
-22,0.4614837593695944,0.055859238046444416
-21,0.3409188830889054,0.05572250034493189
-20,0.19419801609582643,0.04751928789788836
-19,0.0024131274131273805,0.020898112721312305
-18,0.02766493465595976,0.021943906599618895
-17,0.036058368495077264,0.022409621177589416
-16,0.020362028695361967,0.020862528379045557
-15,-0.01020080321285144,0.01514817216801381
-14,0.03035714285714275,0.024410200833699595
-13,0.009502465262214321,0.019710065877078645
-12,0.035780590717299554,0.022325103742772016
-11,0.012167606768734851,0.021281970041361085
-10,0.03504492939666237,0.023954308648412765
-9,0.02465453319851707,0.022101432005991087
-8,0.006450333227546734,0.020403640442856804
-7,0.02605016156331741,0.02253443917704721
-6,0.006028577020943282,0.019726948819742754
-5,0.010741912798874709,0.019036069639439535
-4,0.034452259164535315,0.023804099502184213
-3,0.024441404468764194,0.02106094686750538
-2,0.016483857615893993,0.02376731923712963
-1,0.01749889527176307,0.021622565427934712
0,0.03152431510095732,0.02496178763245246
1,0.05928542178542173,0.02925884187034674
2,0.029036063363667042,0.024002014333797166
3,0.027118785452118765,0.021794449428061097
4,0.004030501089324567,0.01904721751271845
5,0.05851996105160662,0.027924982490692907
6,0.05459183673469392,0.025154581783622117
7,0.06750154607297454,0.029864092263862736
8,0.014885844748858457,0.020267490711591847
9,0.03972125435540075,0.025034136655459508
10,0.04876651211617522,0.02613430079072581
11,0.024904476966332578,0.02265274235129754
12,0.046264367816092,0.027021261538605464
13,0.038366013071895466,0.022962516915393333
14,0.014152243175751367,0.02003889307883038
15,0.05826558265582649,0.02913322402600716
16,0.049198717948717885,0.023930191104725176
17,0.02635215159889448,0.021583755943386185
18,0.017380952380952386,0.021020737399970364
19,-0.010847172587765463,0.01615041023143882
20,0.022779466396487646,0.02270893466809726
21,0.022463768115942084,0.0205871447218958
22,0.029080459770114864,0.022336737573381577
23,0.0024305555555554914,0.017378987128139733
24,0.021393280632411193,0.022843979569811837
25,0.053893184679014605,0.027487144270191114
26,0.060482654600301555,0.03006461020789006
27,0.019668874172185324,0.022879280429324866
28,0.0558663558663558,0.02833760270987176
29,0.015125391849529657,0.022887927198911317
30,0.06145759087669278,0.032479007411378456
31,0.026802507836990452,0.025225734312107517
32,0.012352941176470567,0.02353323646870764
33,0.008170239204721819,0.021953863058514662
34,0.040336771844660224,0.02792012730191943
35,0.0039828834759709775,0.022144647082430354
36,0.037919038583175246,0.029789065538126196
37,0.022816399286987532,0.02547774784123318
