Parameter,Image1,Image2,Image3
1.0,476,277,1
2.0,476,295,33
3.0,476,302,64
4.0,476,296,70
5.0,476,312,121
6.0,476,285,106
7.0,476,303,123
8.0,476,278,122
9.0,476,285,128
10.0,476,298,147
11.0,476,297,138
12.0,476,286,123
13.0,476,285,133
14.0,476,278,122
15.0,476,273,118
16.0,476,305,114
17.0,476,289,126
18.0,476,284,130
19.0,476,300,138
20.0,476,273,120
21.0,476,291,142
22.0,476,284,1
23.0,476,286,18
24.0,476,282,60
25.0,476,293,127
26.0,476,296,174
27.0,476,296,213
28.0,476,294,230
29.0,476,304,230
30.0,476,292,218
31.0,476,310,239
32.0,476,290,217
33.0,476,286,202
34.0,476,294,206
35.0,476,290,169
36.0,476,281,134
37.0,476,307,125
38.0,476,299,102
39.0,476,293,88
40.0,476,283,73
41.0,476,280,78
42.0,476,278,79
43.0,476,282,1
44.0,476,283,33
45.0,476,289,100
46.0,476,285,132
47.0,476,284,185
48.0,476,273,174
49.0,476,306,197
50.0,476,278,164
51.0,476,314,196
52.0,476,292,139
53.0,476,302,126
54.0,476,274,103
55.0,476,312,82
56.0,476,270,82
57.0,476,282,69
58.0,476,280,68
59.0,476,286,56
60.0,476,295,64
61.0,476,307,36
62.0,476,277,28
63.0,476,305,19
64.0,476,306,2
65.0,476,289,1
66.0,476,299,15
67.0,476,267,28
68.0,476,265,62
69.0,476,303,70
70.0,476,269,90
71.0,476,296,141
72.0,476,273,126
73.0,476,279,170
74.0,476,306,199
75.0,476,281,204
76.0,476,299,216
77.0,476,296,216
78.0,476,282,215
79.0,476,294,192
80.0,476,283,206
81.0,476,282,172
82.0,476,296,149
83.0,476,290,111
84.0,476,274,92
85.0,476,281,1
86.0,476,279,9
87.0,476,289,29
88.0,476,284,71
89.0,476,293,128
90.0,476,294,169
91.0,476,299,224
92.0,476,304,255
93.0,476,294,255
94.0,476,306,256
95.0,476,299,221
96.0,476,280,173
97.0,476,295,119
98.0,476,271,84
99.0,476,264,45
100.0,476,286,21
101.0,476,280,12
102.0,476,291,12
103.0,476,293,42
104.0,476,292,80
105.0,476,269,111
106.0,476,282,0
107.0,476,274,12
108.0,476,297,58
109.0,476,297,129
110.0,476,296,190
111.0,476,285,211
112.0,476,282,228
113.0,476,292,213
114.0,476,266,161
115.0,476,277,113
116.0,476,283,54
117.0,476,290,23
118.0,476,268,2
119.0,476,296,21
120.0,476,275,81
121.0,476,299,139
122.0,476,297,196
123.0,476,280,229
124.0,476,286,241
125.0,476,300,234
126.0,476,301,184
