Parameter,Image1,Image2,Image3
1.0,115,75,0
2.0,115,69,0
3.0,115,67,0
4.0,115,72,0
5.0,115,70,0
6.0,115,64,1
7.0,115,61,1
8.0,115,63,0
9.0,115,70,1
10.0,115,65,0
11.0,115,74,0
12.0,115,77,1
13.0,115,70,0
14.0,115,72,1
15.0,115,63,0
16.0,115,73,1
17.0,115,68,2
18.0,115,68,1
19.0,115,71,6
20.0,115,63,12
21.0,115,70,9
22.0,115,69,5
23.0,115,67,2
24.0,115,66,1
25.0,115,68,0
26.0,115,68,1
27.0,115,67,1
28.0,115,79,0
29.0,115,65,2
30.0,115,73,0
31.0,115,74,2
32.0,115,60,14
33.0,115,68,25
34.0,115,67,18
35.0,115,61,9
36.0,115,67,1
37.0,115,71,0
38.0,115,67,0
39.0,115,71,0
40.0,115,68,1
41.0,115,72,2
42.0,115,70,0
43.0,115,76,2
44.0,115,73,0
45.0,115,69,2
46.0,115,69,1
47.0,115,75,0
48.0,115,73,0
49.0,115,71,0
50.0,115,70,0
51.0,115,74,0
52.0,115,73,2
53.0,115,66,0
54.0,115,78,0
55.0,115,66,0
56.0,115,66,0
57.0,115,69,0
58.0,115,76,0
59.0,115,68,0
60.0,115,68,0
61.0,115,63,0
62.0,115,74,1
63.0,115,74,0
64.0,115,69,2
65.0,115,73,0
66.0,115,71,1
67.0,115,84,1
68.0,115,71,0
69.0,115,82,0
70.0,115,68,0
71.0,115,66,1
72.0,115,72,0
73.0,115,62,0
74.0,115,79,0
75.0,115,66,1
76.0,115,68,7
77.0,115,75,23
78.0,115,78,31
79.0,115,72,4
80.0,115,70,0
81.0,115,66,0
82.0,115,69,1
83.0,115,63,0
84.0,115,58,0
85.0,115,73,1
86.0,115,73,1
87.0,115,71,0
88.0,115,75,0
89.0,115,67,2
90.0,115,66,1
91.0,115,66,1
92.0,115,60,1
93.0,115,68,5
94.0,115,79,25
95.0,115,73,51
96.0,115,67,50
97.0,115,73,15
98.0,115,77,5
99.0,115,63,2
100.0,115,70,1
101.0,115,74,0
102.0,115,61,1
103.0,115,73,0
104.0,115,68,0
105.0,115,56,0
106.0,115,80,1
107.0,115,74,0
108.0,115,71,1
109.0,115,80,0
110.0,115,64,0
111.0,115,75,0
112.0,115,79,0
113.0,115,65,0
114.0,115,68,0
115.0,115,64,1
116.0,115,66,0
117.0,115,66,0
118.0,115,66,1
119.0,115,64,0
120.0,115,75,0
121.0,115,68,0
122.0,115,66,0
123.0,115,69,1
124.0,115,72,0
125.0,115,71,2
126.0,115,73,2
127.0,115,67,19
128.0,115,72,33
129.0,115,68,15
130.0,115,78,8
131.0,115,62,0
132.0,115,71,0
133.0,115,64,1
134.0,115,78,0
135.0,115,57,0
136.0,115,74,2
137.0,115,79,0
138.0,115,63,0
139.0,115,72,3
140.0,115,73,0
141.0,115,77,1
142.0,115,70,0
143.0,115,68,2
144.0,115,72,9
145.0,115,70,33
146.0,115,77,62
147.0,115,71,40
148.0,115,64,6
149.0,115,75,4
150.0,115,73,2
151.0,115,80,3
152.0,115,67,2
153.0,115,73,1
154.0,115,69,1
155.0,115,78,0
156.0,115,67,1
157.0,115,68,1
158.0,115,63,0
159.0,115,66,1
160.0,115,69,1
161.0,115,65,1
162.0,115,66,0
163.0,115,71,1
164.0,115,68,0
165.0,115,78,0
166.0,115,59,0
167.0,115,73,1
168.0,115,68,1
169.0,115,69,0
170.0,115,72,0
171.0,115,66,0
172.0,115,71,1
173.0,115,69,1
