Parameter,Image1,Image2,Image3
1.0,273,161,5
2.0,273,169,0
3.0,273,149,3
4.0,273,171,0
5.0,273,160,3
6.0,273,165,14
7.0,273,170,25
8.0,273,175,48
9.0,273,171,71
10.0,273,173,96
11.0,273,166,112
12.0,273,160,107
13.0,273,159,66
14.0,273,155,38
15.0,273,179,37
16.0,273,169,12
17.0,273,159,1
18.0,273,171,3
19.0,273,176,3
20.0,273,154,2
21.0,273,167,1
22.0,273,158,0
23.0,273,166,3
24.0,273,160,1
25.0,273,167,0
26.0,273,160,1
27.0,273,165,2
28.0,273,162,1
29.0,273,166,1
30.0,273,170,0
31.0,273,159,3
32.0,273,156,3
33.0,273,150,2
34.0,273,165,0
35.0,273,165,4
36.0,273,158,4
37.0,273,151,2
38.0,273,178,1
39.0,273,157,3
40.0,273,166,0
41.0,273,159,1
42.0,273,167,3
43.0,273,159,1
44.0,273,166,2
45.0,273,166,3
46.0,273,168,6
47.0,273,161,14
48.0,273,165,10
49.0,273,164,31
50.0,273,161,44
51.0,273,159,63
52.0,273,168,79
53.0,273,160,107
54.0,273,175,138
55.0,273,161,118
56.0,273,174,95
57.0,273,152,60
58.0,273,177,45
59.0,273,173,23
60.0,273,171,8
61.0,273,161,3
62.0,273,178,7
63.0,273,163,8
64.0,273,181,1
65.0,273,165,1
66.0,273,173,2
67.0,273,165,0
68.0,273,160,1
69.0,273,165,1
70.0,273,150,0
71.0,273,172,3
72.0,273,149,0
73.0,273,166,2
74.0,273,153,2
75.0,273,164,1
76.0,273,143,2
77.0,273,167,1
78.0,273,160,2
79.0,273,176,3
80.0,273,155,1
81.0,273,156,2
82.0,273,158,2
83.0,273,155,2
84.0,273,169,1
85.0,273,164,3
86.0,273,167,1
87.0,273,172,3
88.0,273,167,1
89.0,273,159,1
90.0,273,160,4
91.0,273,169,3
92.0,273,176,23
93.0,273,163,39
94.0,273,170,62
95.0,273,166,54
96.0,273,157,45
97.0,273,156,26
98.0,273,161,12
99.0,273,171,2
100.0,273,162,1
101.0,273,153,2
102.0,273,161,2
103.0,273,167,2
104.0,273,152,4
105.0,273,166,2
106.0,273,161,6
107.0,273,157,1
108.0,273,174,1
109.0,273,162,1
110.0,273,166,5
111.0,273,158,3
112.0,273,179,2
113.0,273,172,0
114.0,273,166,1
115.0,273,159,2
116.0,273,154,2
117.0,273,151,4
118.0,273,164,7
119.0,273,137,1
120.0,273,155,2
121.0,273,153,0
122.0,273,158,4
123.0,273,160,1
124.0,273,160,1
125.0,273,177,1
126.0,273,156,2
127.0,273,175,170
