Parameter,Image1,Image2,Image3
1.0,900,519,8
2.0,900,538,4
3.0,900,522,5
4.0,900,539,2
5.0,900,541,3
6.0,900,536,8
7.0,900,533,16
8.0,900,524,36
9.0,900,539,34
10.0,900,544,34
11.0,900,494,23
12.0,900,533,32
13.0,900,518,15
14.0,900,515,15
15.0,900,535,10
16.0,900,533,12
17.0,900,528,3
18.0,900,524,8
19.0,900,552,26
20.0,900,523,79
21.0,900,529,115
22.0,900,526,133
23.0,900,533,96
24.0,900,540,86
25.0,900,511,69
26.0,900,539,39
27.0,900,509,39
28.0,900,505,27
29.0,900,531,29
30.0,900,526,14
31.0,900,536,27
32.0,900,517,61
33.0,900,546,107
34.0,900,518,122
35.0,900,512,126
36.0,900,525,103
37.0,900,554,92
38.0,900,511,62
39.0,900,525,38
40.0,900,542,35
41.0,900,518,20
42.0,900,527,19
43.0,900,523,23
44.0,900,517,30
45.0,900,542,59
46.0,900,526,97
47.0,900,536,126
48.0,900,538,123
49.0,900,509,83
50.0,900,551,59
51.0,900,546,46
52.0,900,535,38
53.0,900,558,31
54.0,900,530,14
55.0,900,519,16
56.0,900,551,19
57.0,900,520,13
58.0,900,554,31
59.0,900,542,36
60.0,900,566,47
61.0,900,542,42
62.0,900,542,19
63.0,900,537,19
64.0,900,528,15
65.0,900,529,9
66.0,900,537,8
67.0,900,525,7
68.0,900,531,8
69.0,900,527,5
70.0,900,544,5
71.0,900,549,6
72.0,900,525,2
73.0,900,523,0
74.0,900,570,5
75.0,900,529,4
76.0,900,514,13
77.0,900,518,62
78.0,900,540,231
79.0,900,524,240
80.0,900,551,118
81.0,900,537,46
82.0,900,539,24
83.0,900,523,11
84.0,900,505,9
85.0,900,576,5
86.0,900,530,4
87.0,900,508,5
88.0,900,524,6
89.0,900,540,3
90.0,900,520,4
91.0,900,517,6
92.0,900,503,14
93.0,900,547,71
94.0,900,559,89
95.0,900,538,121
96.0,900,548,228
97.0,900,542,228
98.0,900,541,115
99.0,900,548,51
100.0,900,534,17
101.0,900,545,14
102.0,900,543,7
103.0,900,529,5
104.0,900,539,4
105.0,900,523,4
106.0,900,528,3
107.0,900,502,6
108.0,900,535,4
109.0,900,535,9
110.0,900,515,9
111.0,900,523,37
112.0,900,539,162
113.0,900,517,180
114.0,900,541,83
115.0,900,523,24
116.0,900,536,19
117.0,900,541,7
118.0,900,520,1
119.0,900,505,4
120.0,900,541,1
121.0,900,524,1
122.0,900,526,1
123.0,900,511,1
124.0,900,531,3
125.0,900,516,4
126.0,900,532,7
127.0,900,567,57
128.0,900,530,163
129.0,900,524,273
130.0,900,544,243
131.0,900,529,120
132.0,900,553,48
133.0,900,530,16
134.0,900,534,11
135.0,900,509,13
136.0,900,557,8
137.0,900,556,3
138.0,900,506,3
139.0,900,515,9
140.0,900,541,4
141.0,900,531,3
142.0,900,528,6
143.0,900,540,18
144.0,900,524,33
145.0,900,529,91
146.0,900,537,231
147.0,900,558,391
148.0,900,554,313
149.0,900,529,128
150.0,900,532,62
151.0,900,518,33
152.0,900,536,12
153.0,900,540,13
154.0,900,531,4
155.0,900,514,6
156.0,900,556,3
157.0,900,520,3
158.0,900,491,6
159.0,900,528,2
160.0,900,526,18
161.0,900,527,60
162.0,900,542,142
163.0,900,527,218
164.0,900,542,156
165.0,900,500,50
166.0,900,521,23
167.0,900,538,24
168.0,900,520,9
169.0,900,537,4
170.0,900,536,2
171.0,900,519,1
172.0,900,530,4
173.0,900,528,1
