Parameter,Image1,Image2,Image3
1.0,896,471,7
2.0,896,516,4
3.0,896,486,0
4.0,896,493,5
5.0,896,463,6
6.0,896,504,15
7.0,896,501,26
8.0,896,483,48
9.0,896,491,104
10.0,896,458,147
11.0,896,499,235
12.0,896,482,291
13.0,896,507,340
14.0,896,492,271
15.0,896,486,216
16.0,896,511,143
17.0,896,486,63
18.0,896,513,28
19.0,896,476,12
20.0,896,507,12
21.0,896,508,6
22.0,896,497,3
23.0,896,517,0
24.0,896,498,3
25.0,896,486,5
26.0,896,493,2
27.0,896,479,3
28.0,896,489,5
29.0,896,475,2
30.0,896,493,3
31.0,896,486,6
32.0,896,506,8
33.0,896,456,8
34.0,896,479,5
35.0,896,496,6
36.0,896,490,3
37.0,896,507,3
38.0,896,474,1
39.0,896,471,3
40.0,896,504,6
41.0,896,485,3
42.0,896,493,5
43.0,896,486,2
44.0,896,492,2
45.0,896,496,6
46.0,896,475,11
47.0,896,508,13
48.0,896,501,20
49.0,896,494,36
50.0,896,495,51
51.0,896,483,94
52.0,896,476,152
53.0,896,498,224
54.0,896,494,299
55.0,896,499,361
56.0,896,485,381
57.0,896,474,324
58.0,896,522,266
59.0,896,497,175
60.0,896,494,84
61.0,896,481,47
62.0,896,500,14
63.0,896,496,21
64.0,896,514,1
65.0,896,468,3
66.0,896,497,5
67.0,896,491,6
68.0,896,500,3
69.0,896,496,4
70.0,896,527,3
71.0,896,492,2
72.0,896,480,5
73.0,896,502,3
74.0,896,490,5
75.0,896,472,8
76.0,896,481,5
77.0,896,483,2
78.0,896,505,4
79.0,896,480,5
80.0,896,487,5
81.0,896,509,3
82.0,896,508,5
83.0,896,469,4
84.0,896,488,6
85.0,896,494,1
86.0,896,509,2
87.0,896,487,1
88.0,896,498,2
89.0,896,495,3
90.0,896,494,4
91.0,896,485,17
92.0,896,490,39
93.0,896,481,111
94.0,896,491,178
95.0,896,468,165
96.0,896,502,156
97.0,896,509,88
98.0,896,472,25
99.0,896,500,11
100.0,896,500,11
101.0,896,494,7
102.0,896,487,8
103.0,896,518,3
104.0,896,486,5
105.0,896,494,3
106.0,896,498,6
107.0,896,493,3
108.0,896,498,6
109.0,896,508,5
110.0,896,537,5
111.0,896,489,6
112.0,896,501,10
113.0,896,490,6
114.0,896,493,7
115.0,896,499,5
116.0,896,497,6
117.0,896,492,12
118.0,896,526,6
119.0,896,479,6
120.0,896,492,4
121.0,896,507,6
122.0,896,508,2
123.0,896,504,2
124.0,896,496,5
125.0,896,465,4
126.0,896,490,7
127.0,896,459,437
