Parameter,Image1,Image2,Image3
-10000.0,400,236,22
-7000.0,400,240,49
-4000.0,400,228,35
-1000.0,400,240,27
2000.0,400,229,26
5000.0,400,238,8
8000.0,400,229,8
11000.0,400,239,8
14000.0,400,239,27
17000.0,400,237,68
20000.0,400,235,81
23000.0,400,257,61
26000.0,400,231,45
29000.0,400,234,36
32000.0,400,249,20
35000.0,400,235,19
38000.0,400,235,17
41000.0,400,248,26
44000.0,400,230,38
47000.0,400,237,48
50000.0,400,258,37
53000.0,400,251,22
56000.0,400,224,21
59000.0,400,238,8
62000.0,400,236,11
65000.0,400,235,24
68000.0,400,227,58
71000.0,400,246,79
74000.0,400,225,52
77000.0,400,248,39
80000.0,400,235,29
83000.0,400,243,20
86000.0,400,234,10
89000.0,400,229,8
92000.0,400,239,19
95000.0,400,221,42
98000.0,400,266,43
101000.0,400,224,23
104000.0,400,233,20
107000.0,400,242,19
110000.0,400,261,8
