Parameter,Image1,Image2,Image3
1.0,890,526,8
2.0,890,533,6
3.0,890,521,5
4.0,890,542,6
5.0,890,529,2
6.0,890,523,4
7.0,890,512,13
8.0,890,500,34
9.0,890,524,54
10.0,890,510,38
11.0,890,515,29
12.0,890,533,27
13.0,890,528,21
14.0,890,534,14
15.0,890,526,10
16.0,890,523,7
17.0,890,523,3
18.0,890,530,6
19.0,890,501,23
20.0,890,534,66
21.0,890,497,103
22.0,890,544,134
23.0,890,534,108
24.0,890,518,82
25.0,890,507,59
26.0,890,523,45
27.0,890,516,34
28.0,890,539,27
29.0,890,536,16
30.0,890,533,19
31.0,890,506,28
32.0,890,516,37
33.0,890,520,80
34.0,890,545,127
35.0,890,491,111
36.0,890,531,85
37.0,890,540,64
38.0,890,504,39
39.0,890,514,47
40.0,890,511,29
41.0,890,489,34
42.0,890,533,9
43.0,890,507,12
44.0,890,514,21
45.0,890,524,71
46.0,890,535,125
47.0,890,498,117
48.0,890,550,104
49.0,890,549,95
50.0,890,534,74
51.0,890,519,51
52.0,890,530,36
53.0,890,509,34
54.0,890,513,20
55.0,890,525,18
56.0,890,526,15
57.0,890,527,18
58.0,890,529,41
59.0,890,531,50
60.0,890,524,36
61.0,890,542,37
62.0,890,532,23
63.0,890,534,22
64.0,890,532,17
65.0,890,512,13
66.0,890,517,7
67.0,890,528,10
68.0,890,528,8
69.0,890,511,5
70.0,890,526,5
71.0,890,531,14
72.0,890,512,2
73.0,890,532,2
74.0,890,534,3
75.0,890,509,9
76.0,890,538,23
77.0,890,518,61
78.0,890,504,145
79.0,890,513,199
80.0,890,520,152
81.0,890,536,89
82.0,890,537,26
83.0,890,526,23
84.0,890,500,5
85.0,890,526,4
86.0,890,529,5
87.0,890,508,4
88.0,890,524,3
89.0,890,522,1
90.0,890,525,3
91.0,890,542,7
92.0,890,531,12
93.0,890,534,25
94.0,890,540,59
95.0,890,531,104
96.0,890,502,117
97.0,890,527,98
98.0,890,521,149
99.0,890,527,130
100.0,890,513,52
101.0,890,530,32
102.0,890,526,16
103.0,890,512,7
104.0,890,523,6
105.0,890,508,5
106.0,890,509,1
107.0,890,508,0
108.0,890,520,6
109.0,890,509,5
110.0,890,508,22
111.0,890,499,52
112.0,890,530,107
113.0,890,538,133
114.0,890,526,97
115.0,890,509,57
116.0,890,544,22
117.0,890,527,5
118.0,890,539,6
119.0,890,524,3
120.0,890,518,2
121.0,890,533,2
122.0,890,518,2
123.0,890,544,1
124.0,890,521,5
125.0,890,542,6
126.0,890,507,26
127.0,890,539,48
128.0,890,505,127
129.0,890,529,253
130.0,890,531,243
131.0,890,538,156
132.0,890,522,55
133.0,890,519,29
134.0,890,523,18
135.0,890,533,17
136.0,890,541,7
137.0,890,505,5
138.0,890,509,7
139.0,890,516,7
140.0,890,494,0
141.0,890,508,9
142.0,890,505,4
143.0,890,547,16
144.0,890,543,12
145.0,890,510,33
146.0,890,527,66
147.0,890,506,175
148.0,890,513,282
149.0,890,505,255
150.0,890,521,128
151.0,890,529,55
152.0,890,538,32
153.0,890,536,17
154.0,890,510,9
155.0,890,502,6
156.0,890,515,2
157.0,890,526,2
158.0,890,538,7
159.0,890,504,7
160.0,890,542,18
161.0,890,534,67
162.0,890,524,116
163.0,890,500,178
164.0,890,533,175
165.0,890,516,79
166.0,890,527,26
167.0,890,510,18
168.0,890,518,13
169.0,890,570,8
170.0,890,531,6
171.0,890,531,2
172.0,890,529,1
173.0,890,533,4
