-20,900,519,8
-18,900,538,4
-16,900,522,5
-14,900,539,2
-12,900,541,3
-10,900,536,8
-8,900,533,16
-6,900,524,36
-4,900,539,34
-2,900,544,34
0,900,494,23
2,900,533,32
4,900,518,15
6,900,515,15
8,900,535,10
10,900,533,12
12,900,528,3
14,900,524,8
16,900,552,26
18,900,523,79
20,900,529,115
22,900,526,133
24,900,533,96
26,900,540,86
28,900,511,69
30,900,539,39
32,900,509,39
34,900,505,27
36,900,531,29
38,900,526,14
40,900,536,27
42,900,517,61
44,900,546,107
46,900,518,122
48,900,512,126
50,900,525,103
52,900,554,92
54,900,511,62
56,900,525,38
58,900,542,35
60,900,518,20
62,900,527,19
64,900,523,23
66,900,517,30
68,900,542,59
70,900,526,97
72,900,536,126
74,900,538,123
76,900,509,83
78,900,551,59
80,900,546,46
82,900,535,38
84,900,558,31
86,900,530,14
88,900,519,16
90,900,551,19
92,900,520,13
94,900,554,31
96,900,542,36
98,900,566,47
100,900,542,42
102,900,542,19
104,900,537,19
106,900,528,15
108,900,529,9
110,900,537,8
112,900,525,7
114,900,531,8
116,900,527,5
118,900,544,5
120,900,549,6
