-125,1169,632,12
-123,1169,685,4
-121,1169,635,3
-119,1169,664,5
-117,1169,623,9
-115,1169,669,29
-113,1169,671,51
-111,1169,658,96
-109,1169,662,175
-107,1169,631,243
-105,1169,665,347
-103,1169,642,398
-101,1169,666,406
-99,1169,647,309
-97,1169,665,253
-95,1169,680,155
-93,1169,645,64
-91,1169,684,31
-89,1169,652,15
-87,1169,661,14
-85,1169,675,7
152,1169,655,3
154,1169,683,3
156,1169,658,4
158,1169,653,5
160,1169,653,3
162,1169,644,5
164,1169,651,6
166,1169,641,3
168,1169,663,3
170,1169,645,9
172,1169,662,11
174,1169,606,10
176,1169,644,5
178,1169,661,10
180,1169,648,7
182,1169,658,5
184,1169,652,2
186,1169,628,6
188,1169,670,6
190,1169,644,4
192,1169,660,8
