-150,890,512,2
-142,890,532,2
-134,890,534,3
-126,890,509,9
-118,890,538,23
-110,890,518,61
-102,890,504,145
-94,890,513,199
-86,890,520,152
-78,890,536,89
-70,890,537,26
-62,890,526,23
-54,890,500,5
-46,890,526,4
-38,890,529,5
-30,890,508,4
-22,890,524,3
-14,890,522,1
-6,890,525,3
2,890,542,7
10,890,531,12
18,890,534,25
26,890,540,59
34,890,531,104
42,890,502,117
50,890,527,98
58,890,521,149
66,890,527,130
74,890,513,52
82,890,530,32
90,890,526,16
98,890,512,7
106,890,523,6
114,890,508,5
122,890,509,1
130,890,508,0
138,890,520,6
146,890,509,5
154,890,508,22
162,890,499,52
170,890,530,107
178,890,538,133
186,890,526,97
194,890,509,57
202,890,544,22
210,890,527,5
218,890,539,6
226,890,524,3
234,890,518,2
242,890,533,2
250,890,518,2
