-20,890,526,8
-18,890,533,6
-16,890,521,5
-14,890,542,6
-12,890,529,2
-10,890,523,4
-8,890,512,13
-6,890,500,34
-4,890,524,54
-2,890,510,38
0,890,515,29
2,890,533,27
4,890,528,21
6,890,534,14
8,890,526,10
10,890,523,7
12,890,523,3
14,890,530,6
16,890,501,23
18,890,534,66
20,890,497,103
22,890,544,134
24,890,534,108
26,890,518,82
28,890,507,59
30,890,523,45
32,890,516,34
34,890,539,27
36,890,536,16
38,890,533,19
40,890,506,28
42,890,516,37
44,890,520,80
46,890,545,127
48,890,491,111
50,890,531,85
52,890,540,64
54,890,504,39
56,890,514,47
58,890,511,29
60,890,489,34
62,890,533,9
64,890,507,12
66,890,514,21
68,890,524,71
70,890,535,125
72,890,498,117
74,890,550,104
76,890,549,95
78,890,534,74
80,890,519,51
82,890,530,36
84,890,509,34
86,890,513,20
88,890,525,18
90,890,526,15
92,890,527,18
94,890,529,41
96,890,531,50
98,890,524,36
100,890,542,37
102,890,532,23
104,890,534,22
106,890,532,17
108,890,512,13
110,890,517,7
112,890,528,10
114,890,528,8
116,890,511,5
118,890,526,5
120,890,531,14
