-150,900,511,1
-142,900,531,3
-134,900,516,4
-126,900,532,7
-118,900,567,57
-110,900,530,163
-102,900,524,273
-94,900,544,243
-86,900,529,120
-78,900,553,48
-70,900,530,16
-62,900,534,11
-54,900,509,13
-46,900,557,8
-38,900,556,3
-30,900,506,3
-22,900,515,9
-14,900,541,4
-6,900,531,3
2,900,528,6
10,900,540,18
18,900,524,33
26,900,529,91
34,900,537,231
42,900,558,391
50,900,554,313
58,900,529,128
66,900,532,62
74,900,518,33
82,900,536,12
90,900,540,13
98,900,531,4
106,900,514,6
114,900,556,3
122,900,520,3
130,900,491,6
138,900,528,2
146,900,526,18
154,900,527,60
162,900,542,142
170,900,527,218
178,900,542,156
186,900,500,50
194,900,521,23
202,900,538,24
210,900,520,9
218,900,537,4
226,900,536,2
234,900,519,1
242,900,530,4
250,900,528,1
