Model,DPO2024B
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.002
Sample Interval,1.6e-07
Filter Frequency,2e+08
Record Length,125000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.1
Label,
TIME,CH1
-6.56176e-03,0.169906
-6.56160e-03,0.169563
-6.56144e-03,0.169484
-6.56128e-03,0.169375
-6.56112e-03,0.169969
-6.56096e-03,0.1695
-6.56080e-03,0.169594
-6.56064e-03,0.169328
-6.56048e-03,0.168828
-6.56032e-03,0.168828
-6.56016e-03,0.168609
-6.56000e-03,0.169
-6.55984e-03,0.168781
-6.55968e-03,0.168875
-6.55952e-03,0.169016
-6.55936e-03,0.169016
-6.55920e-03,0.169109
-6.55904e-03,0.169063
-6.55888e-03,0.168891
-6.55872e-03,0.169188
-6.55856e-03,0.168938
-6.55840e-03,0.168813
-6.55824e-03,0.168641
-6.55808e-03,0.168828
-6.55792e-03,0.168922
-6.55776e-03,0.168828
-6.55760e-03,0.168906
-6.55744e-03,0.168813
-6.55728e-03,0.169031
-6.55712e-03,0.169063
-6.55696e-03,0.169
-6.55680e-03,0.169047
-6.55664e-03,0.169219
-6.55648e-03,0.169156
-6.55632e-03,0.169156
-6.55616e-03,0.169078
-6.55600e-03,0.16925
-6.55584e-03,0.169234
-6.55568e-03,0.169047
-6.55552e-03,0.169078
-6.55536e-03,0.168984
-6.55520e-03,0.168734
-6.55504e-03,0.168875
-6.55488e-03,0.168859
-6.55472e-03,0.168828
-6.55456e-03,0.168766
-6.55440e-03,0.168672
-6.55424e-03,0.168891
-6.55408e-03,0.168813
-6.55392e-03,0.168938
-6.55376e-03,0.168953
-6.55360e-03,0.168953
-6.55344e-03,0.168656
-6.55328e-03,0.168594
-6.55312e-03,0.168594
-6.55296e-03,0.168484
-6.55280e-03,0.168078
-6.55264e-03,0.168063
-6.55248e-03,0.168031
-6.55232e-03,0.168188
-6.55216e-03,0.168016
-6.55200e-03,0.168234
-6.55184e-03,0.168234
-6.55168e-03,0.168141
-6.55152e-03,0.168266
-6.55136e-03,0.168578
-6.55120e-03,0.168813
-6.55104e-03,0.168594
-6.55088e-03,0.168656
-6.55072e-03,0.168547
-6.55056e-03,0.168438
-6.55040e-03,0.168469
-6.55024e-03,0.168359
-6.55008e-03,0.168313
-6.54992e-03,0.168453
-6.54976e-03,0.168359
-6.54960e-03,0.168453
-6.54944e-03,0.168188
-6.54928e-03,0.168203
-6.54912e-03,0.168328
-6.54896e-03,0.168047
-6.54880e-03,0.168109
-6.54864e-03,0.167938
-6.54848e-03,0.168156
-6.54832e-03,0.168078
-6.54816e-03,0.167656
-6.54800e-03,0.167953
-6.54784e-03,0.168219
-6.54768e-03,0.167828
-6.54752e-03,0.168047
-6.54736e-03,0.168047
-6.54720e-03,0.168031
-6.54704e-03,0.168219
-6.54688e-03,0.168188
-6.54672e-03,0.168359
-6.54656e-03,0.168609
-6.54640e-03,0.168234
-6.54624e-03,0.168578
-6.54608e-03,0.168297
-6.54592e-03,0.168031
-6.54576e-03,0.168109
-6.54560e-03,0.167969
-6.54544e-03,0.1675
-6.54528e-03,0.16775
-6.54512e-03,0.167813
-6.54496e-03,0.167563
-6.54480e-03,0.167797
-6.54464e-03,0.167859
-6.54448e-03,0.167875
-6.54432e-03,0.167875
-6.54416e-03,0.167797
-6.54400e-03,0.167688
-6.54384e-03,0.167547
-6.54368e-03,0.167797
-6.54352e-03,0.167438
-6.54336e-03,0.167734
-6.54320e-03,0.16775
-6.54304e-03,0.167609
-6.54288e-03,0.167922
-6.54272e-03,0.167234
-6.54256e-03,0.167781
-6.54240e-03,0.167531
-6.54224e-03,0.167563
-6.54208e-03,0.167625
-6.54192e-03,0.167844
-6.54176e-03,0.167672
-6.54160e-03,0.167766
-6.54144e-03,0.167594
-6.54128e-03,0.167281
-6.54112e-03,0.167438
-6.54096e-03,0.167281
-6.54080e-03,0.167422
-6.54064e-03,0.167234
-6.54048e-03,0.167297
-6.54032e-03,0.167422
-6.54016e-03,0.167406
-6.54000e-03,0.167188
-6.53984e-03,0.167141
-6.53968e-03,0.166953
-6.53952e-03,0.167313
-6.53936e-03,0.167188
-6.53920e-03,0.167078
-6.53904e-03,0.167234
-6.53888e-03,0.167453
-6.53872e-03,0.167344
-6.53856e-03,0.167219
-6.53840e-03,0.167328
-6.53824e-03,0.167375
-6.53808e-03,0.166828
-6.53792e-03,0.167016
-6.53776e-03,0.166984
-6.53760e-03,0.167063
-6.53744e-03,0.167109
-6.53728e-03,0.166984
-6.53712e-03,0.166813
-6.53696e-03,0.166359
-6.53680e-03,0.166594
-6.53664e-03,0.166563
-6.53648e-03,0.166813
-6.53632e-03,0.166859
-6.53616e-03,0.166922
-6.53600e-03,0.167094
-6.53584e-03,0.167188
-6.53568e-03,0.167094
-6.53552e-03,0.167
-6.53536e-03,0.166891
-6.53520e-03,0.167016
-6.53504e-03,0.166875
-6.53488e-03,0.166969
-6.53472e-03,0.167125
-6.53456e-03,0.167172
-6.53440e-03,0.167266
-6.53424e-03,0.166938
-6.53408e-03,0.167359
-6.53392e-03,0.166938
-6.53376e-03,0.166969
-6.53360e-03,0.166781
-6.53344e-03,0.166703
-6.53328e-03,0.166688
-6.53312e-03,0.16675
-6.53296e-03,0.166703
-6.53280e-03,0.166875
-6.53264e-03,0.166594
-6.53248e-03,0.16675
-6.53232e-03,0.166594
-6.53216e-03,0.166609
-6.53200e-03,0.166766
-6.53184e-03,0.166734
-6.53168e-03,0.166719
-6.53152e-03,0.166438
-6.53136e-03,0.166547
-6.53120e-03,0.166469
-6.53104e-03,0.166563
-6.53088e-03,0.166734
-6.53072e-03,0.166922
-6.53056e-03,0.167141
-6.53040e-03,0.167
-6.53024e-03,0.167188
-6.53008e-03,0.166922
-6.52992e-03,0.167
-6.52976e-03,0.166672
-6.52960e-03,0.166359
-6.52944e-03,0.166078
-6.52928e-03,0.166625
-6.52912e-03,0.166406
-6.52896e-03,0.166047
-6.52880e-03,0.166281
-6.52864e-03,0.166406
-6.52848e-03,0.166453
-6.52832e-03,0.166141
-6.52816e-03,0.166469
-6.52800e-03,0.166563
-6.52784e-03,0.1665
-6.52768e-03,0.166359
-6.52752e-03,0.166438
-6.52736e-03,0.166172
-6.52720e-03,0.165984
-6.52704e-03,0.166
-6.52688e-03,0.166156
-6.52672e-03,0.166344
-6.52656e-03,0.166594
-6.52640e-03,0.166578
-6.52624e-03,0.166688
-6.52608e-03,0.166641
-6.52592e-03,0.166438
-6.52576e-03,0.166625
-6.52560e-03,0.166219
-6.52544e-03,0.166219
-6.52528e-03,0.165922
-6.52512e-03,0.165953
-6.52496e-03,0.165844
-6.52480e-03,0.165813
-6.52464e-03,0.165719
-6.52448e-03,0.16575
-6.52432e-03,0.1655
-6.52416e-03,0.165828
-6.52400e-03,0.165734
-6.52384e-03,0.165984
-6.52368e-03,0.166
-6.52352e-03,0.165953
-6.52336e-03,0.165672
-6.52320e-03,0.165828
-6.52304e-03,0.165875
-6.52288e-03,0.165781
-6.52272e-03,0.165891
-6.52256e-03,0.165906
-6.52240e-03,0.16575
-6.52224e-03,0.165797
-6.52208e-03,0.165906
-6.52192e-03,0.166
-6.52176e-03,0.166219
-6.52160e-03,0.165969
-6.52144e-03,0.166156
-6.52128e-03,0.165906
-6.52112e-03,0.165813
-6.52096e-03,0.165766
-6.52080e-03,0.165469
-6.52064e-03,0.165281
-6.52048e-03,0.165703
-6.52032e-03,0.165656
-6.52016e-03,0.165453
-6.52000e-03,0.165234
-6.51984e-03,0.165359
-6.51968e-03,0.165594
-6.51952e-03,0.16575
-6.51936e-03,0.166078
-6.51920e-03,0.165656
-6.51904e-03,0.165938
-6.51888e-03,0.165516
-6.51872e-03,0.166094
-6.51856e-03,0.165844
-6.51840e-03,0.165656
-6.51824e-03,0.16575
-6.51808e-03,0.165672
-6.51792e-03,0.166078
-6.51776e-03,0.165828
-6.51760e-03,0.165672
-6.51744e-03,0.165734
-6.51728e-03,0.165719
-6.51712e-03,0.16575
-6.51696e-03,0.165453
-6.51680e-03,0.165797
-6.51664e-03,0.165375
-6.51648e-03,0.165359
-6.51632e-03,0.165172
-6.51616e-03,0.165375
-6.51600e-03,0.165219
-6.51584e-03,0.165734
-6.51568e-03,0.165391
-6.51552e-03,0.165328
-6.51536e-03,0.165375
-6.51520e-03,0.165172
-6.51504e-03,0.165734
-6.51488e-03,0.165375
-6.51472e-03,0.165344
-6.51456e-03,0.165406
-6.51440e-03,0.165219
-6.51424e-03,0.164859
-6.51408e-03,0.164797
-6.51392e-03,0.164891
-6.51376e-03,0.164875
-6.51360e-03,0.164828
-6.51344e-03,0.164875
-6.51328e-03,0.165063
-6.51312e-03,0.165047
-6.51296e-03,0.165297
-6.51280e-03,0.164797
-6.51264e-03,0.165016
-6.51248e-03,0.164813
-6.51232e-03,0.164906
-6.51216e-03,0.164813
-6.51200e-03,0.164828
-6.51184e-03,0.164875
-6.51168e-03,0.164906
-6.51152e-03,0.164938
-6.51136e-03,0.165188
-6.51120e-03,0.164781
-6.51104e-03,0.165125
-6.51088e-03,0.165125
-6.51072e-03,0.165047
-6.51056e-03,0.165094
-6.51040e-03,0.165219
-6.51024e-03,0.165078
-6.51008e-03,0.165078
-6.50992e-03,0.164844
-6.50976e-03,0.164906
-6.50960e-03,0.164672
-6.50944e-03,0.164859
-6.50928e-03,0.164813
-6.50912e-03,0.164719
-6.50896e-03,0.164813
-6.50880e-03,0.164781
-6.50864e-03,0.164813
-6.50848e-03,0.164609
-6.50832e-03,0.164484
-6.50816e-03,0.164734
-6.50800e-03,0.164469
-6.50784e-03,0.164516
-6.50768e-03,0.164422
-6.50752e-03,0.164766
-6.50736e-03,0.164734
-6.50720e-03,0.164734
-6.50704e-03,0.164422
-6.50688e-03,0.164484
-6.50672e-03,0.164672
-6.50656e-03,0.164609
-6.50640e-03,0.164688
-6.50624e-03,0.164516
-6.50608e-03,0.164688
-6.50592e-03,0.164531
-6.50576e-03,0.164656
-6.50560e-03,0.164313
-6.50544e-03,0.164453
-6.50528e-03,0.164422
-6.50512e-03,0.164375
-6.50496e-03,0.164172
-6.50480e-03,0.164672
-6.50464e-03,0.164703
-6.50448e-03,0.164188
-6.50432e-03,0.164453
-6.50416e-03,0.164328
-6.50400e-03,0.164203
-6.50384e-03,0.163906
-6.50368e-03,0.164188
-6.50352e-03,0.164438
-6.50336e-03,0.164047
-6.50320e-03,0.164016
-6.50304e-03,0.164172
-6.50288e-03,0.164188
-6.50272e-03,0.164172
-6.50256e-03,0.163672
-6.50240e-03,0.163797
-6.50224e-03,0.163766
-6.50208e-03,0.163688
-6.50192e-03,0.163563
-6.50176e-03,0.164141
-6.50160e-03,0.163969
-6.50144e-03,0.163688
-6.50128e-03,0.163859
-6.50112e-03,0.16375
-6.50096e-03,0.164344
-6.50080e-03,0.164063
-6.50064e-03,0.164234
-6.50048e-03,0.164203
-6.50032e-03,0.164016
-6.50016e-03,0.164156
-6.50000e-03,0.163984
-6.49984e-03,0.163938
-6.49968e-03,0.163703
-6.49952e-03,0.163781
-6.49936e-03,0.163625
-6.49920e-03,0.163688
-6.49904e-03,0.163922
-6.49888e-03,0.163797
-6.49872e-03,0.163906
-6.49856e-03,0.164031
-6.49840e-03,0.163859
-6.49824e-03,0.164
-6.49808e-03,0.16375
-6.49792e-03,0.163359
-6.49776e-03,0.163609
-6.49760e-03,0.163547
-6.49744e-03,0.163625
-6.49728e-03,0.163438
-6.49712e-03,0.163438
-6.49696e-03,0.163328
-6.49680e-03,0.163703
-6.49664e-03,0.163438
-6.49648e-03,0.163766
-6.49632e-03,0.163594
-6.49616e-03,0.163438
-6.49600e-03,0.163719
-6.49584e-03,0.163344
-6.49568e-03,0.163531
-6.49552e-03,0.163203
-6.49536e-03,0.163422
-6.49520e-03,0.163156
-6.49504e-03,0.163188
-6.49488e-03,0.163453
-6.49472e-03,0.163359
-6.49456e-03,0.162984
-6.49440e-03,0.162938
-6.49424e-03,0.163063
-6.49408e-03,0.163094
-6.49392e-03,0.163266
-6.49376e-03,0.163359
-6.49360e-03,0.163
-6.49344e-03,0.163109
-6.49328e-03,0.163578
-6.49312e-03,0.163406
-6.49296e-03,0.163172
-6.49280e-03,0.163141
-6.49264e-03,0.163234
-6.49248e-03,0.163656
-6.49232e-03,0.163813
-6.49216e-03,0.163375
-6.49200e-03,0.163438
-6.49184e-03,0.163375
-6.49168e-03,0.163328
-6.49152e-03,0.163063
-6.49136e-03,0.163281
-6.49120e-03,0.1635
-6.49104e-03,0.163578
-6.49088e-03,0.163406
-6.49072e-03,0.163484
-6.49056e-03,0.163375
-6.49040e-03,0.163
-6.49024e-03,0.163047
-6.49008e-03,0.162859
-6.48992e-03,0.162844
-6.48976e-03,0.162547
-6.48960e-03,0.162969
-6.48944e-03,0.162828
-6.48928e-03,0.162516
-6.48912e-03,0.162625
-6.48896e-03,0.162641
-6.48880e-03,0.163
-6.48864e-03,0.162766
-6.48848e-03,0.163125
-6.48832e-03,0.163078
-6.48816e-03,0.162875
-6.48800e-03,0.162594
-6.48784e-03,0.162438
-6.48768e-03,0.162516
-6.48752e-03,0.162781
-6.48736e-03,0.162531
-6.48720e-03,0.162516
-6.48704e-03,0.163078
-6.48688e-03,0.162891
-6.48672e-03,0.162969
-6.48656e-03,0.162859
-6.48640e-03,0.162875
-6.48624e-03,0.162719
-6.48608e-03,0.162766
-6.48592e-03,0.162859
-6.48576e-03,0.162594
-6.48560e-03,0.162531
-6.48544e-03,0.162266
-6.48528e-03,0.16225
-6.48512e-03,0.162547
-6.48496e-03,0.162422
-6.48480e-03,0.162453
-6.48464e-03,0.162563
-6.48448e-03,0.162609
-6.48432e-03,0.162469
-6.48416e-03,0.162609
-6.48400e-03,0.162531
-6.48384e-03,0.162734
-6.48368e-03,0.162531
-6.48352e-03,0.1625
-6.48336e-03,0.162813
-6.48320e-03,0.162734
-6.48304e-03,0.162422
-6.48288e-03,0.162203
-6.48272e-03,0.162078
-6.48256e-03,0.162531
-6.48240e-03,0.162547
-6.48224e-03,0.16225
-6.48208e-03,0.162422
-6.48192e-03,0.162656
-6.48176e-03,0.162047
-6.48160e-03,0.162281
-6.48144e-03,0.162141
-6.48128e-03,0.162531
-6.48112e-03,0.161859
-6.48096e-03,0.162172
-6.48080e-03,0.162172
-6.48064e-03,0.162094
-6.48048e-03,0.161609
-6.48032e-03,0.161594
-6.48016e-03,0.161766
-6.48000e-03,0.161578
-6.47984e-03,0.161938
-6.47968e-03,0.161672
-6.47952e-03,0.162141
-6.47936e-03,0.161828
-6.47920e-03,0.162078
-6.47904e-03,0.161875
-6.47888e-03,0.161906
-6.47872e-03,0.162172
-6.47856e-03,0.162328
-6.47840e-03,0.162047
-6.47824e-03,0.162328
-6.47808e-03,0.162016
-6.47792e-03,0.161859
-6.47776e-03,0.161703
-6.47760e-03,0.16175
-6.47744e-03,0.161891
-6.47728e-03,0.161891
-6.47712e-03,0.162016
-6.47696e-03,0.161844
-6.47680e-03,0.161984
-6.47664e-03,0.162078
-6.47648e-03,0.162156
-6.47632e-03,0.161688
-6.47616e-03,0.162188
-6.47600e-03,0.161844
-6.47584e-03,0.161547
-6.47568e-03,0.161719
-6.47552e-03,0.161406
-6.47536e-03,0.161031
-6.47520e-03,0.16125
-6.47504e-03,0.161266
-6.47488e-03,0.161781
-6.47472e-03,0.161641
-6.47456e-03,0.161781
-6.47440e-03,0.161906
-6.47424e-03,0.162234
-6.47408e-03,0.161953
-6.47392e-03,0.162094
-6.47376e-03,0.161875
-6.47360e-03,0.161594
-6.47344e-03,0.1615
-6.47328e-03,0.16125
-6.47312e-03,0.161438
-6.47296e-03,0.161438
-6.47280e-03,0.160953
-6.47264e-03,0.16125
-6.47248e-03,0.161359
-6.47232e-03,0.161016
-6.47216e-03,0.161531
-6.47200e-03,0.161328
-6.47184e-03,0.161703
-6.47168e-03,0.161453
-6.47152e-03,0.161328
-6.47136e-03,0.161266
-6.47120e-03,0.161
-6.47104e-03,0.160953
-6.47088e-03,0.160703
-6.47072e-03,0.160984
-6.47056e-03,0.160766
-6.47040e-03,0.161
-6.47024e-03,0.161094
-6.47008e-03,0.161328
-6.46992e-03,0.161156
-6.46976e-03,0.161359
-6.46960e-03,0.161391
-6.46944e-03,0.1615
-6.46928e-03,0.161594
-6.46912e-03,0.161531
-6.46896e-03,0.161281
-6.46880e-03,0.16125
-6.46864e-03,0.161344
-6.46848e-03,0.160828
-6.46832e-03,0.160797
-6.46816e-03,0.160703
-6.46800e-03,0.160875
-6.46784e-03,0.161156
-6.46768e-03,0.160844
-6.46752e-03,0.160828
-6.46736e-03,0.161156
-6.46720e-03,0.160875
-6.46704e-03,0.161047
-6.46688e-03,0.160984
-6.46672e-03,0.161047
-6.46656e-03,0.161016
-6.46640e-03,0.160906
-6.46624e-03,0.160734
-6.46608e-03,0.160906
-6.46592e-03,0.160609
-6.46576e-03,0.160531
-6.46560e-03,0.160453
-6.46544e-03,0.160703
-6.46528e-03,0.1605
-6.46512e-03,0.160547
-6.46496e-03,0.160594
-6.46480e-03,0.160625
-6.46464e-03,0.160891
-6.46448e-03,0.160953
-6.46432e-03,0.160813
-6.46416e-03,0.160672
-6.46400e-03,0.1605
-6.46384e-03,0.160359
-6.46368e-03,0.160578
-6.46352e-03,0.160531
-6.46336e-03,0.160172
-6.46320e-03,0.16025
-6.46304e-03,0.160047
-6.46288e-03,0.160078
-6.46272e-03,0.160234
-6.46256e-03,0.159984
-6.46240e-03,0.160313
-6.46224e-03,0.160406
-6.46208e-03,0.160516
-6.46192e-03,0.160297
-6.46176e-03,0.160234
-6.46160e-03,0.159938
-6.46144e-03,0.16
-6.46128e-03,0.159813
-6.46112e-03,0.160016
-6.46096e-03,0.159906
-6.46080e-03,0.160391
-6.46064e-03,0.159953
-6.46048e-03,0.160141
-6.46032e-03,0.159984
-6.46016e-03,0.159938
-6.46000e-03,0.160078
-6.45984e-03,0.159844
-6.45968e-03,0.159969
-6.45952e-03,0.159688
-6.45936e-03,0.15975
-6.45920e-03,0.159781
-6.45904e-03,0.159875
-6.45888e-03,0.159891
-6.45872e-03,0.160047
-6.45856e-03,0.160203
-6.45840e-03,0.159969
-6.45824e-03,0.159922
-6.45808e-03,0.159922
-6.45792e-03,0.159844
-6.45776e-03,0.159906
-6.45760e-03,0.159859
-6.45744e-03,0.159813
-6.45728e-03,0.159734
-6.45712e-03,0.160031
-6.45696e-03,0.159641
-6.45680e-03,0.159891
-6.45664e-03,0.159813
-6.45648e-03,0.159813
-6.45632e-03,0.159813
-6.45616e-03,0.160063
-6.45600e-03,0.160141
-6.45584e-03,0.159547
-6.45568e-03,0.159734
-6.45552e-03,0.159719
-6.45536e-03,0.16
-6.45520e-03,0.159781
-6.45504e-03,0.159625
-6.45488e-03,0.1595
-6.45472e-03,0.159359
-6.45456e-03,0.158984
-6.45440e-03,0.159141
-6.45424e-03,0.158797
-6.45408e-03,0.159266
-6.45392e-03,0.159219
-6.45376e-03,0.159328
-6.45360e-03,0.159234
-6.45344e-03,0.159344
-6.45328e-03,0.159547
-6.45312e-03,0.159609
-6.45296e-03,0.159672
-6.45280e-03,0.159719
-6.45264e-03,0.159781
-6.45248e-03,0.159719
-6.45232e-03,0.159391
-6.45216e-03,0.159625
-6.45200e-03,0.159641
-6.45184e-03,0.158891
-6.45168e-03,0.159031
-6.45152e-03,0.159016
-6.45136e-03,0.158813
-6.45120e-03,0.159031
-6.45104e-03,0.158813
-6.45088e-03,0.158875
-6.45072e-03,0.159109
-6.45056e-03,0.159078
-6.45040e-03,0.15925
-6.45024e-03,0.15925
-6.45008e-03,0.159422
-6.44992e-03,0.159484
-6.44976e-03,0.159703
-6.44960e-03,0.159328
-6.44944e-03,0.159172
-6.44928e-03,0.159234
-6.44912e-03,0.159375
-6.44896e-03,0.159188
-6.44880e-03,0.159391
-6.44864e-03,0.159359
-6.44848e-03,0.159234
-6.44832e-03,0.159141
-6.44816e-03,0.159281
-6.44800e-03,0.15925
-6.44784e-03,0.159344
-6.44768e-03,0.158984
-6.44752e-03,0.159234
-6.44736e-03,0.158953
-6.44720e-03,0.158563
-6.44704e-03,0.158859
-6.44688e-03,0.158469
-6.44672e-03,0.158859
-6.44656e-03,0.158906
-6.44640e-03,0.15875
-6.44624e-03,0.158594
-6.44608e-03,0.158578
-6.44592e-03,0.158344
-6.44576e-03,0.158484
-6.44560e-03,0.158469
-6.44544e-03,0.158344
-6.44528e-03,0.158734
-6.44512e-03,0.158656
-6.44496e-03,0.158625
-6.44480e-03,0.158641
-6.44464e-03,0.158641
-6.44448e-03,0.158844
-6.44432e-03,0.158609
-6.44416e-03,0.158781
-6.44400e-03,0.158172
-6.44384e-03,0.157906
-6.44368e-03,0.158016
-6.44352e-03,0.158266
-6.44336e-03,0.158016
-6.44320e-03,0.158281
-6.44304e-03,0.1585
-6.44288e-03,0.158375
-6.44272e-03,0.158609
-6.44256e-03,0.1585
-6.44240e-03,0.158453
-6.44224e-03,0.158328
-6.44208e-03,0.158406
-6.44192e-03,0.158344
-6.44176e-03,0.158344
-6.44160e-03,0.158453
-6.44144e-03,0.158359
-6.44128e-03,0.158375
-6.44112e-03,0.158203
-6.44096e-03,0.158281
-6.44080e-03,0.158156
-6.44064e-03,0.158156
-6.44048e-03,0.158219
-6.44032e-03,0.157922
-6.44016e-03,0.158016
-6.44000e-03,0.158
-6.43984e-03,0.158156
-6.43968e-03,0.157875
-6.43952e-03,0.158125
-6.43936e-03,0.158125
-6.43920e-03,0.157984
-6.43904e-03,0.157828
-6.43888e-03,0.157766
-6.43872e-03,0.157734
-6.43856e-03,0.158063
-6.43840e-03,0.158063
-6.43824e-03,0.157984
-6.43808e-03,0.157891
-6.43792e-03,0.157922
-6.43776e-03,0.158219
-6.43760e-03,0.158063
-6.43744e-03,0.158094
-6.43728e-03,0.157953
-6.43712e-03,0.158203
-6.43696e-03,0.157922
-6.43680e-03,0.157953
-6.43664e-03,0.157719
-6.43648e-03,0.157688
-6.43632e-03,0.157625
-6.43616e-03,0.157609
-6.43600e-03,0.157688
-6.43584e-03,0.157703
-6.43568e-03,0.157594
-6.43552e-03,0.157938
-6.43536e-03,0.157641
-6.43520e-03,0.157438
-6.43504e-03,0.157609
-6.43488e-03,0.157359
-6.43472e-03,0.1575
-6.43456e-03,0.157
-6.43440e-03,0.157141
-6.43424e-03,0.1575
-6.43408e-03,0.157188
-6.43392e-03,0.157063
-6.43376e-03,0.157188
-6.43360e-03,0.157266
-6.43344e-03,0.157453
-6.43328e-03,0.157219
-6.43312e-03,0.157516
-6.43296e-03,0.157219
-6.43280e-03,0.157516
-6.43264e-03,0.157438
-6.43248e-03,0.15725
-6.43232e-03,0.157344
-6.43216e-03,0.157172
-6.43200e-03,0.157
-6.43184e-03,0.157219
-6.43168e-03,0.156875
-6.43152e-03,0.156734
-6.43136e-03,0.157234
-6.43120e-03,0.157484
-6.43104e-03,0.157406
-6.43088e-03,0.157234
-6.43072e-03,0.157188
-6.43056e-03,0.157125
-6.43040e-03,0.157422
-6.43024e-03,0.157047
-6.43008e-03,0.157094
-6.42992e-03,0.156953
-6.42976e-03,0.157188
-6.42960e-03,0.157172
-6.42944e-03,0.157031
-6.42928e-03,0.157094
-6.42912e-03,0.157109
-6.42896e-03,0.156984
-6.42880e-03,0.157203
-6.42864e-03,0.157047
-6.42848e-03,0.157172
-6.42832e-03,0.157078
-6.42816e-03,0.156797
-6.42800e-03,0.156813
-6.42784e-03,0.156625
-6.42768e-03,0.156547
-6.42752e-03,0.156625
-6.42736e-03,0.156563
-6.42720e-03,0.156438
-6.42704e-03,0.156578
-6.42688e-03,0.156703
-6.42672e-03,0.156656
-6.42656e-03,0.156828
-6.42640e-03,0.15675
-6.42624e-03,0.156766
-6.42608e-03,0.156641
-6.42592e-03,0.156984
-6.42576e-03,0.156859
-6.42560e-03,0.156609
-6.42544e-03,0.156953
-6.42528e-03,0.156703
-6.42512e-03,0.156766
-6.42496e-03,0.156938
-6.42480e-03,0.156703
-6.42464e-03,0.156797
-6.42448e-03,0.156609
-6.42432e-03,0.156703
-6.42416e-03,0.156797
-6.42400e-03,0.156703
-6.42384e-03,0.156281
-6.42368e-03,0.156297
-6.42352e-03,0.156141
-6.42336e-03,0.156266
-6.42320e-03,0.156422
-6.42304e-03,0.155984
-6.42288e-03,0.156156
-6.42272e-03,0.156063
-6.42256e-03,0.156203
-6.42240e-03,0.156406
-6.42224e-03,0.156359
-6.42208e-03,0.156422
-6.42192e-03,0.156203
-6.42176e-03,0.156422
-6.42160e-03,0.156188
-6.42144e-03,0.156125
-6.42128e-03,0.156078
-6.42112e-03,0.155734
-6.42096e-03,0.156016
-6.42080e-03,0.156078
-6.42064e-03,0.156328
-6.42048e-03,0.156234
-6.42032e-03,0.156125
-6.42016e-03,0.156219
-6.42000e-03,0.156469
-6.41984e-03,0.156516
-6.41968e-03,0.156359
-6.41952e-03,0.156328
-6.41936e-03,0.156
-6.41920e-03,0.156203
-6.41904e-03,0.156188
-6.41888e-03,0.155797
-6.41872e-03,0.155484
-6.41856e-03,0.155609
-6.41840e-03,0.155906
-6.41824e-03,0.156094
-6.41808e-03,0.156375
-6.41792e-03,0.155969
-6.41776e-03,0.156703
-6.41760e-03,0.156281
-6.41744e-03,0.155906
-6.41728e-03,0.155891
-6.41712e-03,0.155969
-6.41696e-03,0.155531
-6.41680e-03,0.155359
-6.41664e-03,0.155406
-6.41648e-03,0.155844
-6.41632e-03,0.155219
-6.41616e-03,0.155672
-6.41600e-03,0.155578
-6.41584e-03,0.155641
-6.41568e-03,0.155453
-6.41552e-03,0.155703
-6.41536e-03,0.1555
-6.41520e-03,0.155438
-6.41504e-03,0.155344
-6.41488e-03,0.155203
-6.41472e-03,0.155313
-6.41456e-03,0.154875
-6.41440e-03,0.155016
-6.41424e-03,0.154891
-6.41408e-03,0.155094
-6.41392e-03,0.154906
-6.41376e-03,0.155047
-6.41360e-03,0.154859
-6.41344e-03,0.155
-6.41328e-03,0.155047
-6.41312e-03,0.155047
-6.41296e-03,0.154969
-6.41280e-03,0.155109
-6.41264e-03,0.154828
-6.41248e-03,0.155203
-6.41232e-03,0.155359
-6.41216e-03,0.155469
-6.41200e-03,0.155391
-6.41184e-03,0.15525
-6.41168e-03,0.155078
-6.41152e-03,0.155266
-6.41136e-03,0.15475
-6.41120e-03,0.154875
-6.41104e-03,0.154688
-6.41088e-03,0.154922
-6.41072e-03,0.155031
-6.41056e-03,0.154922
-6.41040e-03,0.155188
-6.41024e-03,0.155297
-6.41008e-03,0.155
-6.40992e-03,0.155125
-6.40976e-03,0.154969
-6.40960e-03,0.155313
-6.40944e-03,0.154953
-6.40928e-03,0.155047
-6.40912e-03,0.155141
-6.40896e-03,0.155281
-6.40880e-03,0.155313
-6.40864e-03,0.155063
-6.40848e-03,0.154906
-6.40832e-03,0.155203
-6.40816e-03,0.154688
-6.40800e-03,0.154891
-6.40784e-03,0.155
-6.40768e-03,0.154922
-6.40752e-03,0.154469
-6.40736e-03,0.154484
-6.40720e-03,0.154234
-6.40704e-03,0.154578
-6.40688e-03,0.154391
-6.40672e-03,0.154531
-6.40656e-03,0.1545
-6.40640e-03,0.154172
-6.40624e-03,0.154828
-6.40608e-03,0.154453
-6.40592e-03,0.154406
-6.40576e-03,0.154578
-6.40560e-03,0.154313
-6.40544e-03,0.154344
-6.40528e-03,0.154344
-6.40512e-03,0.154438
-6.40496e-03,0.154422
-6.40480e-03,0.154281
-6.40464e-03,0.154219
-6.40448e-03,0.154188
-6.40432e-03,0.154344
-6.40416e-03,0.154313
-6.40400e-03,0.154281
-6.40384e-03,0.154109
-6.40368e-03,0.154313
-6.40352e-03,0.154281
