Parameter,Image1,Image2,Image3
0.01,296,159,4
0.02,296,153,23
0.026,296,190,50
0.033,296,151,59
0.04,296,165,100
0.05,296,168,120
0.06,296,157,123
0.08,296,157,135
0.224,296,155,150
