Parameter,Image1,Image2,Image3
1.0,658,375,3
2.0,658,354,2
3.0,658,352,1
4.0,658,351,5
5.0,658,372,10
6.0,658,355,7
7.0,658,372,2
8.0,658,384,3
9.0,658,336,2
10.0,658,350,0
11.0,658,360,1
12.0,658,346,1
13.0,658,372,2
14.0,658,363,1
15.0,658,373,1
16.0,658,380,1
17.0,658,356,1
18.0,658,376,6
19.0,658,379,1
20.0,658,352,2
21.0,658,375,3
22.0,658,372,2
23.0,658,365,0
24.0,658,370,4
25.0,658,345,1
26.0,658,352,0
27.0,658,346,6
28.0,658,353,8
29.0,658,364,2
30.0,658,348,1
31.0,658,351,2
32.0,658,351,5
33.0,658,347,4
34.0,658,353,10
35.0,658,383,3
36.0,658,357,2
37.0,658,350,0
38.0,658,357,3
39.0,658,344,1
40.0,658,355,1
41.0,658,364,5
42.0,658,345,1
43.0,658,369,2
44.0,658,359,1
45.0,658,358,3
46.0,658,374,0
47.0,658,362,3
48.0,658,350,1
49.0,658,365,1
50.0,658,372,1
51.0,658,357,2
52.0,658,350,2
53.0,658,368,0
54.0,658,364,2
55.0,658,361,1
56.0,658,344,1
57.0,658,363,0
58.0,658,356,1
59.0,658,371,4
60.0,658,345,2
61.0,658,347,3
62.0,658,365,0
63.0,658,362,4
64.0,658,343,1
65.0,658,374,3
66.0,658,345,1
67.0,658,350,1
68.0,658,365,1
69.0,658,358,2
70.0,658,341,1
71.0,658,356,1
72.0,658,333,1
73.0,658,354,3
74.0,658,340,4
75.0,658,335,1
76.0,658,343,1
77.0,658,355,2
78.0,658,337,1
79.0,658,367,6
80.0,658,326,2
81.0,658,339,12
82.0,658,339,52
83.0,658,355,106
84.0,658,344,100
85.0,658,362,2
86.0,658,360,76
87.0,658,375,205
88.0,658,361,301
89.0,658,361,248
90.0,658,354,123
91.0,658,355,21
92.0,658,350,41
93.0,658,366,155
94.0,658,348,269
95.0,658,342,266
96.0,658,350,165
97.0,658,372,52
98.0,658,362,29
99.0,658,369,106
100.0,658,367,230
101.0,658,368,277
102.0,658,365,224
103.0,658,344,82
104.0,658,353,39
105.0,658,379,85
106.0,658,336,185
107.0,658,380,288
108.0,658,344,238
109.0,658,352,136
110.0,658,342,51
111.0,658,369,52
112.0,658,363,145
113.0,658,367,242
114.0,658,362,255
115.0,658,378,194
116.0,658,362,65
117.0,658,350,44
118.0,658,354,108
119.0,658,356,209
120.0,658,355,272
121.0,658,354,209
122.0,658,334,100
123.0,658,360,39
124.0,658,361,64
125.0,658,358,176
126.0,658,396,273
127.0,658,372,239
128.0,658,357,147
129.0,658,346,47
130.0,658,356,68
131.0,658,371,119
132.0,658,365,226
133.0,658,371,271
134.0,658,370,214
135.0,658,359,103
136.0,658,348,64
137.0,658,339,190
138.0,658,386,318
139.0,658,375,264
140.0,658,369,122
141.0,658,357,16
142.0,658,357,40
143.0,658,374,169
144.0,658,354,283
145.0,658,346,256
146.0,658,349,159
147.0,658,336,41
148.0,658,349,19
149.0,658,363,126
150.0,658,353,245
151.0,658,350,270
152.0,658,384,228
153.0,658,386,83
154.0,658,365,36
155.0,658,348,89
156.0,658,360,215
157.0,658,381,274
158.0,658,357,218
159.0,658,346,108
160.0,658,372,51
161.0,658,370,101
162.0,658,364,166
163.0,658,369,229
164.0,658,335,197
165.0,658,349,146
166.0,658,351,75
167.0,658,370,83
168.0,658,359,157
169.0,658,376,208
170.0,658,392,233
171.0,658,362,160
172.0,658,358,117
173.0,658,393,106
174.0,658,363,140
175.0,658,347,195
176.0,658,376,190
177.0,658,335,151
178.0,658,373,124
179.0,658,352,103
180.0,658,352,133
181.0,658,349,177
182.0,658,365,188
183.0,658,373,156
184.0,658,364,105
185.0,658,360,116
186.0,658,373,55
187.0,658,347,136
188.0,658,347,231
189.0,658,357,272
190.0,658,368,227
191.0,658,367,126
192.0,658,371,47
193.0,658,348,30
194.0,658,362,92
195.0,658,335,181
196.0,658,358,258
197.0,658,363,235
198.0,658,372,191
199.0,658,371,105
200.0,658,365,53
201.0,658,374,74
202.0,658,356,139
203.0,658,369,208
204.0,658,353,221
205.0,658,382,226
206.0,658,345,142
207.0,658,363,91
208.0,658,354,74
209.0,658,349,94
210.0,658,364,162
211.0,658,342,203
212.0,658,325,204
213.0,658,364,195
214.0,658,348,121
215.0,658,358,85
216.0,658,379,119
217.0,658,372,146
218.0,658,355,170
219.0,658,369,199
220.0,658,358,196
221.0,658,377,168
222.0,658,369,134
223.0,658,358,120
224.0,658,344,114
225.0,658,366,145
226.0,658,340,35
227.0,658,339,127
228.0,658,350,203
229.0,658,374,256
230.0,658,340,213
231.0,658,337,161
232.0,658,340,136
233.0,658,337,123
234.0,658,338,143
235.0,658,363,194
236.0,658,328,163
237.0,658,355,176
238.0,658,353,137
239.0,658,346,148
240.0,658,360,154
241.0,658,340,47
242.0,658,347,165
243.0,658,332,246
244.0,658,341,279
245.0,658,346,229
246.0,658,353,136
247.0,658,337,67
248.0,658,361,98
249.0,658,331,159
250.0,658,329,209
251.0,658,358,227
252.0,658,350,205
253.0,658,334,125
254.0,658,347,93
255.0,658,328,112
256.0,658,345,11
257.0,658,345,23
258.0,658,333,46
259.0,658,340,73
260.0,658,343,91
261.0,658,326,101
262.0,658,333,88
263.0,658,366,139
264.0,658,345,101
265.0,658,331,122
266.0,658,360,118
267.0,658,317,106
268.0,658,326,118
269.0,658,360,117
