Parameter,Image1,Image2,Image3
-2.1,936,459,403
-0.05879999999999999,936,462,397
-0.05548799999999999,936,460,369
-0.052271999999999985,936,484,390
-0.049152,936,456,372
-0.046128,936,472,383
-0.043199999999999995,936,466,384
-0.040367999999999994,936,466,370
-0.03763199999999999,936,489,410
-0.03499199999999999,936,493,385
-0.032448000000000005,936,453,344
-0.03,936,475,379
-0.027647999999999992,936,484,372
-0.025391999999999994,936,496,373
-0.023231999999999996,936,469,359
-0.021167999999999996,936,482,376
-0.019200000000000002,936,460,343
-0.017327999999999996,936,461,330
-0.015551999999999998,936,489,332
-0.013871999999999997,936,471,296
-0.012288,936,481,340
-0.010799999999999999,936,461,310
-0.009407999999999998,936,482,337
-0.008112000000000001,936,481,315
-0.006911999999999998,936,482,289
-0.005807999999999999,936,480,290
-0.0048000000000000004,936,481,293
-0.0038879999999999995,936,486,274
-0.003072,936,470,230
-0.0023519999999999995,936,502,258
-0.0017279999999999995,936,463,191
-0.0012000000000000001,936,456,128
-0.000768,936,464,116
-0.0004319999999999999,936,471,95
-0.000192,936,479,81
-4.8e-5,936,470,48
-0.0,936,476,56
4.8e-5,936,465,68
0.000192,936,477,88
0.0004319999999999999,936,454,106
0.000768,936,464,140
0.0012000000000000001,936,505,180
0.0017279999999999995,936,484,229
0.0023519999999999995,936,457,219
0.003072,936,486,257
0.0038879999999999995,936,472,283
0.0048000000000000004,936,453,269
0.005807999999999999,936,473,316
0.006911999999999998,936,474,334
0.008112000000000001,936,473,327
0.009407999999999998,936,448,317
0.010799999999999999,936,482,348
0.012288,936,474,347
0.013871999999999997,936,498,375
0.015551999999999998,936,476,372
0.017327999999999996,936,484,371
0.019200000000000002,936,459,367
0.021167999999999996,936,492,401
0.023231999999999996,936,465,370
0.025391999999999994,936,478,386
0.027647999999999992,936,488,401
0.03,936,475,386
0.032448000000000005,936,456,377
0.03499199999999999,936,465,382
0.03763199999999999,936,480,398
0.040367999999999994,936,495,408
0.043199999999999995,936,488,409
0.046128,936,477,407
0.049152,936,462,406
0.052271999999999985,936,489,424
0.05548799999999999,936,481,417
0.05879999999999999,936,467,398
2.1,936,466,424
