Parameter,Image1,Image2,Image3
1.0,754,430,2
2.0,754,409,96
3.0,754,420,267
4.0,754,421,315
5.0,754,423,224
6.0,754,446,81
7.0,754,408,29
8.0,754,394,142
9.0,754,404,274
10.0,754,441,322
11.0,754,434,219
12.0,754,427,70
13.0,754,422,51
14.0,754,403,155
15.0,754,430,275
16.0,754,420,268
17.0,754,425,192
18.0,754,418,72
19.0,754,426,90
20.0,754,428,212
21.0,754,428,258
22.0,754,428,261
23.0,754,415,145
24.0,754,404,75
25.0,754,424,104
26.0,754,411,209
27.0,754,412,261
28.0,754,414,234
29.0,754,434,151
30.0,754,425,99
31.0,754,409,115
32.0,754,398,203
33.0,754,397,242
34.0,754,417,222
35.0,754,425,155
36.0,754,423,100
37.0,754,428,148
38.0,754,426,206
39.0,754,422,240
40.0,754,428,232
41.0,754,422,138
42.0,754,457,115
43.0,754,409,254
44.0,754,451,349
45.0,754,392,193
46.0,754,449,76
47.0,754,439,20
48.0,754,429,152
49.0,754,413,275
50.0,754,427,292
51.0,754,395,188
52.0,754,432,69
53.0,754,427,48
54.0,754,430,184
55.0,754,406,274
56.0,754,427,281
57.0,754,419,157
58.0,754,417,60
59.0,754,438,84
60.0,754,424,184
61.0,754,411,271
62.0,754,439,239
63.0,754,444,149
64.0,754,441,83
65.0,754,415,119
66.0,754,425,200
67.0,754,413,260
68.0,754,439,215
69.0,754,440,148
70.0,754,412,90
71.0,754,400,133
72.0,754,428,53
73.0,754,433,171
74.0,754,468,229
75.0,754,444,227
76.0,754,429,167
77.0,754,422,106
78.0,754,425,60
79.0,754,421,56
80.0,754,396,123
81.0,754,422,163
82.0,754,442,174
83.0,754,430,177
84.0,754,410,125
85.0,754,440,91
86.0,754,454,98
87.0,754,430,113
88.0,754,416,132
89.0,754,398,140
90.0,754,412,135
91.0,754,399,290
92.0,754,405,221
93.0,754,440,124
94.0,754,406,168
95.0,754,398,188
96.0,754,420,133
97.0,754,421,167
98.0,754,425,225
99.0,754,428,224
100.0,754,415,172
101.0,754,419,158
102.0,754,395,149
103.0,754,420,175
104.0,754,411,190
105.0,754,402,216
106.0,754,397,163
107.0,754,399,153
108.0,754,395,152
109.0,754,396,183
110.0,754,408,141
111.0,754,426,272
112.0,754,403,201
113.0,754,427,178
114.0,754,418,152
115.0,754,424,151
116.0,754,417,164
117.0,754,395,174
118.0,754,401,177
119.0,754,386,167
120.0,754,411,167
121.0,754,423,121
122.0,754,416,150
123.0,754,413,172
124.0,754,416,210
125.0,754,397,201
126.0,754,428,180
127.0,754,433,162
128.0,754,388,121
129.0,754,379,156
130.0,754,406,40
131.0,754,420,107
132.0,754,416,104
133.0,754,431,106
134.0,754,418,54
135.0,754,406,50
136.0,754,414,80
137.0,754,416,86
138.0,754,421,74
139.0,754,398,95
140.0,754,399,63
141.0,754,420,74
142.0,754,410,87
143.0,754,407,63
144.0,754,415,82
145.0,754,418,63
146.0,754,416,99
147.0,754,430,244
148.0,754,433,379
149.0,754,405,304
150.0,754,418,135
151.0,754,424,24
152.0,754,454,33
153.0,754,425,160
154.0,754,400,287
155.0,754,424,353
156.0,754,416,241
157.0,754,431,89
158.0,754,420,8
159.0,754,413,85
160.0,754,425,229
161.0,754,450,333
162.0,754,426,303
163.0,754,420,178
164.0,754,430,43
165.0,754,419,53
166.0,754,426,209
167.0,754,409,199
168.0,754,418,167
169.0,754,400,137
170.0,754,424,144
171.0,754,400,172
172.0,754,402,168
173.0,754,440,213
174.0,754,441,216
175.0,754,413,158
176.0,754,419,131
177.0,754,434,176
178.0,754,427,194
179.0,754,430,212
180.0,754,400,181
181.0,754,392,145
182.0,754,413,153
183.0,754,428,154
184.0,754,387,153
185.0,754,415,158
186.0,754,428,210
