Parameter,Image1,Image2,Image3
1.0,462,255,6
2.0,462,262,7
3.0,462,266,28
4.0,462,251,70
5.0,462,236,130
6.0,462,257,148
7.0,462,251,79
8.0,462,252,23
9.0,462,267,5
10.0,462,260,4
11.0,462,250,3
12.0,462,252,2
13.0,462,245,5
14.0,462,251,8
15.0,462,251,3
16.0,462,268,20
17.0,462,262,17
18.0,462,259,23
19.0,462,259,9
20.0,462,271,7
21.0,462,274,6
22.0,462,262,2
23.0,462,267,2
24.0,462,261,1
25.0,462,258,5
26.0,462,228,11
27.0,462,259,40
28.0,462,257,64
29.0,462,240,96
30.0,462,263,85
31.0,462,249,31
32.0,462,251,8
33.0,462,258,2
34.0,462,263,3
35.0,462,252,2
36.0,462,263,4
37.0,462,257,7
38.0,462,250,7
39.0,462,254,13
40.0,462,252,4
41.0,462,260,3
42.0,462,246,2
43.0,462,264,1
44.0,462,265,1
45.0,462,263,29
46.0,462,266,22
47.0,462,255,43
48.0,462,242,53
49.0,462,262,57
50.0,462,265,89
51.0,462,260,104
52.0,462,264,109
53.0,462,251,127
54.0,462,278,146
55.0,462,283,145
56.0,462,246,114
57.0,462,274,116
58.0,462,266,94
59.0,462,281,80
60.0,462,269,65
61.0,462,269,4
62.0,462,252,9
63.0,462,259,6
64.0,462,277,6
65.0,462,251,5
66.0,462,235,7
67.0,462,271,14
68.0,462,258,9
69.0,462,275,14
70.0,462,259,11
71.0,462,268,8
72.0,462,271,7
73.0,462,262,9
74.0,462,250,7
75.0,462,273,6
76.0,462,237,4
77.0,462,251,40
78.0,462,255,64
79.0,462,268,99
80.0,462,255,121
81.0,462,267,137
82.0,462,277,177
83.0,462,251,158
84.0,462,283,163
85.0,462,252,134
86.0,462,256,118
87.0,462,262,103
88.0,462,250,25
89.0,462,256,35
90.0,462,270,63
91.0,462,289,100
92.0,462,257,111
93.0,462,267,143
94.0,462,257,144
95.0,462,246,146
96.0,462,260,153
97.0,462,253,153
98.0,462,253,144
99.0,462,240,41
100.0,462,247,82
101.0,462,271,93
102.0,462,273,106
103.0,462,266,111
104.0,462,262,154
105.0,462,270,151
106.0,462,236,131
107.0,462,249,155
108.0,462,260,147
109.0,462,259,134
110.0,462,243,120
111.0,462,259,105
112.0,462,240,16
113.0,462,268,47
114.0,462,269,109
115.0,462,266,152
116.0,462,256,183
117.0,462,236,181
118.0,462,233,174
119.0,462,265,150
120.0,462,261,107
121.0,462,246,45
122.0,462,275,18
123.0,462,266,6
124.0,462,268,17
125.0,462,254,18
126.0,462,264,18
127.0,462,254,30
128.0,462,265,33
129.0,462,264,17
130.0,462,256,15
131.0,462,268,9
132.0,462,246,5
133.0,462,253,3
