Parameter,Image1,Image2,Image3
1.0,544,308,5
2.0,544,307,37
3.0,544,292,24
4.0,544,309,6
5.0,544,296,69
6.0,544,294,155
7.0,544,295,180
8.0,544,300,124
9.0,544,291,24
10.0,544,271,16
11.0,544,301,28
12.0,544,295,17
13.0,544,301,15
14.0,544,306,10
15.0,544,298,8
16.0,544,271,16
17.0,544,294,10
18.0,544,308,12
19.0,544,296,28
20.0,544,300,17
21.0,544,312,14
22.0,544,305,6
23.0,544,306,14
24.0,544,300,6
25.0,544,271,7
26.0,544,287,7
27.0,544,328,2
28.0,544,319,9
29.0,544,301,7
30.0,544,301,2
31.0,544,317,9
32.0,544,314,12
33.0,544,310,7
34.0,544,281,8
35.0,544,293,11
36.0,544,316,15
37.0,544,315,5
38.0,544,295,6
39.0,544,289,6
40.0,544,303,5
41.0,544,298,6
42.0,544,298,13
43.0,544,317,17
44.0,544,303,22
45.0,544,292,13
46.0,544,309,65
47.0,544,299,124
48.0,544,300,162
49.0,544,300,134
50.0,544,287,57
51.0,544,321,19
52.0,544,299,11
53.0,544,318,11
54.0,544,310,3
55.0,544,323,10
56.0,544,304,7
57.0,544,305,7
58.0,544,299,22
59.0,544,312,14
60.0,544,320,9
61.0,544,295,8
62.0,544,315,5
63.0,544,306,6
64.0,544,295,7
65.0,544,304,3
66.0,544,319,4
67.0,544,304,7
68.0,544,302,3
69.0,544,317,6
70.0,544,296,9
71.0,544,298,1
72.0,544,297,8
73.0,544,291,5
74.0,544,312,3
75.0,544,306,6
76.0,544,321,6
77.0,544,299,3
78.0,544,315,7
79.0,544,306,7
80.0,544,293,3
81.0,544,310,7
82.0,544,298,4
83.0,544,312,8
84.0,544,304,6
85.0,544,313,0
86.0,544,318,4
87.0,544,298,16
88.0,544,314,21
89.0,544,317,22
90.0,544,283,41
91.0,544,305,49
92.0,544,293,83
93.0,544,297,109
94.0,544,298,163
95.0,544,319,181
96.0,544,319,173
97.0,544,295,131
98.0,544,306,87
99.0,544,301,61
100.0,544,309,27
101.0,544,288,21
102.0,544,285,12
103.0,544,302,12
104.0,544,292,3
105.0,544,292,13
106.0,544,305,10
107.0,544,294,10
108.0,544,316,12
109.0,544,307,16
110.0,544,313,13
111.0,544,287,11
112.0,544,291,5
113.0,544,308,9
114.0,544,320,15
115.0,544,312,9
116.0,544,302,12
117.0,544,297,5
118.0,544,313,1
