Parameter,Image1,Image2,Image3
-1.86e7,398,184,15
-1.8595000000000004e7,398,179,11
-1.859e7,398,191,24
-1.8585e7,398,186,28
-1.858e7,398,192,18
-1.8575000000000004e7,398,180,17
-1.857e7,398,185,54
-1.8565e7,398,186,71
-1.8560000000000004e7,398,186,55
-1.8555e7,398,200,22
-1.855e7,398,196,26
-1.8545e7,398,185,26
-1.8540000000000004e7,398,191,27
-1.8535e7,398,184,12
-1.853e7,398,199,20
-1.8525000000000004e7,398,211,26
-1.852e7,398,188,15
-1.8515e7,398,206,22
-1.851e7,398,193,25
-1.8505000000000004e7,398,194,54
-1.85e7,398,177,77
-1.8495e7,398,191,84
-1.8490000000000004e7,398,205,54
-1.8485e7,398,191,20
-1.848e7,398,191,20
-1.8475e7,398,174,12
-1.8470000000000004e7,398,200,16
-1.8465e7,398,186,14
-1.846e7,398,186,16
-1.8455e7,398,185,26
-1.845e7,398,176,22
-1.8445e7,398,181,19
-1.844e7,398,182,23
-1.8435000000000004e7,398,191,55
-1.843e7,398,177,58
-1.8425e7,398,194,40
-1.842e7,398,182,16
-1.8415000000000004e7,398,188,16
-1.841e7,398,185,23
-1.8405e7,398,190,20
-1.8400000000000004e7,398,210,7
-1.8395e7,398,186,11
-1.839e7,398,191,15
-1.8385e7,398,195,22
-1.8380000000000004e7,398,176,19
-1.8375e7,398,189,28
-1.837e7,398,213,60
-1.8365000000000004e7,398,195,67
-1.836e7,398,167,55
-1.8355e7,398,175,32
-1.835e7,398,176,19
-1.8345000000000004e7,398,181,20
-1.834e7,398,187,18
-1.8335e7,398,174,13
-1.833e7,398,188,3
-1.8325e7,398,197,15
-1.832e7,398,193,12
-1.8315e7,398,174,11
-1.8310000000000004e7,398,187,14
-1.8305e7,398,188,31
-1.83e7,398,194,44
-1.8295e7,398,202,55
-1.829e7,398,190,45
-1.8285e7,398,190,16
-1.828e7,398,187,17
-1.8275000000000004e7,398,189,12
-1.827e7,596,290,14
-1.8265e7,596,313,13
-1.826e7,596,275,15
-1.8255e7,596,278,22
-1.825e7,596,310,13
-1.8245e7,596,294,17
-1.8240000000000004e7,596,283,26
-1.8235e7,596,308,39
-1.823e7,596,294,67
-1.8225e7,596,297,68
-1.822e7,596,279,38
-1.8215e7,596,288,23
-1.821e7,596,296,13
-1.8205e7,596,302,18
-1.82e7,596,302,10
-1.8195e7,596,298,8
-1.819e7,596,277,10
-1.8185e7,596,264,11
-1.818e7,596,309,17
-1.8175e7,596,276,19
-1.817e7,596,293,23
-1.8165e7,596,305,25
-1.816e7,596,296,35
-1.8155e7,596,287,19
-1.815e7,596,298,15
-1.8145e7,596,279,7
-1.814e7,596,291,12
-1.8135e7,596,293,7
-1.813e7,596,288,4
-1.8125e7,596,284,10
-1.812e7,596,282,13
-1.8115000000000004e7,596,301,20
-1.811e7,596,271,16
-1.8105e7,596,274,23
-1.81e7,596,274,21
-1.8095e7,596,286,26
-1.809e7,596,293,17
-1.8085e7,596,278,15
-1.808e7,596,306,10
-1.8075e7,596,311,12
-1.807e7,596,290,7
-1.8065e7,596,293,8
-1.806e7,596,283,5
-1.8055e7,596,281,8
-1.805e7,596,284,13
-1.8045e7,596,275,18
-1.804e7,596,304,16
-1.8035e7,596,307,22
-1.803e7,596,277,22
-1.8025e7,596,288,14
-1.802e7,596,273,8
-1.8015e7,596,288,7
-1.801e7,596,294,5
-1.8005e7,596,280,4
-1.8e7,596,278,3
-1.7995e7,596,297,8
-1.799e7,596,288,8
-1.7985e7,596,282,11
-1.798e7,596,282,9
-1.7975e7,596,277,10
-1.797e7,596,287,13
-1.7965e7,596,271,11
-1.796e7,596,289,12
-1.7955e7,596,273,7
-1.795e7,596,295,8
-1.7945e7,596,282,9
-1.794e7,596,266,9
-1.7935e7,596,300,7
-1.793e7,596,286,2
