Parameter,Image1,Image2,Image3
1.0,364,204,2
2.0,364,205,4
3.0,364,201,21
4.0,364,212,80
5.0,364,191,121
6.0,364,194,118
7.0,364,199,55
8.0,364,203,15
9.0,364,197,7
10.0,364,196,2
11.0,364,190,0
12.0,364,202,0
13.0,364,200,1
14.0,364,196,1
15.0,364,195,4
16.0,364,215,6
17.0,364,203,8
18.0,364,199,9
19.0,364,217,6
20.0,364,199,2
21.0,364,212,0
22.0,364,219,1
23.0,364,228,1
24.0,364,195,1
25.0,364,197,1
26.0,364,211,4
27.0,364,195,25
28.0,364,181,58
29.0,364,197,95
30.0,364,205,89
31.0,364,205,43
32.0,364,193,5
33.0,364,217,1
34.0,364,212,4
35.0,364,207,0
36.0,364,198,1
37.0,364,202,2
38.0,364,200,6
39.0,364,192,2
40.0,364,210,4
41.0,364,198,1
42.0,364,211,2
43.0,364,180,0
44.0,364,201,1
45.0,364,197,1
46.0,364,208,2
47.0,364,195,4
48.0,364,208,31
49.0,364,184,59
50.0,364,209,101
51.0,364,204,91
52.0,364,203,58
53.0,364,213,15
54.0,364,193,6
55.0,364,212,1
56.0,364,199,3
57.0,364,194,2
58.0,364,205,5
59.0,364,204,9
60.0,364,193,5
61.0,364,192,4
62.0,364,208,2
63.0,364,184,0
64.0,364,209,0
65.0,364,228,1
66.0,364,200,0
67.0,182,91,6
68.0,182,105,7
69.0,182,118,13
70.0,182,96,34
71.0,182,92,62
72.0,182,102,80
73.0,182,102,55
74.0,182,105,25
75.0,182,87,7
76.0,182,102,6
77.0,182,113,1
78.0,182,97,0
79.0,182,99,6
80.0,182,90,7
81.0,182,82,8
82.0,182,99,41
83.0,182,96,53
84.0,182,104,53
85.0,182,93,21
86.0,182,100,2
87.0,182,107,4
88.0,182,98,4
89.0,182,111,0
90.0,182,97,3
91.0,182,104,6
92.0,182,92,12
93.0,182,104,14
94.0,182,96,8
95.0,182,97,4
96.0,182,82,6
97.0,182,100,2
98.0,182,99,1
99.0,182,89,4
100.0,182,99,3
101.0,182,96,1
102.0,182,101,3
103.0,182,89,13
104.0,182,99,35
105.0,182,98,52
106.0,182,106,66
107.0,182,101,35
108.0,182,102,19
109.0,182,104,5
110.0,182,103,3
111.0,182,101,2
112.0,182,96,1
113.0,182,90,4
114.0,182,98,11
115.0,182,100,28
116.0,182,96,39
117.0,182,103,25
118.0,182,105,9
119.0,182,80,2
120.0,182,97,1
121.0,182,112,0
122.0,182,92,1
123.0,182,94,2
124.0,182,98,1
125.0,182,91,2
126.0,182,106,5
127.0,182,103,7
128.0,182,101,4
129.0,182,91,3
130.0,182,98,3
131.0,182,98,0
132.0,182,101,0
133.0,182,106,1
134.0,182,98,1
135.0,182,99,5
136.0,182,100,31
137.0,182,79,35
138.0,182,94,42
139.0,182,96,28
140.0,182,97,5
141.0,182,104,0
142.0,182,98,0
143.0,182,94,0
144.0,182,91,6
145.0,182,100,18
146.0,182,95,32
147.0,182,87,32
148.0,182,104,28
149.0,182,97,13
150.0,182,97,1
151.0,182,86,0
152.0,182,92,0
153.0,182,87,1
154.0,182,90,0
155.0,182,100,9
156.0,182,104,23
157.0,182,113,32
158.0,182,88,22
159.0,182,103,15
160.0,182,102,10
161.0,182,101,0
162.0,182,97,0
163.0,182,98,1
164.0,182,102,0
165.0,182,103,0
166.0,182,102,1
167.0,182,99,5
168.0,182,101,15
169.0,182,97,19
170.0,182,97,26
171.0,182,95,37
172.0,182,92,20
173.0,182,105,24
174.0,182,104,14
175.0,182,97,10
176.0,182,89,2
177.0,182,103,1
178.0,182,105,1
179.0,182,84,1
180.0,182,96,3
181.0,182,98,14
182.0,182,94,38
183.0,182,85,18
184.0,182,101,5
185.0,182,103,2
186.0,182,102,1
187.0,182,97,1
188.0,182,101,0
189.0,182,100,1
190.0,182,81,0
191.0,182,98,20
192.0,182,96,33
193.0,182,90,23
194.0,182,98,2
195.0,182,98,0
196.0,182,99,1
197.0,182,92,1
198.0,182,105,0
199.0,182,95,11
200.0,182,104,3
201.0,182,90,1
202.0,182,94,0
203.0,182,101,1
204.0,182,93,0
205.0,182,99,0
206.0,182,99,0
207.0,182,97,3
208.0,182,95,6
209.0,182,100,6
210.0,182,90,20
211.0,182,108,17
212.0,182,95,8
213.0,182,104,4
214.0,182,104,2
215.0,182,95,1
216.0,182,100,1
217.0,182,110,1
218.0,182,92,0
219.0,182,94,2
220.0,182,96,2
221.0,182,97,7
222.0,182,77,3
223.0,182,90,6
224.0,182,88,4
225.0,182,93,9
226.0,182,93,5
227.0,182,91,1
228.0,182,93,1
229.0,182,98,0
230.0,182,93,1
231.0,182,97,2
232.0,182,101,3
233.0,182,93,4
234.0,182,99,2
235.0,182,94,5
236.0,182,98,7
237.0,182,94,6
