Parameter,Image1,Image2,Image3
238.0,182,100,4
239.0,182,106,2
240.0,182,88,2
241.0,182,85,1
242.0,182,98,1
243.0,182,101,1
244.0,182,97,2
245.0,182,100,0
246.0,182,101,0
247.0,182,108,5
248.0,182,99,3
249.0,182,103,5
250.0,182,90,1
251.0,182,91,5
252.0,182,88,1
253.0,182,83,0
254.0,182,105,1
255.0,182,97,0
256.0,182,94,0
257.0,182,113,1
258.0,182,93,0
259.0,182,98,3
260.0,182,91,4
261.0,182,94,3
262.0,182,91,4
263.0,182,92,6
264.0,182,94,1
265.0,182,97,0
266.0,182,104,0
267.0,182,88,0
268.0,182,97,0
269.0,182,87,0
270.0,182,88,2
271.0,182,106,1
272.0,182,106,3
273.0,182,102,2
274.0,182,93,5
275.0,182,94,3
276.0,182,107,8
277.0,182,99,2
278.0,182,92,4
279.0,182,103,2
280.0,182,97,1
281.0,182,100,0
282.0,182,96,0
283.0,182,92,0
284.0,182,113,1
285.0,182,99,2
286.0,182,91,1
287.0,182,96,0
288.0,182,100,3
289.0,182,93,3
290.0,364,207,4
291.0,364,216,3
292.0,364,200,16
293.0,364,196,71
294.0,364,164,97
295.0,364,195,110
296.0,364,208,58
297.0,364,205,15
298.0,364,190,5
299.0,364,183,3
300.0,364,199,1
301.0,364,197,1
302.0,364,192,0
303.0,364,195,2
304.0,364,210,4
305.0,364,203,9
306.0,364,215,13
307.0,364,204,7
308.0,364,203,6
309.0,364,204,4
310.0,364,195,2
311.0,364,198,0
312.0,364,210,0
313.0,364,211,1
314.0,364,186,4
315.0,364,197,5
316.0,364,191,22
317.0,364,189,49
318.0,364,199,96
319.0,364,195,81
320.0,364,216,45
321.0,364,195,6
322.0,364,206,4
323.0,364,199,1
324.0,364,185,2
325.0,364,200,1
326.0,364,202,4
327.0,364,196,2
328.0,364,214,5
329.0,364,203,6
330.0,364,189,3
331.0,364,210,1
332.0,364,222,0
333.0,364,199,0
334.0,364,202,1
335.0,364,200,1
336.0,364,200,8
337.0,364,203,35
338.0,364,197,67
339.0,364,198,104
340.0,364,192,94
341.0,364,198,47
342.0,364,194,15
343.0,364,212,7
344.0,364,208,0
345.0,364,204,1
346.0,364,203,2
347.0,364,199,6
348.0,364,198,11
349.0,364,202,4
350.0,364,200,5
351.0,364,194,6
352.0,364,213,1
353.0,364,207,1
354.0,364,209,0
355.0,364,205,0
356.0,364,196,3
357.0,364,203,10
358.0,364,224,20
359.0,364,199,53
360.0,364,209,127
361.0,364,223,143
362.0,364,206,69
363.0,364,216,27
364.0,364,196,9
365.0,364,203,5
366.0,364,202,1
367.0,364,202,0
368.0,364,208,2
369.0,364,188,1
370.0,364,193,3
371.0,364,223,13
372.0,364,212,21
373.0,364,218,22
374.0,364,197,18
375.0,364,199,1
376.0,364,205,2
377.0,364,188,0
378.0,364,206,3
379.0,364,208,2
380.0,364,206,3
381.0,364,194,3
382.0,364,239,37
383.0,364,203,79
384.0,364,208,109
385.0,364,190,62
386.0,364,202,27
387.0,364,192,5
388.0,364,212,1
389.0,364,204,2
390.0,364,191,0
391.0,364,195,1
392.0,364,194,5
393.0,364,204,8
394.0,364,200,11
395.0,364,201,16
396.0,364,182,4
397.0,364,205,3
398.0,364,203,0
399.0,364,191,2
400.0,364,198,1
401.0,364,208,1
402.0,364,204,2
403.0,364,199,26
404.0,364,185,64
405.0,364,194,107
406.0,364,204,114
407.0,364,215,85
408.0,364,209,35
409.0,364,218,4
410.0,364,196,1
411.0,364,199,3
412.0,364,203,16
413.0,364,208,62
414.0,364,195,85
415.0,364,195,91
416.0,364,215,51
417.0,364,200,26
418.0,364,215,3
419.0,364,196,1
420.0,364,172,0
421.0,364,199,0
