Parameter,Image1,Image2,Image3
1.0,705,394,1
2.0,705,376,62
3.0,705,354,201
4.0,705,381,307
5.0,705,369,248
6.0,705,380,168
7.0,705,368,62
8.0,705,378,33
9.0,705,377,102
10.0,705,378,202
11.0,705,378,272
12.0,705,383,265
13.0,705,359,142
14.0,705,377,52
15.0,705,375,33
16.0,705,387,119
17.0,705,371,212
18.0,705,394,293
19.0,705,366,254
20.0,705,397,142
21.0,705,379,42
22.0,705,386,47
23.0,705,388,147
24.0,705,380,237
25.0,705,370,261
26.0,705,398,230
27.0,705,363,120
28.0,705,358,44
29.0,705,359,51
30.0,705,371,155
31.0,705,385,247
32.0,705,388,97
33.0,705,365,227
34.0,705,390,324
35.0,705,392,215
36.0,705,374,69
37.0,705,375,10
38.0,705,397,86
39.0,705,389,237
40.0,705,384,305
41.0,705,382,213
42.0,705,386,88
43.0,705,387,12
44.0,705,354,81
45.0,705,373,195
46.0,705,384,291
47.0,705,385,205
48.0,705,377,81
49.0,705,371,23
50.0,705,378,101
51.0,705,382,230
52.0,705,399,308
53.0,705,393,243
54.0,705,368,64
55.0,705,367,27
56.0,705,360,100
57.0,705,373,215
58.0,705,372,287
59.0,705,390,231
60.0,705,374,74
61.0,705,399,35
62.0,705,370,109
63.0,705,379,241
64.0,705,385,280
65.0,705,370,201
66.0,705,380,91
67.0,705,377,44
68.0,705,376,110
69.0,705,367,204
70.0,705,400,285
71.0,705,375,187
72.0,705,400,3
73.0,705,398,32
74.0,705,375,92
75.0,705,412,173
76.0,705,387,243
77.0,705,392,304
78.0,705,387,285
79.0,705,407,260
80.0,705,390,196
81.0,705,379,90
82.0,705,389,33
83.0,705,382,1
84.0,705,378,3
85.0,705,384,6
86.0,705,396,3
87.0,705,365,8
88.0,705,401,10
89.0,705,389,6
90.0,705,386,5
91.0,705,387,1
92.0,705,368,2
93.0,705,359,1
94.0,705,386,333
