Parameter,Image1,Image2,Image3
1.0,960,488,2
2.0,960,494,33
3.0,960,493,86
4.0,960,489,121
5.0,960,478,167
6.0,960,519,227
7.0,960,498,244
8.0,960,500,262
9.0,960,473,268
10.0,960,521,266
11.0,960,480,230
12.0,960,476,206
13.0,960,508,195
14.0,960,486,152
15.0,960,500,126
16.0,960,491,101
17.0,960,485,87
18.0,960,498,119
19.0,960,477,125
20.0,960,495,137
21.0,960,511,158
22.0,960,509,3
23.0,960,489,13
24.0,960,481,15
25.0,960,520,36
26.0,960,497,39
27.0,960,492,45
28.0,960,508,64
29.0,960,498,64
30.0,960,501,69
31.0,960,477,88
32.0,960,495,75
33.0,960,491,96
34.0,960,492,90
35.0,960,489,88
36.0,960,476,95
37.0,960,470,90
38.0,960,484,79
39.0,960,497,72
40.0,960,482,70
41.0,960,499,86
42.0,960,482,50
43.0,960,491,2
44.0,960,474,36
45.0,960,470,79
46.0,960,491,100
47.0,960,506,157
48.0,960,482,199
49.0,960,495,194
50.0,960,506,216
51.0,960,510,220
52.0,960,496,193
53.0,960,476,153
54.0,960,516,150
55.0,960,484,128
56.0,960,489,106
57.0,960,513,100
58.0,960,480,93
59.0,960,476,128
60.0,960,508,126
61.0,960,487,139
62.0,960,469,112
63.0,960,485,133
64.0,960,500,3
65.0,960,502,10
66.0,960,483,12
67.0,960,502,21
68.0,960,514,31
69.0,960,484,32
70.0,960,509,32
71.0,960,467,29
72.0,960,502,40
73.0,960,508,47
74.0,960,481,38
75.0,960,495,40
76.0,960,501,32
77.0,960,489,28
78.0,960,475,25
79.0,960,473,33
80.0,960,476,37
81.0,960,481,34
82.0,960,483,25
83.0,960,499,26
84.0,960,507,30
