Parameter,Image1,Image2,Image3
-1.86e7,520,269,17
-1.8598000000000004e7,520,279,11
-1.8596e7,520,278,14
-1.8594e7,520,279,18
-1.8592000000000004e7,520,266,14
-1.859e7,520,269,12
-1.8588e7,520,281,12
-1.8586000000000004e7,520,276,11
-1.8584e7,520,288,18
-1.8582e7,520,281,24
-1.858e7,520,268,16
-1.8578e7,520,306,15
-1.8576e7,520,275,24
-1.8574e7,520,278,44
-1.8572000000000004e7,520,271,64
-1.857e7,520,266,89
-1.8568e7,520,271,125
-1.8566000000000004e7,520,271,130
-1.8564e7,520,272,118
-1.8562e7,520,301,112
-1.8560000000000004e7,520,263,73
-1.8558e7,520,274,44
-1.8556e7,520,301,34
-1.8554000000000004e7,520,289,20
-1.8552e7,520,276,25
-1.855e7,520,257,25
-1.8548e7,520,261,29
-1.8546e7,520,269,18
-1.8544e7,520,296,15
-1.8542e7,520,265,19
-1.854e7,520,270,23
-1.8538e7,520,266,14
-1.8536e7,520,266,16
-1.8534e7,520,252,15
-1.8532e7,520,282,20
-1.853e7,520,295,27
-1.8528e7,520,271,23
-1.8526e7,520,277,28
-1.8524e7,520,285,27
-1.8522000000000004e7,520,268,17
-1.852e7,520,290,6
-1.8518e7,520,256,22
-1.8516e7,520,279,35
-1.8514e7,520,257,46
-1.8512e7,520,287,66
-1.851e7,520,282,45
-1.8508e7,520,277,49
-1.8506e7,520,287,41
-1.8504e7,520,269,45
-1.8502e7,520,281,39
-1.85e7,520,261,58
-1.8498e7,520,283,60
-1.8496e7,520,288,54
-1.8494e7,520,285,42
-1.8492e7,520,276,30
-1.849e7,520,277,26
-1.8488e7,520,283,46
-1.8486e7,520,273,57
-1.8484e7,520,281,64
-1.8482e7,520,296,48
-1.848e7,520,270,32
-1.8477999999999996e7,520,283,27
-1.8476e7,520,290,7
-1.8474e7,520,270,17
-1.8472e7,520,273,21
-1.847e7,520,281,41
-1.8468e7,520,288,27
-1.8466e7,520,260,19
-1.8464e7,520,277,20
-1.8462e7,520,268,16
-1.846e7,520,275,15
-1.8458e7,520,273,21
-1.8456e7,520,271,18
-1.8454e7,520,285,15
-1.8452e7,520,279,17
-1.845e7,520,260,10
-1.8448e7,520,261,19
-1.8445999999999996e7,520,290,24
-1.8444e7,520,262,14
-1.8442e7,520,267,21
-1.8439999999999996e7,520,267,22
-1.8438e7,520,293,36
-1.8436e7,520,276,39
-1.8433999999999996e7,520,270,49
-1.8432e7,520,292,73
-1.843e7,520,263,42
-1.8427999999999996e7,520,276,46
-1.8426e7,520,267,27
-1.8424e7,520,261,19
-1.8422e7,520,288,20
-1.842e7,520,299,12
-1.8418e7,520,265,8
-1.8416e7,520,273,16
-1.8413999999999996e7,520,270,19
-1.8412e7,520,273,9
-1.841e7,520,270,17
-1.8407999999999996e7,520,271,11
-1.8406e7,520,286,10
-1.8404e7,520,265,12
-1.8401999999999996e7,520,275,11
-1.84e7,520,281,7
