Parameter,Image1,Image2,Image3
1.0,694,373,3
2.0,694,374,5
3.0,694,372,29
4.0,694,379,117
5.0,694,392,210
6.0,694,402,220
7.0,694,369,118
8.0,694,387,47
9.0,694,381,14
10.0,694,396,8
11.0,694,370,8
12.0,694,397,3
13.0,694,376,5
14.0,694,392,4
15.0,694,380,8
16.0,694,388,14
17.0,694,372,14
18.0,694,387,13
19.0,694,393,8
20.0,694,384,3
21.0,694,363,3
22.0,694,371,1
23.0,694,396,8
24.0,694,372,4
25.0,694,367,3
26.0,694,369,11
27.0,694,391,66
28.0,694,401,143
29.0,694,397,164
30.0,694,377,138
31.0,694,361,67
32.0,694,375,16
33.0,694,380,1
34.0,694,360,1
35.0,694,389,1
36.0,694,388,3
37.0,694,393,7
38.0,694,382,14
39.0,694,386,10
40.0,694,403,11
41.0,694,385,2
42.0,694,396,11
43.0,694,378,3
44.0,694,400,2
45.0,694,391,55
46.0,694,381,82
47.0,694,372,124
48.0,694,383,162
49.0,694,394,185
50.0,694,380,183
51.0,694,371,182
52.0,694,396,186
53.0,694,393,158
54.0,694,370,118
55.0,694,391,90
56.0,694,380,11
57.0,694,374,14
58.0,694,402,14
59.0,694,384,20
60.0,694,383,18
61.0,694,387,24
62.0,694,401,14
63.0,694,401,13
64.0,694,415,11
65.0,694,354,8
66.0,694,353,8
67.0,694,410,69
68.0,694,381,102
69.0,694,381,161
70.0,694,384,181
71.0,694,369,242
72.0,694,370,251
73.0,694,373,289
74.0,694,390,295
75.0,694,359,249
76.0,694,386,258
77.0,694,376,206
78.0,694,381,122
79.0,694,398,157
80.0,694,358,183
81.0,694,385,217
82.0,694,357,238
83.0,694,374,258
84.0,694,381,269
85.0,694,382,275
86.0,694,370,250
87.0,694,375,222
88.0,694,376,222
89.0,694,368,83
90.0,694,376,109
91.0,694,380,175
92.0,694,394,222
93.0,694,393,236
94.0,694,386,249
95.0,694,375,256
96.0,694,391,246
97.0,694,391,200
98.0,694,381,188
99.0,694,379,128
100.0,694,379,88
101.0,694,398,81
102.0,694,380,38
103.0,694,376,87
104.0,694,398,181
105.0,694,396,256
106.0,694,388,307
107.0,694,361,306
108.0,694,389,278
109.0,694,397,238
110.0,694,377,122
111.0,694,394,73
112.0,694,381,14
113.0,694,383,4
114.0,694,369,6
115.0,694,388,5
116.0,694,367,5
117.0,694,366,10
118.0,694,388,9
119.0,694,385,19
120.0,694,372,7
121.0,694,372,3
122.0,694,391,6
123.0,694,407,2
124.0,694,373,342
