Parameter,Image1,Image2,Image3
1.0,411,216,6
2.0,411,234,1
3.0,411,232,12
4.0,411,230,47
5.0,411,220,87
6.0,411,224,140
7.0,411,220,97
8.0,411,212,24
9.0,411,226,5
10.0,411,239,4
11.0,411,231,1
12.0,411,230,2
13.0,411,232,2
14.0,411,228,1
15.0,411,241,1
16.0,411,212,6
17.0,411,251,9
18.0,411,224,11
19.0,411,248,12
20.0,411,225,0
21.0,411,248,2
22.0,411,214,0
23.0,411,227,0
24.0,411,232,4
25.0,411,239,3
26.0,411,232,4
27.0,411,227,4
28.0,411,239,10
29.0,411,226,4
30.0,411,224,3
31.0,411,219,5
32.0,411,220,3
33.0,411,226,0
34.0,411,234,2
35.0,411,220,1
36.0,411,237,6
37.0,411,220,20
38.0,411,233,56
39.0,411,234,100
40.0,411,232,89
41.0,411,233,54
42.0,411,219,10
43.0,411,234,5
44.0,411,225,0
45.0,411,227,4
46.0,411,255,2
47.0,411,203,2
48.0,411,239,7
49.0,411,227,4
50.0,411,209,4
51.0,411,219,3
52.0,411,224,6
53.0,411,228,3
54.0,411,221,0
55.0,411,233,1
56.0,411,227,2
57.0,411,222,1
58.0,411,217,0
59.0,411,231,1
60.0,411,239,1
61.0,411,208,1
62.0,411,228,1
63.0,411,221,3
64.0,411,225,1
65.0,411,221,0
66.0,411,208,0
67.0,411,242,2
68.0,411,246,8
69.0,411,224,36
70.0,411,218,88
71.0,411,232,103
72.0,411,219,87
73.0,411,218,44
74.0,411,240,26
75.0,411,230,1
76.0,411,242,1
77.0,411,228,1
78.0,411,235,2
79.0,411,219,0
80.0,411,221,3
81.0,411,227,2
82.0,411,232,5
83.0,411,212,6
84.0,411,219,4
85.0,411,217,2
86.0,411,225,5
87.0,411,217,0
88.0,411,224,0
