Parameter,Image1,Image2,Image3
1.0,530,265,1
2.0,530,270,8
3.0,530,266,19
4.0,530,273,46
5.0,530,270,59
6.0,530,261,89
7.0,530,284,111
8.0,530,252,120
9.0,530,283,130
10.0,530,251,117
11.0,530,270,123
12.0,530,277,108
13.0,530,263,99
14.0,530,259,101
15.0,530,267,73
16.0,530,277,75
17.0,530,279,75
18.0,530,272,65
19.0,530,274,79
20.0,530,277,95
21.0,530,283,90
22.0,530,264,9
23.0,530,264,16
24.0,530,264,29
25.0,530,275,42
26.0,530,247,59
27.0,530,272,86
28.0,530,282,83
29.0,530,284,97
30.0,530,257,96
31.0,530,271,90
32.0,530,280,96
33.0,530,250,84
34.0,530,281,98
35.0,530,259,86
36.0,530,260,56
37.0,530,259,49
38.0,530,282,65
39.0,530,275,47
40.0,530,266,62
41.0,530,283,59
42.0,530,246,9
43.0,530,272,15
44.0,530,272,23
45.0,530,275,38
46.0,530,260,63
47.0,530,263,57
48.0,530,269,67
49.0,530,271,67
50.0,530,266,57
51.0,530,268,51
52.0,530,254,51
53.0,530,283,41
54.0,530,276,46
55.0,530,283,41
56.0,530,255,30
57.0,530,286,39
58.0,530,255,43
59.0,530,275,48
60.0,530,258,45
61.0,530,264,61
62.0,530,275,4
63.0,530,258,12
64.0,530,240,29
65.0,530,257,43
66.0,530,266,39
67.0,530,258,44
68.0,530,273,43
69.0,530,276,31
70.0,530,287,35
71.0,530,293,26
72.0,530,269,30
73.0,530,273,22
74.0,530,287,39
75.0,530,277,23
76.0,530,262,47
77.0,530,261,38
78.0,530,275,24
79.0,530,255,34
80.0,530,255,29
81.0,530,283,27
82.0,530,283,6
83.0,530,288,21
84.0,530,257,16
85.0,530,284,25
86.0,530,264,23
87.0,530,274,21
88.0,530,291,21
89.0,530,274,24
90.0,530,254,22
91.0,530,271,16
92.0,530,278,22
93.0,530,281,15
94.0,530,294,19
95.0,530,272,19
96.0,530,257,17
97.0,530,255,15
98.0,530,279,23
99.0,530,268,21
100.0,530,282,11
101.0,530,261,22
102.0,530,268,1
103.0,530,275,9
104.0,530,269,10
105.0,530,263,11
106.0,530,265,11
107.0,530,274,16
108.0,530,273,12
109.0,530,267,12
110.0,530,286,17
111.0,530,244,9
112.0,530,274,21
113.0,530,268,16
114.0,530,281,12
115.0,530,285,19
116.0,530,268,12
117.0,530,260,15
118.0,530,283,23
119.0,530,259,17
120.0,530,261,12
121.0,530,283,16
122.0,530,281,5
123.0,530,263,7
124.0,530,272,9
125.0,530,290,15
126.0,530,270,10
127.0,530,260,11
128.0,530,261,17
129.0,530,271,16
130.0,530,272,7
131.0,530,254,8
132.0,530,278,13
133.0,530,260,13
134.0,530,274,3
135.0,530,294,12
136.0,530,275,7
137.0,530,279,13
138.0,530,259,14
139.0,530,247,13
140.0,530,287,10
141.0,530,259,13
142.0,530,281,3
143.0,530,282,14
144.0,530,290,19
145.0,530,272,34
146.0,530,289,42
147.0,530,252,45
148.0,530,287,75
149.0,530,253,62
150.0,530,274,101
151.0,530,282,75
152.0,530,279,96
153.0,530,272,89
154.0,530,274,87
155.0,530,282,86
156.0,530,277,99
157.0,530,285,92
158.0,530,282,91
159.0,530,289,80
160.0,530,247,56
161.0,530,273,50
162.0,530,271,9
163.0,530,259,12
164.0,530,288,27
165.0,530,280,44
166.0,530,260,62
167.0,530,262,54
168.0,530,258,62
169.0,530,272,78
170.0,530,265,69
171.0,530,266,66
172.0,530,274,64
173.0,530,274,72
174.0,530,283,76
175.0,530,255,53
176.0,530,264,42
177.0,530,296,45
178.0,530,268,40
179.0,530,257,35
180.0,530,262,34
181.0,530,275,33
