Parameter,Image1,Image2,Image3
-1.857e7,192,104,7
-1.8568e7,192,93,5
-1.8566e7,192,102,6
-1.8564e7,192,95,18
-1.8562e7,192,112,20
-1.856e7,192,110,30
-1.8558e7,192,103,47
-1.8556e7,192,89,37
-1.8554e7,192,99,55
-1.8552e7,192,89,42
-1.855e7,192,97,33
-1.8548e7,192,104,26
-1.8546e7,192,114,6
-1.8544e7,192,98,7
-1.8541999999999996e7,192,93,3
-1.854e7,192,96,2
-1.851e7,192,96,0
-1.8508000000000004e7,192,99,4
-1.8506e7,192,89,3
-1.8504e7,192,116,7
-1.8502000000000004e7,192,100,6
-1.85e7,192,102,4
-1.8498e7,192,104,4
-1.8496000000000004e7,192,103,5
-1.8494e7,192,104,15
-1.8492e7,192,98,24
-1.8490000000000004e7,192,99,38
-1.8488e7,192,92,44
-1.8486e7,192,101,38
-1.8484e7,192,106,42
-1.8482000000000004e7,192,101,30
-1.848e7,192,104,24
-1.8478e7,192,111,8
-1.8476000000000004e7,192,98,6
-1.8474e7,192,107,3
-1.8472e7,192,110,2
-1.8470000000000004e7,192,110,2
-1.8468e7,192,95,6
-1.8466e7,192,89,6
-1.8464000000000004e7,192,102,4
-1.8462e7,192,120,5
-1.846e7,192,99,3
-1.843e7,192,105,2
-1.8428e7,192,115,14
-1.8426e7,192,103,23
-1.8424e7,192,108,23
-1.8422e7,192,111,38
-1.842e7,192,113,51
-1.8418e7,192,109,58
-1.8416e7,192,91,25
-1.8413999999999996e7,192,104,37
-1.8412e7,192,103,20
-1.841e7,192,102,10
-1.8407999999999996e7,192,97,9
-1.8406e7,192,99,1
-1.8404e7,192,109,5
-1.8401999999999996e7,192,93,1
-1.84e7,192,101,6
-1.837e7,192,92,2
-1.8368000000000004e7,192,101,1
-1.8366e7,192,106,2
-1.8364e7,192,107,3
-1.8362000000000004e7,192,102,6
-1.836e7,192,114,6
-1.8358e7,192,110,9
-1.8356e7,192,98,14
-1.8354e7,192,112,15
-1.8352e7,192,103,12
-1.835e7,192,114,13
-1.8348e7,192,98,8
-1.8346e7,192,88,8
-1.8344e7,192,98,6
-1.8342000000000004e7,192,101,7
-1.834e7,192,110,4
-1.8338e7,192,101,2
-1.8336000000000004e7,192,108,3
-1.8334e7,192,113,1
-1.8332e7,192,87,5
-1.833e7,192,97,3
-1.8328e7,192,101,1
-1.8326e7,192,99,3
-1.8324e7,192,106,2
-1.8322e7,192,101,3
-1.832e7,192,104,0
