-180.0,280,176,7
-172.0,280,175,8
-164.0,280,172,4
-156.0,280,175,11
-148.0,280,172,12
-140.0,280,179,38
-132.0,280,167,66
-124.0,280,175,53
-116.0,280,175,40
-108.0,280,168,23
-100.0,280,165,23
-92.0,280,173,15
-84.0,280,169,12
-76.0,280,174,5
-68.0,280,169,8
-60.0,280,181,8
-52.0,280,177,6
-44.0,280,173,7
-36.0,280,177,9
-28.0,280,160,10
-20.0,280,164,7
-12.0,280,168,11
-4.0,280,181,15
4.0,280,181,29
12.0,280,171,50
20.0,280,163,73
28.0,280,162,60
36.0,280,172,46
44.0,280,169,30
52.0,280,166,22
60.0,280,171,19
68.0,280,181,18
76.0,280,164,3
84.0,280,174,10
92.0,280,166,7
100.0,280,160,10
108.0,280,165,4
116.0,280,162,13
124.0,280,166,4
132.0,280,178,11
140.0,280,171,12
148.0,280,162,43
156.0,280,169,53
164.0,280,163,56
172.0,280,162,53
180.0,280,170,35
188.0,280,180,34
196.0,280,174,14
204.0,280,184,12
212.0,280,172,6
220.0,280,185,12
